Chr	Center	Size
1	177	146
1	403	146
1	664	146
1	883	146
1	1256	146
1	1465	146
1	1749	146
1	1999	146
1	2095	146
1	2238	146
1	2414	146
1	2523	146
1	2656	146
1	2773	146
1	3250	146
1	3519	146
1	3732	146
1	3872	146
1	4012	146
1	4221	146
1	4453	146
1	4678	146
1	4857	146
1	5157	146
1	5339	146
1	5465	146
1	5580	146
1	5740	146
1	5994	146
1	6157	146
1	6288	146
1	6485	146
1	6625	146
1	6784	146
1	6933	146
1	7075	146
1	7318	146
1	7453	146
1	7599	146
1	7758	146
1	7930	146
1	8075	146
1	8335	146
1	8498	146
1	8644	146
1	8803	146
1	8922	146
1	9052	146
1	9246	146
1	9491	146
1	9602	146
1	9718	146
1	10011	146
1	10333	146
1	10479	146
1	10617	146
1	10788	146
1	10959	146
1	11137	146
1	11286	146
1	11410	146
1	11647	146
1	11829	146
1	12045	146
1	12246	146
1	12507	146
1	12662	146
1	12847	146
1	13073	146
1	13753	146
1	13886	146
1	14128	146
1	14283	146
1	14431	146
1	14567	146
1	14820	146
1	15012	146
1	15164	146
1	15307	146
1	15482	146
1	15744	146
1	15912	146
1	16127	146
1	16294	146
1	16525	146
1	16777	146
1	16907	146
1	17109	146
1	17340	146
1	17542	146
1	17788	146
1	18089	146
1	18201	146
1	18373	146
1	18521	146
1	18649	146
1	18768	146
1	18883	146
1	19050	146
1	19246	146
1	19488	146
1	19670	146
1	19775	146
1	20000	146
1	20134	146
1	20240	146
1	20403	146
1	20574	146
1	20902	146
1	21060	146
1	21159	146
1	21246	146
1	21410	146
1	21563	146
1	21750	146
1	22190	146
1	22350	146
1	22638	146
1	22809	146
1	22939	146
1	23141	146
1	23306	146
1	23437	146
1	23625	146
1	23728	146
1	23928	146
1	24110	146
1	24230	146
1	24365	146
1	24749	146
1	24942	146
1	25100	146
1	25219	146
1	25387	146
1	25609	146
1	25860	146
1	25984	146
1	26093	146
1	26226	146
1	26452	146
1	26670	146
1	26858	146
1	27021	146
1	27214	146
1	27456	146
1	27749	146
1	27906	146
1	28071	146
1	28253	146
1	28406	146
1	28519	146
1	28868	146
1	28971	146
1	29086	146
1	29219	146
1	29316	146
1	29436	146
1	29578	146
1	29709	146
1	29810	146
1	30312	146
1	30508	146
1	30687	146
1	30968	146
1	31176	146
1	31313	146
1	31521	146
1	31648	146
1	31993	146
1	32389	146
1	32468	146
1	32858	146
1	32975	146
1	33123	146
1	33276	146
1	33368	146
1	33491	146
1	33614	146
1	33726	146
1	33859	146
1	34006	146
1	34111	146
1	34313	146
1	34472	146
1	34576	146
1	34751	146
1	35033	146
1	35180	146
1	35302	146
1	35474	146
1	35623	146
1	35737	146
1	36012	146
1	36156	146
1	36344	146
1	36455	146
1	36572	146
1	36702	146
1	36851	146
1	37143	146
1	37318	146
1	37476	146
1	37648	146
1	37843	146
1	38069	146
1	38250	146
1	38357	146
1	38599	146
1	38748	146
1	38934	146
1	39103	146
1	39285	146
1	39514	146
1	39650	146
1	39776	146
1	39999	146
