Chr	Center	Size
1	171	146
1	387	146
1	658	146
1	869	146
1	1280	146
1	1468	146
1	1757	146
1	1980	146
1	2122	146
1	2222	146
1	2415	146
1	2530	146
1	2674	146
1	2772	146
1	3250	146
1	3494	146
1	3746	146
1	3882	146
1	4015	146
1	4218	146
1	4439	146
1	4664	146
1	4852	146
1	5170	146
1	5328	146
1	5474	146
1	5572	146
1	5769	146
1	6002	146
1	6169	146
1	6304	146
1	6470	146
1	6605	146
1	6779	146
1	6948	146
1	7073	146
1	7304	146
1	7429	146
1	7601	146
1	7750	146
1	7937	146
1	8065	146
1	8337	146
1	8518	146
1	8635	146
1	8805	146
1	8947	146
1	9070	146
1	9238	146
1	9455	146
1	9583	146
1	9705	146
1	9999	146
1	10344	146
1	10459	146
1	10599	146
1	10784	146
1	10974	146
1	11124	146
1	11275	146
1	11418	146
1	11626	146
1	11832	146
1	12067	146
1	12227	146
1	12537	146
1	12657	146
1	12877	146
1	13088	146
1	13765	146
1	13893	146
1	14104	146
1	14293	146
1	14418	146
1	14573	146
1	14830	146
1	15025	146
1	15183	146
1	15307	146
1	15467	146
1	15723	146
1	15921	146
1	16085	146
1	16283	146
1	16527	146
1	16783	146
1	16910	146
1	17117	146
1	17336	146
1	17545	146
1	17769	146
1	18089	146
1	18226	146
1	18356	146
1	18516	146
1	18681	146
1	18767	146
1	18871	146
1	19070	146
1	19246	146
1	19453	146
1	19649	146
1	19774	146
1	20003	146
1	20121	146
1	20235	146
1	20405	146
1	20549	146
1	20908	146
1	21042	146
1	21181	146
1	21257	146
1	21398	146
1	21545	146
1	21741	146
1	22217	146
1	22335	146
1	22628	146
1	22803	146
1	22945	146
1	23168	146
1	23303	146
1	23436	146
1	23605	146
1	23730	146
1	23961	146
1	24114	146
1	24231	146
1	24350	146
1	24787	146
1	24975	146
1	25104	146
1	25220	146
1	25344	146
1	25587	146
1	25863	146
1	25972	146
1	26102	146
1	26241	146
1	26457	146
1	26690	146
1	26853	146
1	27015	146
1	27194	146
1	27431	146
1	27748	146
1	27921	146
1	28098	146
1	28265	146
1	28403	146
1	28527	146
1	28841	146
1	28971	146
1	29091	146
1	29204	146
1	29316	146
1	29423	146
1	29583	146
1	29695	146
1	29814	146
1	30299	146
1	30506	146
1	30689	146
1	30955	146
1	31180	146
1	31316	146
1	31529	146
1	31649	146
1	31988	146
1	32460	146
1	32844	146
1	32999	146
1	33117	146
1	33257	146
1	33358	146
1	33503	146
1	33616	146
1	33727	146
1	33866	146
1	34108	146
1	34302	146
1	34474	146
1	34580	146
1	34776	146
1	35015	146
1	35187	146
1	35316	146
1	35485	146
1	35608	146
1	35746	146
1	36025	146
1	36157	146
1	36330	146
1	36477	146
1	36558	146
1	36698	146
1	36824	146
1	37138	146
1	37320	146
1	37470	146
1	37641	146
1	37821	146
1	38080	146
1	38269	146
1	38389	146
1	38594	146
1	38772	146
1	38938	146
1	39095	146
1	39323	146
1	39506	146
1	39648	146
1	39762	146
1	40012	146
1	40124	146
1	40318	146
1	40577	146
1	40701	146
1	40909	146
1	41049	146
1	41232	146
1	41381	146
1	41530	146
1	41696	146
1	42032	146
1	42248	146
1	42381	146
1	42549	146
1	42649	146
1	42889	146
1	42998	146
1	43248	146
1	43441	146
1	43554	146
1	43712	146
1	43977	146
1	44302	146
1	44408	146
1	44547	146
1	44658	146
1	44961	146
1	45223	146
1	45329	146
1	45567	146
1	45836	146
1	46086	146
1	46388	146
1	46523	146
1	46656	146
1	46842	146
1	47372	146
1	47909	146
1	48024	146
1	48200	146
1	48466	146
1	48571	146
1	48703	146
1	48847	146
1	49014	146
1	49180	146
1	49291	146
1	49500	146
1	49756	146
1	49949	146
1	50215	146
1	50333	146
1	50433	146
1	50620	146
1	50735	146
1	50845	146
1	50972	146
1	51255	146
1	51505	146
1	51640	146
1	51823	146
1	52018	146
1	52206	146
1	52376	146
1	52473	146
1	52746	146
1	52864	146
1	53130	146
1	53273	146
1	53405	146
1	53529	146
1	53664	146
1	53936	146
1	54112	146
1	54298	146
1	54445	146
1	54702	146
1	54877	146
1	55128	146
1	55283	146
1	55393	146
1	55597	146
1	55841	146
1	56081	146
1	56270	146
1	56638	146
1	56716	146
1	56935	146
1	57189	146
1	57377	146
1	57492	146
1	57618	146
1	57810	146
1	57995	146
1	58147	146
1	58370	146
1	58644	146
1	58879	146
1	58995	146
