Chr	Center	Size
1	186	146
1	401	146
1	656	146
1	881	146
1	1258	146
1	1467	146
1	1765	146
1	1996	146
1	2098	146
1	2248	146
1	2407	146
1	2529	146
1	2670	146
1	2791	146
1	3239	146
1	3525	146
1	3729	146
1	3869	146
1	4023	146
1	4230	146
1	4456	146
1	4673	146
1	4854	146
1	5179	146
1	5339	146
1	5455	146
1	5593	146
1	5759	146
1	5994	146
1	6163	146
1	6282	146
1	6488	146
1	6618	146
1	6789	146
1	6946	146
1	7072	146
1	7324	146
1	7441	146
1	7604	146
1	7764	146
1	7930	146
1	8058	146
1	8322	146
1	8518	146
1	8643	146
1	8791	146
1	8945	146
1	9054	146
1	9252	146
1	9507	146
1	9615	146
1	9714	146
1	10012	146
1	10337	146
1	10483	146
1	10613	146
1	10795	146
1	10971	146
1	11129	146
1	11284	146
1	11418	146
1	11654	146
1	11844	146
1	12032	146
1	12242	146
1	12527	146
1	12647	146
1	12868	146
1	13069	146
1	13745	146
1	13897	146
1	14136	146
1	14279	146
1	14422	146
1	14572	146
1	14823	146
1	15026	146
1	15178	146
1	15314	146
1	15480	146
1	15745	146
1	15923	146
1	16113	146
1	16288	146
1	16516	146
1	16779	146
1	16916	146
1	17124	146
1	17336	146
1	17537	146
1	17790	146
1	18097	146
1	18205	146
1	18365	146
1	18530	146
1	18649	146
1	18770	146
1	18883	146
1	19067	146
1	19245	146
1	19477	146
1	19661	146
1	19761	146
1	20013	146
1	20123	146
1	20240	146
1	20401	146
1	20559	146
1	20901	146
1	21044	146
1	21154	146
1	21259	146
1	21403	146
1	21557	146
1	21760	146
1	22197	146
1	22340	146
1	22643	146
1	22789	146
1	22941	146
1	23140	146
1	23320	146
1	23428	146
1	23623	146
1	23731	146
1	23945	146
1	24114	146
1	24237	146
1	24371	146
1	24751	146
1	24957	146
1	25097	146
1	25226	146
1	25369	146
1	25590	146
1	25873	146
1	25982	146
1	26089	146
1	26230	146
1	26443	146
1	26688	146
1	26859	146
1	27011	146
1	27198	146
1	27454	146
1	27757	146
1	27903	146
1	28067	146
1	28243	146
1	28404	146
1	28534	146
1	28851	146
1	28969	146
1	29084	146
1	29186	146
1	29310	146
1	29425	146
1	29567	146
1	29691	146
1	29809	146
1	30305	146
1	30496	146
1	30704	146
1	30962	146
1	31177	146
1	31311	146
1	31527	146
1	31649	146
1	31997	146
1	32376	146
1	32486	146
1	32851	146
1	32989	146
1	33112	146
1	33274	146
1	33358	146
1	33486	146
1	33624	146
1	33717	146
1	33860	146
1	34007	146
1	34102	146
1	34322	146
1	34465	146
1	34581	146
1	34754	146
1	35031	146
1	35195	146
1	35310	146
1	35473	146
1	35614	146
1	35742	146
1	36017	146
1	36161	146
1	36330	146
1	36457	146
1	36560	146
1	36691	146
1	36845	146
1	37132	146
1	37303	146
1	37482	146
1	37630	146
1	37846	146
1	38081	146
1	38253	146
1	38381	146
1	38588	146
1	38741	146
1	38944	146
1	39084	146
1	39303	146
1	39514	146
1	39641	146
1	39775	146
1	40002	146
1	40139	146
1	40330	146
1	40552	146
1	40698	146
1	40900	146
1	41029	146
1	41238	146
1	41379	146
1	41513	146
1	41693	146
1	42039	146
1	42239	146
1	42364	146
1	42551	146
1	42657	146
1	42883	146
1	43014	146
1	43254	146
1	43426	146
1	43562	146
1	43686	146
1	43992	146
1	44199	146
1	44297	146
1	44422	146
1	44552	146
1	44677	146
1	44939	146
1	45205	146
1	45332	146
1	45560	146
1	45840	146
1	46078	146
1	46361	146
1	46516	146
1	46647	146
1	46822	146
1	47375	146
1	47915	146
1	48030	146
1	48186	146
1	48453	146
1	48566	146
1	48712	146
1	48841	146
1	49016	146
1	49167	146
1	49279	146
1	49489	146
1	49740	146
1	49959	146
1	50214	146
1	50340	146
1	50428	146
1	50627	146
1	50734	146
1	50851	146
1	50965	146
1	51236	146
1	51504	146
1	51634	146
