chr	center	width
1	193	128
1	390	149
1	610	100
1	680	123
1	887	104
1	1256	150
1	1470	151
1	1769	109
1	1947	141
1	2025	150
1	2107	113
1	2239	148
1	2416	143
1	2499	134
1	2655	117
1	2760	141
1	3231	157
1	3459	133
1	3534	146
1	3737	127
1	3805	126
1	3874	134
1	4029	126
1	4219	112
1	4449	131
1	4686	137
1	4851	149
1	5180	152
1	5358	129
1	5482	140
1	5573	124
1	5636	111
1	5708	131
1	5784	144
1	5988	122
1	6183	115
1	6285	142
1	6486	145
1	6598	152
1	6791	145
1	6939	156
1	7086	135
1	7309	157
1	7423	132
1	7587	139
1	7761	144
1	7941	153
1	8044	130
1	8327	120
1	8430	105
1	8518	118
1	8623	146
1	8768	141
1	8882	121
1	8973	146
1	9046	127
1	9241	129
1	9484	157
1	9583	113
1	9669	150
1	10016	150
1	10328	121
1	10405	145
1	10483	129
1	10618	139
1	10784	143
1	10956	145
1	11134	138
1	11277	142
1	11420	131
1	11651	127
1	11823	152
1	12045	152
1	12254	143
1	12532	135
1	12637	154
1	12790	141
1	12862	132
1	13060	142
1	13761	117
1	13891	127
1	14121	153
1	14280	153
1	14424	133
1	14572	154
1	14816	133
1	15018	140
1	15209	121
1	15308	116
1	15456	118
1	15745	129
1	15906	139
1	16107	131
1	16279	152
1	16510	105
1	16796	160
1	16898	135
1	16966	130
1	17124	143
1	17338	148
1	17566	122
1	17795	146
1	18060	153
1	18174	149
1	18356	147
1	18514	134
1	18608	109
1	18685	130
1	18758	118
1	18879	141
1	19084	138
1	19194	132
1	19272	126
1	19445	154
1	19654	145
1	19751	147
1	20010	116
1	20100	155
1	20185	131
1	20258	133
1	20390	138
1	20555	128
1	20902	108
1	21078	131
1	21161	152
1	21259	107
1	21396	143
1	21544	147
1	21750	132
1	22231	151
1	22341	159
1	22648	135
1	22748	120
1	22819	115
1	22978	157
1	23137	113
1	23265	127
1	23367	121
1	23449	129
1	23624	137
1	23731	143
1	23945	133
1	24077	116
1	24197	118
1	24327	158
1	24768	158
1	24941	126
1	25114	152
1	25240	132
1	25385	134
1	25609	147
1	25870	125
1	25960	132
1	26041	117
1	26226	130
1	26444	148
1	26697	140
1	26811	137
1	26886	144
1	27014	140
1	27208	138
1	27473	149
1	27745	156
1	27911	134
1	28008	119
1	28084	136
1	28252	101
1	28362	117
1	28451	118
1	28531	147
1	28848	118
1	28966	153
1	29078	120
1	29168	111
1	29250	126
1	29345	105
1	29419	146
1	29510	134
1	29591	148
1	29688	155
1	29786	158
1	30301	152
1	30485	152
1	30704	136
1	30928	117
1	31005	105
1	31165	130
1	31319	159
1	31514	114
1	31627	160
1	32002	141
1	32378	115
1	32468	106
1	32815	134
1	32889	119
1	32993	105
1	33089	147
1	33275	147
1	33349	145
1	33426	131
1	33527	155
1	33628	153
1	33717	153
1	33852	140
1	33947	151
1	34053	111
1	34124	115
1	34331	158
1	34492	154
1	34594	108
1	34773	156
1	35028	132
1	35105	114
1	35178	125
1	35304	112
1	35496	131
1	35621	131
1	35752	119
1	36022	119
1	36165	120
1	36333	157
1	36448	149
1	36570	151
1	36699	152
1	36845	152
1	37129	154
1	37230	121
1	37319	136
1	37451	136
1	37623	145
1	37833	148
1	38074	109
1	38256	134
1	38376	145
1	38592	129
1	38754	134
1	38935	146
1	39072	115
1	39307	155
1	39520	119
1	39629	141
1	39779	105
1	39935	115
1	40008	132
1	40139	130
1	40337	122
1	40509	122
1	40578	137
1	40698	141
1	40920	153
1	41026	122
1	41257	139
1	41361	133
1	41459	105
1	41513	100
1	41667	143
1	42026	112
1	42183	126
1	42282	109
1	42367	100
1	42515	122
1	42596	103
1	42655	105
1	42862	136
1	42987	156
1	43230	153
1	43434	123
1	43548	129
1	43669	156
1	43979	113
1	44217	113
1	44284	122
1	44375	115
1	44443	125
1	44567	139
1	44640	119
1	44958	141
1	45187	152
1	45335	129
1	45557	140
1	45837	152
1	46080	120
1	46363	141
1	46439	110
1	46519	130
1	46677	139
1	46812	134
1	47366	130
1	47925	135
1	48018	112
1	48185	109
1	48242	110
1	48426	107
1	48483	105
1	48545	119
1	48725	133
1	48837	139
1	49006	135
1	49178	107
1	49275	149
1	49502	145
1	49753	115
1	49964	158
1	50207	110
1	50320	159
1	50414	100
1	50470	108
1	50623	133
1	50770	148
1	50860	144
1	50943	118
1	51222	145
1	51514	128
1	51622	145
1	51780	120
1	51850	133
1	52009	111
1	52112	138
1	52218	130
1	52375	131
1	52513	146
1	52700	140
1	52776	101
1	52862	141
1	53112	132
1	53266	136
1	53423	147
1	53502	149
1	53668	160
1	53950	158
1	54104	128
1	54272	114
1	54423	158
1	54728	157
1	54866	126
1	55126	131
1	55283	154
1	55416	157
1	55614	136
1	55848	143
1	56107	144
1	56273	152
1	56606	150
1	56682	102
1	56909	160
1	57183	141
1	57381	138
1	57458	127
1	57538	100
1	57618	121
1	57806	144
1	57991	132
1	58141	140
1	58336	138
1	58655	121
1	58873	154
1	59004	111
1	59115	125
1	59363	149
1	59539	104
1	59748	134
1	60006	127
1	60275	156
1	60488	147
1	60677	117
1	60741	115
1	60803	119
1	60915	134
1	61053	151
1	61218	157
1	61342	100
1	61510	126
1	61575	118
1	61677	121
1	61814	137
1	62042	145
1	62163	115
1	62279	151
1	62618	138
1	62906	131
1	63098	151
1	63197	110
1	63256	102
1	63398	125
1	63567	101
1	63676	118
1	63790	149
1	64094	155
1	64176	104
1	64267	112
1	64366	110
1	64538	125
1	64676	149
1	64811	114
1	64889	118
1	64972	130
1	65066	149
1	65144	124
1	65347	151
1	65503	143
1	65637	139
1	65843	148
1	65970	100
1	66122	145
1	66335	139
1	66494	148
1	66620	122
1	66705	113
1	66809	159
1	67015	157
1	67140	128
1	67212	110
1	67352	154
1	67587	148
1	67684	111
1	67751	126
1	67834	155
1	68000	155
1	68323	128
1	68447	151
1	68583	131
1	68728	139
1	68923	121
1	69147	152
1	69343	157
1	69450	156
1	69577	139
1	69706	130
1	69893	150
1	70059	104
1	70111	101
1	70252	136
1	70420	142
1	70689	118
1	70792	142
1	70869	113
1	70943	120
1	71029	131
1	71304	105
1	71385	140
1	71553	135
1	71682	131
1	71794	139
1	72061	137
1	72141	146
1	72386	131
1	72485	157
1	72583	124
1	72663	119
1	72731	115
1	72857	121
1	72920	124
1	73026	155
1	73211	122
1	73370	155
1	73565	147
1	73757	107
1	74006	141
1	74259	103
1	74327	126
1	74584	125
1	74708	149
1	74928	122
1	75115	153
1	75197	156
1	75452	144
1	75635	156
1	75820	105
1	76082	141
1	76194	154
1	76455	157
1	76683	131
1	76946	154
1	77050	126
1	77254	151
1	77396	134
1	77588	131
1	77714	147
1	77832	149
1	77958	108
1	78045	123
1	78159	126
1	78272	143
1	78487	134
1	78578	148
1	78786	120
1	78923	158
1	79139	132
1	79211	102
1	79292	110
1	79564	144
1	79774	121
1	79992	130
1	80062	100
1	80133	125
1	80274	160
1	80762	155
1	80925	144
1	81212	138
1	81661	157
1	81865	118
1	82094	152
1	82228	159
1	82336	138
1	82424	113
1	82499	145
1	82582	111
1	82647	123
1	82854	159
1	83091	160
1	83171	158
1	83365	151
1	83519	111
1	83759	136
1	83993	157
1	84114	142
1	84216	158
1	84363	116
1	84602	119
1	84778	132
1	84918	154
1	85077	151
1	85320	129
1	85478	117
1	85580	101
1	85633	104
1	85755	157
1	85848	101
1	85939	146
1	86090	122
1	86152	102
1	86260	151
1	86382	132
1	86463	106
1	86667	127
1	86827	123
1	87040	123
1	87246	157
1	87404	158
1	87516	151
1	87684	139
1	87869	110
1	87972	121
1	88189	156
1	88338	148
1	88574	142
1	88658	108
1	88766	128
1	88874	125
1	89002	138
1	89075	122
1	89170	128
1	89252	146
1	89423	150
1	89562	128
1	89795	147
1	90019	158
1	90230	135
1	90426	158
1	90699	129
1	90780	122
1	90846	110
1	90954	149
1	91093	142
1	91240	160
1	91358	137
1	91556	132
1	91744	133
1	91904	154
1	92026	146
1	92462	123
1	92531	105
1	92616	122
1	92696	156
1	92954	150
1	93040	133
1	93122	100
1	93271	143
1	93483	154
1	93624	135
1	93718	112
1	93815	140
1	93907	150
1	94324	148
1	94409	120
1	94500	120
1	94574	117
1	94869	135
1	95112	154
1	95457	145
1	95568	117
1	95691	127
1	95794	114
1	95975	124
1	96110	133
1	96237	132
1	96539	114
1	96899	137
1	97130	142
1	97363	121
1	97625	139
1	97809	119
1	98004	142
1	98354	155
1	98486	101
1	98538	102
1	98698	133
1	98777	147
1	98854	137
1	98959	149
1	99083	116
1	99238	119
1	99461	130
1	99735	152
1	99908	160
1	99991	108
1	100069	137
1	100361	140
1	100443	154
1	100667	123
1	100883	146
1	100976	155
1	101114	129
1	101267	111
1	101538	118
1	101761	150
1	101918	138
1	102164	138
1	102284	152
1	102560	134
1	102634	139
1	102730	109
1	102958	129
1	103083	136
1	103157	147
1	103373	146
1	103458	109
1	103563	147
1	103720	126
1	104153	145
1	104251	156
1	104562	138
1	104711	117
1	104943	113
1	105012	123
1	105098	128
1	105297	140
1	105429	147
1	105633	150
1	105885	141
1	106039	133
1	106247	112
1	106363	150
1	106685	144
1	106846	126
1	107082	152
1	107158	112
1	107257	152
1	107533	137
1	107615	150
1	107814	135
1	108227	157
1	108459	138
1	108663	142
1	108902	158
1	109183	103
1	109250	102
1	109374	144
1	109599	152
1	109809	118
1	110019	140
1	110385	143
1	110469	145
1	110621	117
1	110740	137
1	111050	141
1	111180	145
1	111263	138
1	111332	125
1	111514	111
1	111579	127
1	111707	153
1	111872	146
1	112061	117
1	112226	152
1	112328	125
1	112417	149
1	112772	145
1	112908	135
1	113038	127
1	113109	127
1	113200	160
1	113352	145
1	113602	137
1	113752	107
1	113826	121
1	114159	107
1	114255	144
1	114641	157
1	114919	136
1	115167	150
1	115361	140
1	115471	156
1	115712	159
1	115837	159
1	115992	137
1	116073	152
1	116162	153
1	116322	140
1	116551	144
1	116654	106
1	116712	113
1	116774	102
1	116861	133
1	117043	159
1	117261	104
1	117336	146
1	117551	128
1	117620	106
1	117769	127
1	117963	139
1	118160	134
1	118333	132
1	118438	137
1	118601	109
1	118791	156
1	118931	152
1	119032	149
1	119244	133
1	119587	153
1	119778	135
1	119917	122
1	120107	139
1	120264	136
1	120400	154
1	120558	139
1	120711	137
1	120866	139
1	121069	148
1	121145	148
1	121226	160
1	121325	139
1	121511	154
1	121669	140
1	121741	111
1	121840	125
1	121918	107
1	121995	152
1	122186	123
1	122381	130
1	122514	127
1	122636	146
1	122795	148
1	122894	121
1	123063	156
1	123185	142
1	123353	142
1	123525	155
1	123706	128
1	123903	136
1	124100	154
1	124225	155
1	124550	131
1	124635	147
1	124754	146
1	124898	142
1	124977	116
1	125062	136
1	125270	122
1	125476	128
1	125607	125
1	125821	160
1	125948	118
1	126027	145
1	126101	120
1	126296	138
1	126415	106
1	126474	103
1	126633	139
1	126704	119
1	126828	152
1	126944	119
1	127319	129
1	127415	130
1	127758	144
1	127890	113
1	128007	140
1	128146	145
1	128311	140
1	128587	136
1	128733	142
1	128944	150
1	129074	157
1	129203	140
1	129379	152
1	129703	115
1	129809	153
1	129903	117
1	129984	145
1	130158	153
1	130321	147
1	130482	137
1	130768	157
1	131001	146
1	131079	135
1	131148	135
1	131216	111
1	131282	100
1	131558	140
1	131752	128
1	131831	135
1	131899	109
1	131962	117
1	132021	114
1	132204	126
1	132353	146
1	132473	158
1	132699	144
1	132858	142
1	132929	109
1	133018	111
1	133208	156
1	133298	139
1	133464	159
1	133641	130
1	133751	136
1	134056	152
1	134156	132
1	134282	112
1	134478	156
1	134659	120
1	134737	111
1	134814	103
1	135061	148
1	135329	134
1	135507	135
1	135643	135
1	135859	103
1	136228	142
1	136419	150
1	136617	134
1	136858	143
1	136956	146
1	137177	146
1	137305	154
1	137404	123
1	137617	130
1	137741	158
1	137870	114
1	138082	127
1	138329	142
1	138582	116
1	138666	102
1	138723	103
1	138885	160
1	139024	118
1	139256	143
1	139392	158
1	139560	138
1	139719	138
1	139873	135
1	140072	138
1	140300	137
1	140443	141
1	140686	157
1	140837	154
1	141052	130
1	141187	146
1	141261	105
1	141346	126
1	141578	153
1	141697	150
1	141777	130
1	141854	140
1	142018	115
1	142340	151
1	142552	119
1	142633	132
1	142719	156
1	142828	143
1	143018	147
1	143380	131
1	143673	138
1	143793	153
1	143924	151
1	144405	134
1	144602	139
1	144711	132
1	144981	147
1	145132	158
1	145214	117
1	145277	100
1	145387	104
1	145575	115
1	145653	106
1	145724	123
1	145948	160
1	146173	118
1	146270	154
1	146506	146
1	146635	153
1	146867	135
1	147117	148
1	147327	153
1	147476	132
1	147662	138
1	147897	133
1	148082	152
1	148161	146
1	148247	116
1	148403	146
1	148740	136
1	148879	140
1	149207	144
1	149379	117
1	149438	111
1	149553	154
1	149785	137
1	149931	128
1	150174	155
1	150318	132
1	150413	105
1	150606	141
1	150737	153
1	150980	149
1	151134	134
1	151227	156
1	151377	118
1	151471	149
1	151551	114
1	151678	133
1	151847	152
1	152058	104
1	152150	157
1	152388	141
1	152597	158
1	152861	121
1	153134	144
1	153318	133
1	153468	160
1	153645	136
1	153929	119
1	154001	135
1	154178	155
1	154257	108
1	154369	149
1	154558	141
1	154681	136
1	154913	115
1	155012	150
1	155099	156
1	155182	134
1	155347	146
1	155506	117
1	155748	137
1	155840	131
1	155915	149
1	156112	148
1	156323	127
1	156394	100
1	156482	136
1	156575	160
1	156672	150
1	156994	125
1	157089	134
1	157230	124
1	157368	156
1	157477	123
1	157670	153
1	157874	106
1	158102	138
1	158224	140
1	158544	137
1	158631	121
1	158805	145
1	158952	143
1	159029	101
1	159115	156
1	159296	102
1	159391	152
1	159533	144
1	159696	158
1	159799	132
1	159870	116
1	159944	112
1	160095	130
1	160185	123
1	160520	144
1	160804	142
1	161004	127
1	161259	122
1	161331	133
1	161412	140
1	161555	151
1	161749	159
1	161909	159
1	162055	138
1	162348	150
1	162570	147
1	162766	121
1	162995	114
1	163067	118
1	163256	145
1	163365	124
1	163445	160
1	163606	100
1	163694	147
1	163777	140
1	163938	115
1	164104	135
1	164244	108
1	164435	160
1	164627	139
1	164698	118
1	164773	119
1	164839	100
1	164901	117
1	165057	137
1	165233	126
1	165506	147
1	165654	152
1	165739	140
1	165817	121
1	165889	137
1	165961	107
1	166088	127
1	166153	112
1	166259	153
1	166578	154
1	166722	153
1	166826	141
1	167044	156
1	167137	154
1	167221	137
1	167382	153
1	167594	147
1	167672	133
1	167959	149
1	168164	115
1	168348	105
1	168429	111
1	168505	121
1	168756	144
1	168870	128
1	168981	118
1	169056	151
1	169328	159
1	169419	101
1	169521	118
1	169622	140
1	169812	137
1	170083	134
1	170212	120
1	170282	106
1	170353	139
1	170451	153
1	170716	128
1	170859	144
1	171104	153
1	171393	159
1	171529	158
1	171664	123
1	171726	106
1	171942	102
1	172033	134
1	172315	147
1	172471	142
1	172664	119
1	172814	141
1	172966	143
1	173165	147
1	173329	146
1	173645	121
1	173889	107
1	174219	125
1	174289	109
1	174384	133
1	174493	149
1	174627	118
1	174706	127
1	174795	155
1	174905	139
1	175213	160
1	175327	141
1	175593	159
1	175725	151
1	176004	150
1	176345	133
1	176430	101
1	176501	113
1	176643	133
1	176836	140
1	176985	152
1	177182	127
1	177407	119
1	177510	147
1	177694	125
1	177912	140
1	177997	151
1	178109	115
1	178173	107
1	178541	149
1	178654	148
1	178912	111
1	179179	140
1	179394	157
1	179615	159
1	179764	102
1	179912	145
1	180085	149
1	180248	144
1	180449	121
1	180525	115
1	180607	126
1	180681	133
1	180752	109
1	181058	129
1	181141	160
1	181254	126
1	181358	136
1	181485	113
1	181761	133
1	181934	139
1	182062	121
1	182386	134
1	182583	156
1	182693	151
1	182778	142
1	182919	143
1	183267	146
1	183468	159
1	183603	147
1	183732	104
