chr	center	width
1	195	160
1	388	147
1	666	152
1	869	143
1	1244	128
1	1463	130
1	1762	144
1	1987	129
1	2122	148
1	2221	146
1	2409	160
1	2530	134
1	2670	145
1	2773	144
1	3249	153
1	3496	141
1	3750	130
1	3868	126
1	4014	147
1	4241	157
1	4447	141
1	4666	138
1	4844	111
1	5170	126
1	5336	154
1	5468	135
1	5574	158
1	5760	125
1	5996	157
1	6165	160
1	6283	131
1	6477	133
1	6615	137
1	6783	152
1	6935	127
1	7064	139
1	7327	138
1	7433	137
1	7598	138
1	7765	117
1	7934	137
1	8077	123
1	8335	155
1	8518	148
1	8636	156
1	8795	158
1	8933	128
1	9030	132
1	9234	152
1	9477	140
1	9587	140
1	9705	159
1	9998	123
1	10338	153
1	10481	156
1	10611	142
1	10802	130
1	10967	133
1	11142	156
1	11267	126
1	11418	141
1	11643	109
1	11833	143
1	12049	118
1	12230	156
1	12534	150
1	12652	138
1	12843	138
1	13075	125
1	13759	156
1	13889	141
1	14115	129
1	14297	158
1	14417	138
1	14567	139
1	14829	146
1	15018	124
1	15181	153
1	15303	133
1	15459	139
1	15744	147
1	15926	153
1	16082	142
1	16288	143
1	16520	147
1	16768	136
1	16902	136
1	17116	156
1	17336	145
1	17550	131
1	17797	133
1	18092	105
1	18223	145
1	18356	152
1	18510	130
1	18676	155
1	18764	138
1	18898	115
1	19070	148
1	19243	143
1	19484	156
1	19645	160
1	19761	160
1	20025	143
1	20126	136
1	20236	150
1	20401	144
1	20549	142
1	20915	141
1	21060	158
1	21149	114
1	21258	141
1	21397	154
1	21549	136
1	21739	145
1	22216	146
1	22340	158
1	22629	138
1	22801	143
1	22902	123
1	23152	155
1	23309	157
1	23431	156
1	23608	135
1	23727	148
1	23958	157
1	24114	141
1	24226	145
1	24348	148
1	24782	139
1	24958	132
1	25089	122
1	25222	123
1	25362	122
1	25583	137
1	25864	153
1	25968	147
1	26097	142
1	26233	153
1	26448	138
1	26689	144
1	26853	155
1	27012	147
1	27192	147
1	27449	135
1	27743	150
1	27903	112
1	28068	148
1	28262	154
1	28425	144
1	28529	136
1	28851	122
1	28953	111
1	29099	133
1	29185	119
1	29331	123
1	29424	159
1	29582	158
1	29693	137
1	29790	137
1	30278	146
1	30505	139
1	30688	139
1	30951	149
1	31179	160
1	31308	136
1	31524	131
1	31652	150
1	31988	142
1	32381	135
1	32466	160
1	32853	113
1	33103	126
1	33255	156
1	33384	154
1	33495	139
1	33619	134
1	33723	138
1	33794	140
1	33867	144
1	33997	124
1	34115	148
1	34304	142
1	34473	141
1	34572	149
1	34765	129
1	35015	149
1	35186	135
1	35308	156
1	35495	120
1	35606	145
1	35742	139
1	36026	141
1	36140	130
1	36328	152
1	36463	123
1	36558	157
1	36696	148
1	36831	135
1	37134	151
1	37312	160
1	37470	142
1	37638	147
1	37818	124
1	38066	129
1	38266	139
1	38375	123
1	38593	149
1	38764	139
1	38920	157
1	39091	153
1	39297	138
1	39500	160
1	39643	130
1	39782	105
1	40010	140
1	40125	145
1	40328	143
1	40559	129
1	40693	156
1	40909	151
1	41042	147
1	41245	118
1	41374	152
1	41546	138
1	41699	135
1	42025	134
1	42232	119
1	42374	136
1	42547	146
1	42646	146
1	42882	110
1	43006	156
1	43250	150
1	43404	130
1	43548	134
1	43688	145
1	43978	148
1	44198	114
1	44293	127
1	44411	151
1	44541	139
1	44654	141
1	44945	125
1	45214	103
1	45316	121
1	45557	145
1	45825	128
1	46087	158
1	46366	109
1	46516	151
1	46658	144
1	46841	140
1	47384	128
1	47918	133
1	48032	133
1	48195	144
1	48465	147
1	48549	133
1	48655	118
1	48720	124
1	48847	152
1	49013	142
1	49175	129
1	49293	137
1	49497	151
1	49736	119
1	49951	144
1	50225	132
1	50330	140
1	50427	121
1	50621	139
1	50731	154
1	50856	128
1	50973	149
1	51254	157
1	51508	137
1	51631	160
1	51845	139
1	51987	160
1	52088	114
1	52202	141
1	52365	136
1	52504	157
1	52746	141
1	52862	145
1	53123	147
1	53272	136
1	53406	133
1	53528	137
1	53674	113
1	53929	155
1	54112	140
1	54296	136
1	54446	149
1	54695	153
1	54898	158
1	55124	135
1	55281	156
1	55411	116
1	55590	150
1	55836	131
1	56071	128
1	56264	141
1	56612	136
1	56713	143
1	56924	131
1	57183	149
1	57367	131
1	57511	133
1	57621	141
1	57783	110
1	57841	109
1	58002	129
1	58075	105
1	58149	147
1	58369	132
1	58659	132
1	58872	139
1	58995	154
1	59116	144
1	59380	150
1	59560	147
1	59738	108
1	60024	160
1	60281	152
1	60480	141
1	60674	145
1	60800	144
1	60922	156
1	61079	122
1	61250	151
1	61385	132
1	61556	127
1	61682	133
1	61801	140
1	62036	146
1	62161	148
1	62285	148
1	62646	132
1	62881	133
1	63097	160
1	63227	127
1	63426	136
1	63566	159
1	63687	145
1	63818	148
1	64083	151
1	64221	142
1	64365	160
1	64536	122
1	64655	145
1	64788	148
1	64930	127
1	65043	121
1	65140	131
1	65335	127
1	65505	127
1	65628	149
1	65817	143
1	65951	148
1	66129	130
1	66340	156
1	66491	142
1	66638	144
1	66796	153
1	67014	126
1	67147	154
1	67359	120
1	67587	144
1	67755	149
1	67862	133
1	67998	158
1	68330	128
1	68477	143
1	68608	125
1	68724	136
1	68944	123
1	69115	133
1	69323	127
1	69455	139
1	69561	113
1	69694	136
