chr	center	width
1	196	124
1	394	110
1	637	159
1	876	132
1	1223	152
1	1465	107
1	1763	141
1	1960	139
1	2081	118
1	2247	160
1	2443	116
1	2530	121
1	2666	152
1	2769	112
1	3242	151
1	3518	131
1	3730	125
1	3873	144
1	4014	155
1	4225	137
1	4460	126
1	4665	139
1	4856	152
1	5167	160
1	5329	150
1	5457	134
1	5582	153
1	5746	148
1	5982	129
1	6048	108
1	6158	145
1	6284	139
1	6490	155
1	6617	158
1	6795	141
1	6944	128
1	7065	124
1	7308	131
1	7425	145
1	7572	144
1	7769	148
1	7946	146
1	8068	157
1	8329	109
1	8509	148
1	8633	147
1	8799	154
1	8948	148
1	9063	134
1	9231	150
1	9496	141
1	9580	129
1	9715	145
1	9988	141
1	10365	137
1	10467	130
1	10620	146
1	10794	125
1	10866	124
1	10969	116
1	11078	115
1	11148	128
1	11239	141
1	11317	149
1	11421	147
1	11638	148
1	11836	150
1	12031	149
1	12236	127
1	12512	122
1	12630	155
1	12838	149
1	13084	119
1	13768	154
1	13880	155
1	14114	153
1	14276	139
1	14396	121
1	14574	139
1	14837	148
1	15008	128
1	15170	158
1	15294	118
1	15458	107
1	15742	111
1	15934	149
1	16123	158
1	16272	134
1	16505	128
1	16787	133
1	16878	113
1	17155	134
1	17331	159
1	17541	154
1	17764	153
1	18079	149
1	18198	157
1	18362	100
1	18515	113
1	18645	154
1	18739	133
1	18854	100
1	19068	160
1	19217	147
1	19294	136
1	19475	140
1	19649	101
1	19738	150
1	20010	157
1	20101	143
1	20186	127
1	20268	120
1	20391	122
1	20567	156
1	20900	134
1	21050	125
1	21167	103
1	21272	155
1	21410	135
1	21537	160
1	21767	144
1	22204	130
1	22351	155
1	22626	153
1	22824	142
1	22906	151
1	23157	154
1	23316	127
1	23400	146
1	23474	100
1	23620	134
1	23738	154
1	23942	152
1	24111	108
1	24219	154
1	24357	137
1	24764	150
1	24964	102
1	25095	154
1	25239	142
1	25365	143
1	25598	137
1	25886	126
1	25965	131
1	26080	160
1	26212	139
1	26464	147
1	26679	156
1	26862	115
1	27012	145
1	27189	131
1	27463	156
1	27739	129
1	27810	107
1	27913	101
1	28078	140
1	28259	137
1	28360	102
1	28437	110
1	28541	129
1	28831	126
1	28951	151
1	29109	121
1	29178	117
1	29317	116
1	29399	123
1	29481	121
1	29581	128
1	29684	154
1	29802	116
1	30295	127
1	30494	112
1	30685	155
1	30982	143
1	31167	126
1	31306	140
1	31530	152
1	31637	144
1	32001	140
1	32336	106
1	32412	145
1	32490	129
1	32825	157
1	32969	139
1	33113	154
1	33266	124
1	33328	109
1	33394	108
1	33537	130
1	33616	108
1	33704	105
1	33864	143
1	33976	126
1	34089	151
1	34316	154
1	34401	107
1	34489	141
1	34576	142
1	34774	144
1	35037	143
1	35191	154
1	35277	153
1	35479	113
1	35540	111
1	35604	105
1	35661	105
1	35736	134
1	36000	127
1	36085	124
1	36160	139
1	36323	147
1	36455	143
1	36549	156
1	36705	143
1	36853	155
1	37170	136
1	37294	125
1	37475	125
1	37638	145
1	37831	137
1	38066	118
1	38266	125
1	38396	158
1	38575	141
1	38646	108
1	38757	146
1	38928	135
1	39071	155
1	39290	141
1	39456	128
1	39527	112
1	39607	109
1	39682	102
1	39763	137
1	39997	107
1	40134	138
1	40330	152
1	40557	135
1	40695	138
1	40922	159
1	41023	147
1	41195	126
1	41262	135
1	41400	146
1	41499	135
1	41702	114
1	42048	153
1	42237	132
1	42357	153
1	42546	112
1	42648	133
1	42862	140
1	42934	132
1	43000	125
1	43243	118
1	43436	156
1	43580	139
1	43704	147
1	44004	127
1	44242	157
1	44329	128
1	44432	156
1	44577	142
1	44708	139
1	44922	114
1	45004	112
1	45215	152
1	45332	129
1	45556	109
1	45830	134
1	46077	134
1	46362	131
1	46521	159
1	46687	150
1	46824	141
1	47372	132
1	47926	126
1	48025	144
1	48176	110
1	48464	152
1	48546	151
1	48681	145
1	48819	143
1	48999	158
1	49194	143
1	49288	124
1	49489	127
1	49757	160
1	49951	135
1	50223	142
1	50349	151
1	50432	118
1	50602	129
1	50682	159
1	50769	110
1	50887	151
1	50972	109
1	51247	145
1	51521	114
1	51601	142
1	51827	141
1	51974	109
1	52082	145
1	52191	142
1	52377	140
1	52493	146
1	52754	131
1	52866	139
1	53127	136
1	53288	153
1	53414	126
1	53496	143
1	53599	102
1	53681	148
1	53924	141
1	54092	114
1	54268	152
1	54434	144
1	54717	147
1	54880	132
1	55139	148
1	55225	107
1	55315	107
1	55403	146
1	55597	143
1	55836	154
1	56070	156
1	56267	107
1	56609	117
1	56697	159
1	56876	106
1	56932	105
1	57188	160
1	57398	135
1	57498	143
1	57598	139
1	57801	156
1	57996	154
1	58156	146
1	58353	118
1	58664	136
1	58890	154
1	58980	151
1	59060	155
1	59138	145
1	59361	143
1	59549	157
1	59748	159
1	60035	151
1	60280	152
1	60480	128
1	60623	110
1	60697	138
1	60799	155
1	60898	159
1	61094	142
1	61272	134
1	61371	151
1	61551	112
1	61618	128
1	61686	110
1	61770	137
1	61840	109
1	62031	110
1	62150	124
1	62279	119
1	62648	159
1	62885	144
1	63105	138
1	63244	146
1	63411	125
1	63565	153
1	63647	127
1	63793	143
1	63868	123
1	64102	139
1	64213	152
1	64360	132
1	64491	111
1	64560	133
1	64678	139
1	64794	137
1	64877	155
1	64962	150
1	65046	125
1	65139	146
1	65329	159
1	65495	142
1	65618	151
1	65832	114
1	65924	120
1	66086	105
1	66151	121
1	66349	148
1	66436	147
1	66512	148
1	66634	148
1	66805	153
1	67001	143
1	67147	148
1	67377	159
1	67559	141
1	67768	158
1	67868	122
1	67933	102
1	68011	106
1	68303	120
1	68450	156
1	68594	148
1	68718	141
1	68922	144
1	69118	137
1	69324	157
1	69445	143
1	69603	149
1	69707	103
1	69903	140
1	70092	158
1	70256	107
1	70399	155
1	70646	115
1	70716	110
1	70787	134
1	70896	136
1	71035	141
1	71242	129
1	71380	157
1	71558	152
1	71642	136
1	71787	149
1	72019	124
1	72120	121
1	72373	132
1	72475	113
1	72612	151
1	72699	101
1	72772	118
1	72848	138
1	72920	111
1	73027	134
1	73218	152
1	73407	140
1	73586	153
1	73769	129
1	73998	157
1	74241	111
1	74325	148
1	74587	147
1	74742	137
1	74920	157
1	75093	138
1	75201	156
1	75436	158
1	75630	132
1	75828	137
1	76067	144
1	76144	104
1	76216	115
1	76469	133
1	76700	139
1	76927	148
1	77031	151
1	77225	136
1	77399	129
1	77584	148
1	77730	120
1	77826	106
1	77911	136
1	77988	144
1	78129	126
1	78276	130
1	78490	147
1	78569	103
1	78812	147
1	78948	151
1	79088	130
1	79162	132
1	79284	151
1	79543	158
1	79779	142
1	80017	124
1	80125	119
1	80280	143
1	80761	157
1	80919	158
1	81206	151
1	81649	158
1	81850	156
1	82134	140
1	82234	138
1	82352	130
1	82495	141
1	82594	115
1	82668	110
1	82855	145
1	83127	144
1	83384	146
1	83543	144
1	83714	113
1	83776	106
1	83956	125
1	84050	105
1	84115	118
1	84215	148
1	84308	110
1	84386	123
1	84608	132
1	84757	121
1	84846	123
1	84942	137
1	85087	147
1	85288	151
1	85499	148
1	85579	126
1	85646	114
1	85733	147
1	85828	122
1	85947	113
1	86099	146
1	86185	102
1	86280	127
1	86422	140
1	86583	148
1	86678	139
1	86835	136
1	87056	151
1	87212	147
1	87325	102
1	87399	139
1	87514	137
1	87690	116
1	87864	141
1	87970	149
1	88191	148
1	88342	127
1	88561	111
1	88746	119
1	88889	154
1	88991	139
1	89136	152
1	89245	139
1	89403	138
1	89518	101
1	89588	138
1	89793	141
1	89978	156
1	90213	150
1	90427	143
1	90657	134
1	90734	115
1	90799	117
1	90947	141
1	91074	140
1	91169	128
1	91255	158
1	91364	100
1	91550	137
1	91756	113
1	91902	148
1	92039	103
1	92513	151
1	92617	147
1	92716	104
1	92962	156
1	93114	134
1	93247	112
1	93484	139
1	93674	106
1	93769	138
1	93897	136
1	94300	146
1	94430	159
1	94530	127
1	94863	142
1	95091	128
1	95463	149
1	95552	110
1	95615	116
1	95682	125
1	95789	124
1	95961	143
1	96057	100
1	96108	102
1	96252	145
1	96550	144
1	96890	142
1	97137	153
1	97400	145
1	97615	145
1	97815	123
1	98006	149
1	98349	130
1	98480	137
1	98735	156
1	98853	112
1	98992	149
1	99099	156
1	99255	160
1	99459	136
1	99724	150
1	99937	156
1	100072	122
1	100357	119
1	100445	122
1	100665	131
1	100879	153
1	100993	123
1	101064	103
1	101232	134
1	101548	133
1	101761	119
1	101894	136
1	101965	137
1	102136	143
1	102305	138
1	102604	131
1	102725	112
1	102953	128
1	103017	107
1	103097	111
1	103178	132
1	103402	147
1	103575	153
1	103716	140
1	104117	143
1	104245	150
1	104524	119
1	104697	141
1	104963	107
1	105023	100
1	105099	130
1	105288	144
1	105434	121
1	105633	117
1	105869	125
1	106033	136
1	106264	151
1	106366	143
1	106677	146
1	106849	128
1	107119	130
1	107185	132
1	107259	136
1	107580	135
1	107782	147
1	108249	154
1	108465	150
1	108650	129
1	108902	109
1	109253	148
1	109384	141
1	109632	132
1	109788	137
1	110035	128
1	110347	147
1	110482	138
1	110607	131
1	110721	152
1	111049	149
1	111182	160
1	111338	137
1	111493	125
1	111559	103
1	111724	157
1	111858	136
1	112034	148
1	112195	139
1	112311	112
1	112423	129
1	112798	148
1	112919	141
1	113122	123
1	113219	115
1	113356	159
1	113591	136
1	113774	130
1	114122	160
1	114246	130
1	114311	116
1	114638	134
1	114950	144
1	115163	146
1	115361	143
1	115511	153
1	115677	157
1	115762	140
1	115837	146
1	115948	122
1	116046	113
1	116205	137
1	116334	130
1	116551	157
1	116687	148
1	116844	147
1	117011	154
1	117217	136
1	117367	114
1	117559	129
1	117756	132
1	117935	153
1	118130	154
1	118309	140
1	118470	159
1	118563	143
1	118805	108
1	118915	139
1	119038	131
1	119234	143
1	119582	146
1	119771	134
1	119929	126
1	120124	116
1	120218	138
1	120380	135
1	120593	142
1	120669	149
1	120854	128
1	121165	114
1	121268	117
1	121346	155
1	121521	143
1	121690	132
1	121830	146
1	121971	140
1	122200	132
1	122335	114
1	122408	122
1	122506	109
1	122663	141
1	122803	140
1	122913	144
1	123053	145
1	123182	145
1	123273	102
1	123354	140
1	123523	139
1	123684	118
1	123896	150
1	124101	148
1	124225	160
1	124597	124
1	124669	130
1	124752	156
1	124910	145
1	125051	156
1	125274	133
1	125476	159
1	125622	153
1	125810	110
1	125946	146
1	126058	149
1	126229	115
1	126289	118
1	126364	137
1	126488	142
1	126655	142
1	126852	154
1	126961	137
1	127309	123
1	127405	135
1	127770	144
1	127866	112
1	127996	125
1	128142	148
1	128225	101
1	128303	126
1	128592	139
1	128719	137
1	128857	157
1	128938	159
1	129030	130
1	129218	129
1	129292	102
1	129374	158
1	129728	151
1	129823	105
1	129944	128
1	130136	142
1	130323	148
1	130484	129
1	130741	120
1	131021	156
1	131163	146
1	131269	157
1	131593	154
1	131720	131
1	131794	118
1	131887	153
1	131992	135
1	132171	126
1	132351	149
1	132455	116
1	132522	111
1	132676	142
1	132750	101
1	132852	132
1	133016	138
1	133132	138
1	133222	115
1	133297	147
1	133459	153
1	133600	157
1	133681	148
1	133766	113
1	134044	147
1	134154	124
1	134284	151
1	134440	153
1	134665	117
1	134804	109
1	135093	151
1	135309	121
1	135523	143
1	135663	158
1	135875	155
1	136215	144
1	136388	143
1	136612	123
1	136849	150
1	136971	136
1	137173	122
1	137266	115
1	137338	114
1	137429	100
1	137583	118
1	137662	119
1	137759	146
1	137845	114
1	137918	133
1	138098	147
1	138321	143
1	138583	122
1	138712	115
1	138879	144
1	139013	141
1	139259	138
1	139332	113
1	139590	137
1	139724	153
1	139850	141
1	140080	131
1	140279	137
1	140366	127
1	140444	140
1	140705	153
1	140815	124
1	141032	137
1	141109	148
1	141202	126
1	141337	130
1	141577	159
1	141683	144
1	141802	132
1	142055	148
1	142343	159
1	142524	144
1	142658	159
1	142757	120
1	142833	126
1	142987	146
1	143065	143
1	143377	127
1	143668	128
1	143787	130
1	143902	148
1	144414	153
1	144559	134
1	144627	112
1	144738	122
1	144976	155
1	145060	124
1	145133	140
1	145263	150
1	145388	127
1	145597	133
1	145714	149
1	145961	137
1	146188	156
1	146507	128
1	146609	142
1	146867	153
1	147112	125
1	147338	146
1	147490	125
1	147661	129
1	147861	148
1	148101	153
1	148228	144
1	148392	132
1	148733	153
1	148845	112
1	148902	109
1	149196	119
1	149409	157
1	149554	109
1	149787	101
1	149900	128
1	149973	108
1	150172	116
1	150285	128
1	150366	138
1	150445	134
1	150609	113
1	150723	123
1	150929	154
1	151093	135
1	151243	115
1	151301	103
1	151368	130
1	151511	153
1	151680	127
1	151775	102
1	151856	135
1	152058	148
1	152184	154
1	152385	135
1	152587	102
1	152863	157
1	153170	142
1	153353	142
1	153498	152
1	153645	130
1	153916	135
1	154021	136
1	154214	135
1	154334	144
1	154548	106
1	154612	117
1	154682	132
1	154923	139
1	155139	156
1	155221	115
1	155319	128
1	155384	102
1	155504	140
1	155739	139
1	155894	127
1	156108	140
1	156326	159
1	156524	156
1	156604	122
1	156670	114
1	156990	146
1	157101	134
1	157246	152
1	157370	126
1	157456	135
1	157672	140
1	157855	134
1	158082	142
1	158247	140
1	158507	120
1	158585	103
1	158652	105
1	158811	146
1	158900	104
1	158993	123
1	159082	151
1	159162	130
1	159278	131
1	159408	147
1	159509	129
1	159662	141
1	159785	116
1	159885	124
1	160023	106
1	160092	102
1	160210	150
1	160497	151
1	160819	143
1	160981	133
1	161265	135
1	161422	121
1	161528	135
1	161759	140
1	161909	128
1	162063	144
1	162358	150
1	162560	107
1	162754	134
1	163032	120
1	163244	140
1	163405	148
1	163584	129
1	163705	153
1	163785	103
1	163930	137
1	164089	149
1	164241	118
1	164442	119
1	164589	122
1	164651	123
1	164785	155
1	164884	150
1	164976	122
1	165062	149
1	165239	140
1	165529	142
1	165678	123
1	165803	139
1	165919	140
1	166088	131
1	166156	117
1	166238	159
1	166591	121
1	166662	100
1	166723	107
1	166786	100
1	166862	110
1	167046	147
1	167206	107
1	167285	151
1	167384	126
1	167661	131
1	167955	147
1	168135	132
1	168389	149
1	168488	137
1	168727	143
1	168910	159
1	169052	141
1	169338	137
1	169530	139
1	169645	134
1	169749	108
1	169818	137
1	170134	106
1	170225	136
1	170335	106
1	170481	140
1	170713	134
1	170861	132
1	171069	150
1	171370	136
1	171535	115
1	171613	106
1	171701	131
1	171936	138
1	172045	134
1	172309	140
1	172381	105
1	172487	153
1	172669	148
1	172812	155
1	172977	155
1	173154	136
1	173323	144
1	173663	155
1	173926	140
1	174245	116
1	174384	146
1	174502	145
1	174597	100
1	174660	126
1	174796	121
1	174897	154
1	175211	135
1	175346	143
1	175576	153
1	175711	147
1	176015	139
1	176361	134
1	176491	146
1	176648	148
1	176865	152
1	176981	138
1	177191	123
1	177395	144
1	177499	131
1	177567	110
1	177669	126
1	177734	120
1	177903	159
1	178002	136
1	178108	122
1	178183	145
1	178540	110
1	178619	115
1	178917	138
1	179203	154
1	179418	147
1	179620	114
1	179761	150
1	179914	112
1	179973	105
1	180071	156
1	180245	152
1	180383	106
1	180444	108
1	180516	111
1	180666	120
1	180735	133
1	180816	115
1	181065	142
1	181229	159
1	181343	134
1	181476	160
1	181771	150
1	181932	134
1	182073	155
1	182402	135
1	182575	118
1	182655	122
1	182820	143
1	182923	153
1	183239	148
1	183467	136
1	183599	121
1	183728	150
