chr	center	width
1	181	140
1	388	123
1	639	126
1	873	143
1	1242	139
1	1465	155
1	1767	148
1	2000	148
1	2081	139
1	2224	132
1	2421	142
1	2542	133
1	2657	125
1	2763	156
1	3256	135
1	3518	153
1	3737	147
1	3875	138
1	4034	128
1	4218	127
1	4292	145
1	4439	154
1	4675	144
1	4854	148
1	5178	144
1	5338	152
1	5475	132
1	5593	124
1	5753	139
1	5982	158
1	6146	160
1	6275	146
1	6479	129
1	6614	112
1	6786	140
1	6946	145
1	7077	135
1	7309	155
1	7388	119
1	7464	128
1	7595	137
1	7760	128
1	7926	140
1	8063	140
1	8342	138
1	8507	132
1	8646	139
1	8786	132
1	8943	140
1	9055	134
1	9251	145
1	9434	111
1	9510	144
1	9593	143
1	9708	142
1	10033	123
1	10348	148
1	10474	148
1	10617	138
1	10791	138
1	10944	128
1	11143	129
1	11262	160
1	11410	145
1	11652	138
1	11819	156
1	12059	140
1	12241	149
1	12512	116
1	12585	146
1	12658	127
1	12859	153
1	13074	132
1	13773	126
1	13904	131
1	14108	139
1	14181	114
1	14286	143
1	14421	133
1	14577	143
1	14830	126
1	14993	142
1	15158	160
1	15303	158
1	15451	119
1	15724	130
1	15933	153
1	16122	145
1	16267	126
1	16532	140
1	16770	151
1	16907	148
1	17122	135
1	17317	125
1	17558	125
1	17788	156
1	18061	130
1	18210	116
1	18349	153
1	18529	106
1	18657	116
1	18782	124
1	18874	159
1	19076	155
1	19225	141
1	19483	160
1	19663	135
1	19744	159
1	20003	141
1	20143	154
1	20231	126
1	20379	141
1	20541	138
1	20611	125
1	20896	143
1	21056	149
1	21177	111
1	21270	127
1	21404	156
1	21556	130
1	21740	128
1	22203	139
1	22328	135
1	22640	152
1	22805	131
1	22943	118
1	23134	119
1	23297	147
1	23419	131
1	23618	145
1	23719	143
1	23962	160
1	24109	144
1	24218	145
1	24363	137
1	24767	153
1	24954	148
1	25095	125
1	25216	143
1	25366	148
1	25611	144
1	25874	125
1	25968	140
1	26065	147
1	26225	123
1	26446	139
1	26668	151
1	26848	155
1	27006	137
1	27183	111
1	27429	158
1	27757	143
1	27915	134
1	28073	151
1	28266	135
1	28414	125
1	28535	135
1	28851	138
1	28975	152
1	29082	143
1	29203	144
1	29298	120
1	29425	146
1	29564	135
1	29703	143
1	29814	122
1	30316	138
1	30497	138
1	30704	129
1	30959	120
1	31199	126
1	31324	151
1	31542	159
1	31633	131
1	31996	142
1	32359	140
1	32434	145
1	32517	156
1	32850	147
1	32993	131
1	33128	136
1	33240	143
1	33375	158
1	33507	130
1	33627	130
1	33707	150
1	33836	145
1	34003	155
1	34105	152
1	34318	122
1	34492	114
1	34575	150
1	34758	145
1	35036	158
1	35164	113
1	35286	145
1	35475	141
1	35615	141
1	35743	149
1	36024	157
1	36154	160
1	36328	152
1	36460	127
1	36571	149
1	36702	144
1	36840	126
1	37148	142
1	37309	118
1	37472	122
1	37642	127
1	37847	134
1	38072	145
1	38262	143
1	38388	112
1	38606	155
1	38744	109
1	38938	131
1	39090	152
1	39315	144
1	39489	142
1	39635	131
1	39780	152
1	39987	128
1	40125	130
1	40346	158
1	40571	123
1	40702	148
1	40918	142
1	41030	159
1	41247	134
1	41386	117
1	41525	157
1	41684	129
1	42021	143
1	42219	140
1	42371	138
1	42549	143
1	42648	146
1	42889	146
1	43017	121
1	43252	153
1	43421	156
1	43558	130
1	43699	135
1	43994	124
1	44230	110
1	44311	126
1	44413	144
1	44527	149
1	44664	140
