chr	center	width
1	180	135
1	407	141
1	667	158
1	890	106
1	1241	133
1	1496	123
1	1767	154
1	1987	132
1	2061	138
1	2147	112
1	2232	131
1	2411	139
1	2536	145
1	2669	126
1	2773	118
1	3249	147
1	3531	116
1	3741	141
1	3883	142
1	4035	140
1	4229	140
1	4450	148
1	4685	141
1	4837	146
1	5198	119
1	5346	128
1	5447	144
1	5589	124
1	5761	141
1	6017	135
1	6166	148
1	6288	158
1	6484	155
1	6623	118
1	6778	153
1	6942	125
1	7069	146
1	7334	127
1	7448	159
1	7599	145
1	7745	122
1	7935	157
1	8073	133
1	8343	142
1	8498	145
1	8650	148
1	8791	111
1	8938	152
1	9051	157
1	9237	148
1	9487	143
1	9613	154
1	9692	132
1	10003	118
1	10336	143
1	10408	119
1	10488	136
1	10600	148
1	10782	132
1	10954	143
1	11152	121
1	11286	134
1	11411	146
1	11644	127
1	11823	145
1	12028	140
1	12099	127
1	12247	158
1	12532	129
1	12651	157
1	12849	128
1	13067	123
1	13752	156
1	13901	132
1	14138	131
1	14266	115
1	14328	105
1	14409	160
1	14563	147
1	14819	134
1	15002	128
1	15147	137
1	15222	104
1	15319	144
1	15460	141
1	15727	151
1	15929	149
1	16126	155
1	16282	155
1	16534	150
1	16767	140
1	16908	131
1	17112	136
1	17323	104
1	17553	159
1	17771	154
1	18101	135
1	18213	136
1	18343	148
1	18540	138
1	18653	159
1	18750	130
1	18892	140
1	19080	143
1	19243	137
1	19484	129
1	19655	137
1	19781	150
1	20025	126
1	20113	140
1	20237	158
1	20370	148
1	20582	131
1	20910	114
1	21048	141
1	21145	160
1	21251	105
1	21409	127
1	21529	126
1	21741	159
1	22207	158
1	22340	134
1	22634	138
1	22803	144
1	22930	123
1	23152	118
1	23298	118
1	23449	137
1	23626	150
1	23724	150
1	23958	122
1	24112	144
1	24213	155
1	24374	153
1	24764	125
1	24951	148
1	25112	154
1	25219	149
1	25378	130
1	25613	150
1	25866	144
1	25995	130
1	26070	118
1	26247	150
1	26436	141
1	26693	145
1	26869	148
1	26984	159
1	27206	155
1	27453	138
1	27760	155
1	27902	138
1	28078	117
1	28269	141
1	28403	124
1	28537	149
1	28854	122
1	28985	115
1	29099	130
1	29192	111
1	29258	101
1	29340	158
1	29442	119
1	29559	126
1	29629	101
1	29709	148
1	29822	158
1	30288	132
1	30500	139
1	30679	122
1	30952	141
1	31157	145
1	31315	135
1	31515	138
1	31656	138
1	31995	150
1	32380	138
1	32483	133
1	32844	148
1	32996	142
1	33112	132
1	33286	123
1	33380	142
1	33497	150
1	33592	155
1	33730	153
1	33874	119
1	34015	160
1	34104	118
1	34334	151
1	34473	157
1	34579	136
1	34759	125
1	35019	138
1	35182	146
1	35305	148
1	35410	134
1	35485	116
1	35612	100
1	35736	138
1	36020	137
1	36170	160
1	36334	150
1	36470	133
1	36575	141
1	36713	138
1	36820	141
1	37150	156
1	37283	135
1	37464	142
1	37635	156
1	37825	142
1	38076	141
1	38234	103
1	38300	105
1	38392	136
1	38595	124
1	38745	150
1	38907	142
1	39067	150
1	39304	150
1	39500	127
1	39635	146
1	39772	139
1	39996	138
1	40124	156
1	40319	135
1	40569	158
1	40698	158
1	40907	144
1	41031	157
1	41243	148
1	41386	128
1	41522	149
1	41702	141
1	42043	149
1	42225	143
1	42371	144
1	42543	127
1	42651	155
1	42888	148
1	43021	151
1	43257	158
1	43411	145
1	43560	141
1	43690	146
1	43978	146
1	44202	148
1	44298	139
1	44433	150
1	44541	140
1	44700	151
1	44953	149
1	45199	135
1	45298	123
1	45552	136
1	45839	136
1	46082	116
1	46361	139
1	46525	160
1	46670	160
1	46815	131
1	47356	122
1	47424	101
1	47901	126
1	48008	159
1	48198	151
1	48448	136
1	48566	131
1	48692	148
1	48841	134
1	49003	148
1	49155	114
1	49291	147
1	49482	160
1	49757	153
1	49958	139
1	50204	146
1	50318	153
1	50423	107
1	50632	153
1	50749	139
1	50868	136
1	50953	127
1	51256	118
1	51507	128
1	51575	102
1	51649	130
1	51812	124
