chr	center	width
1	125	117
1	192	125
1	372	121
1	651	121
1	807	149
1	913	134
1	1277	111
1	1455	147
1	1767	116
1	1987	141
1	2071	153
1	2277	144
1	2389	159
1	2510	159
1	2627	105
1	2692	119
1	2766	117
1	3211	136
1	3293	133
1	3497	146
1	3726	160
1	3840	129
1	3917	113
1	4024	156
1	4227	128
1	4463	151
1	4629	110
1	4706	104
1	4809	124
1	4883	130
1	5176	143
1	5356	147
1	5461	128
1	5593	111
1	5668	107
1	5747	132
1	5823	137
1	5958	136
1	6152	122
1	6262	160
1	6449	124
1	6550	123
1	6619	104
1	6779	124
1	6902	103
1	6961	110
1	7036	149
1	7117	113
1	7311	110
1	7396	124
1	7474	138
1	7564	110
1	7628	107
1	7768	126
1	7906	158
1	8063	119
1	8288	117
1	8576	106
1	8646	122
1	8711	115
1	8786	116
1	8936	139
1	9030	151
1	9186	107
1	9302	155
1	9503	105
1	9594	141
1	9718	130
1	10011	157
1	10327	129
1	10407	132
1	10517	108
1	10592	139
1	10772	143
1	10960	157
1	11049	132
1	11132	156
1	11230	113
1	11303	129
1	11449	134
1	11602	159
1	11843	126
1	12079	138
1	12186	103
1	12258	138
1	12529	140
1	12665	152
1	12788	119
1	12883	109
1	13045	159
1	13736	148
1	13875	149
1	14142	152
1	14292	147
1	14403	135
1	14563	126
1	14640	155
1	14832	159
1	15002	130
1	15156	139
1	15237	115
1	15314	141
1	15413	111
1	15486	138
1	15733	159
1	15893	104
1	15962	127
1	16073	145
1	16155	140
1	16261	108
1	16475	113
1	16561	126
1	16751	133
1	16825	136
1	16907	108
1	17127	135
1	17322	150
1	17512	124
1	17582	115
1	17769	152
1	18106	134
1	18212	106
1	18327	128
1	18465	108
1	18531	124
1	18616	137
1	18691	148
1	18766	109
1	18839	115
1	18903	120
1	19094	142
1	19249	127
1	19326	121
1	19452	120
1	19532	118
1	19677	150
1	19783	146
1	19984	111
1	20112	121
1	20248	129
1	20363	127
1	20545	146
1	20624	150
1	20908	151
1	21047	155
1	21197	136
1	21283	151
1	21390	118
1	21454	124
1	21516	121
1	21580	117
1	21801	118
1	22218	141
1	22293	102
1	22395	141
1	22636	158
1	22797	119
1	22870	119
1	22952	153
1	23096	108
1	23154	103
1	23269	101
1	23340	121
1	23459	158
1	23626	148
1	23744	148
1	23967	133
1	24084	151
1	24235	129
1	24303	128
1	24403	122
1	24763	124
1	24956	117
1	25040	137
1	25128	118
1	25208	101
1	25389	149
1	25608	125
1	25887	125
1	25963	145
1	26050	127
1	26189	135
1	26271	145
1	26463	158
1	26659	136
1	26738	138
1	26830	121
1	26907	141
1	26986	147
1	27189	137
1	27264	138
1	27445	116
1	27719	143
1	27796	113
1	27893	124
1	28043	157
1	28266	144
1	28406	144
1	28488	128
1	28569	132
1	28800	160
1	28900	150
1	28981	108
1	29081	100
1	29192	119
1	29253	108
1	29366	120
1	29501	114
1	29593	159
1	29714	112
1	29815	155
1	30310	144
1	30524	116
1	30675	123
1	30740	106
1	30960	146
1	31159	147
1	31252	114
1	31324	126
1	31528	153
1	31656	151
1	31977	124
1	32385	128
1	32464	142
1	32861	141
1	32956	113
1	33031	110
1	33109	153
1	33243	120
1	33322	135
1	33396	144
1	33552	150
1	33628	147
1	33730	141
1	33868	119
1	34011	156
1	34141	106
1	34317	137
1	34440	159
1	34520	136
1	34591	130
1	34792	154
1	35063	146
1	35174	128
1	35274	123
1	35457	143
1	35534	116
1	35623	103
1	35726	159
1	36023	137
1	36147	159
1	36295	143
1	36378	106
1	36459	105
1	36552	131
1	36685	103
1	36835	121
1	37080	133
1	37157	126
1	37330	143
1	37438	128
1	37513	112
1	37626	105
1	37876	147
1	38070	134
1	38225	137
1	38339	138
1	38601	158
1	38756	157
1	38865	122
1	38944	137
1	39109	150
1	39302	138
1	39460	138
1	39539	100
1	39614	149
1	39725	120
1	39807	109
1	39987	115
1	40114	132
1	40315	152
1	40593	114
1	40673	160
1	40956	123
1	41088	123
1	41259	121
1	41371	107
1	41464	108
1	41541	138
1	41722	102
1	41988	113
1	42089	156
1	42181	141
1	42348	144
1	42524	140
1	42643	133
1	42712	112
1	42819	105
1	42899	125
1	43029	132
1	43215	157
1	43325	121
1	43396	125
