Chr	Center	Size
1	191	140
1	391	140
1	661	140
1	871	140
1	1251	140
1	1471	140
1	1771	140
1	1991	140
1	2101	140
1	2241	140
1	2411	140
1	2531	140
1	2671	140
1	2771	140
1	3241	140
1	3511	140
1	3741	140
1	3871	140
1	4031	140
1	4231	140
1	4451	140
1	4681	140
1	4841	140
1	5171	140
1	5331	140
1	5461	140
1	5581	140
1	5761	140
1	6001	140
1	6171	140
1	6281	140
1	6481	140
1	6621	140
1	6791	140
1	6941	140
1	7071	140
1	7321	140
1	7441	140
1	7601	140
1	7761	140
1	7931	140
1	8071	140
1	8341	140
1	8511	140
1	8631	140
1	8791	140
1	8951	140
1	9051	140
1	9241	140
1	9491	140
1	9611	140
1	9711	140
1	10011	140
1	10341	140
1	10491	140
1	10611	140
1	10811	140
1	10961	140
1	11141	140
1	11281	140
1	11421	140
1	11641	140
1	11821	140
1	12051	140
1	12231	140
1	12531	140
1	12651	140
1	12861	140
1	13071	140
1	13751	140
1	13891	140
1	14131	140
1	14281	140
1	14421	140
1	14561	140
1	14811	140
1	15011	140
1	15171	140
1	15311	140
1	15471	140
1	15751	140
1	15921	140
1	16111	140
1	16291	140
1	16521	140
1	16781	140
1	16901	140
1	17111	140
1	17331	140
1	17551	140
1	17791	140
1	18091	140
1	18201	140
1	18351	140
1	18531	140
1	18651	140
1	18761	140
1	18891	140
1	19071	140
1	19251	140
1	19471	140
1	19671	140
1	20021	140
1	20131	140
1	20251	140
1	20401	140
1	20571	140
1	20901	140
1	21061	140
1	21271	140
1	21411	140
1	21541	140
1	21751	140
1	22221	140
1	22341	140
1	22631	140
1	22811	140
1	22921	140
1	23141	140
1	23311	140
1	23431	140
1	23611	140
1	23721	140
1	23961	140
1	24111	140
1	24231	140
1	24361	140
1	24761	140
1	24961	140
1	25101	140
1	25231	140
1	25371	140
1	25601	140
1	25871	140
1	25981	140
1	26091	140
1	26231	140
1	26451	140
1	26671	140
1	26861	140
1	27001	140
1	27191	140
1	27441	140
1	27741	140
1	27901	140
1	28071	140
1	28251	140
1	28431	140
1	28541	140
1	28861	140
1	28971	140
1	29091	140
1	29191	140
1	29401	140
1	29571	140
1	29701	140
1	29821	140
1	30301	140
1	30501	140
1	30691	140
1	30951	140
1	31171	140
1	31311	140
1	31521	140
1	31651	140
1	32001	140
1	32461	140
1	32841	140
1	32991	140
1	33111	140
1	33271	140
1	33371	140
1	33501	140
1	33711	140
1	33861	140
1	34101	140
1	34331	140
1	34461	140
1	34581	140
1	34751	140
1	35021	140
1	35191	140
1	35301	140
1	35471	140
1	35631	140
1	35741	140
1	36011	140
1	36171	140
1	36341	140
1	36451	140
1	36561	140
1	36691	140
1	36851	140
1	37141	140
1	37321	140
1	37461	140
1	37621	140
1	37841	140
1	38071	140
1	38261	140
1	38371	140
1	38581	140
1	38761	140
1	38931	140
1	39081	140
1	39311	140
1	39511	140
1	39641	140
1	39781	140
1	39991	140
1	40131	140
1	40331	140
1	40551	140
1	40691	140
1	40911	140
1	41041	140
1	41251	140
1	41381	140
1	41521	140
1	41701	140
1	42031	140
1	42231	140
1	42371	140
1	42561	140
1	42891	140
1	43011	140
1	43251	140
1	43411	140
1	43561	140
1	43691	140
1	43991	140
1	44271	140
1	44421	140
1	44541	140
1	44661	140
1	44961	140
1	45211	140
1	45331	140
1	45561	140
1	45841	140
1	46071	140
1	46371	140
1	46521	140
1	46671	140
1	46831	140
1	47371	140
1	47921	140
1	48021	140
1	48191	140
1	48551	140
1	48701	140
1	48841	140
1	49001	140
1	49181	140
1	49291	140
1	49481	140
1	49751	140
1	49941	140
1	50221	140
1	50421	140
1	50621	140
1	50831	140
1	50951	140
1	51241	140
1	51511	140
1	51631	140
1	51831	140
1	52011	140
1	52201	140
1	52371	140
1	52501	140
1	52751	140
1	52871	140
1	53131	140
1	53291	140
1	53511	140
1	53681	140
1	53931	140
1	54121	140
1	54281	140
1	54451	140
1	54721	140
1	54881	140
1	55131	140
1	55291	140
1	55401	140
1	55591	140
1	55831	140
1	56091	140
1	56271	140
1	56681	140
1	56911	140
1	57181	140
1	57381	140
1	57501	140
1	57621	140
1	57811	140
1	58001	140
1	58161	140
1	58351	140
1	58661	140
1	58871	140
1	58981	140
1	59131	140
1	59381	140
1	59561	140
1	59761	140
1	60031	140
1	60291	140
1	60481	140
1	60681	140
1	60801	140
1	60921	140
1	61081	140
1	61251	140
1	61361	140
1	61561	140
1	61691	140
1	61811	140
1	62021	140
1	62161	140
1	62291	140
1	62641	140
1	62901	140
1	63101	140
1	63231	140
1	63411	140
1	63581	140
1	63681	140
1	63811	140
1	64091	140
1	64221	140
1	64381	140
1	64531	140
1	64661	140
1	64791	140
1	64951	140
1	65061	140
1	65351	140
1	65601	140
1	65831	140
1	65971	140
1	66141	140
1	66331	140
1	66501	140
1	66621	140
1	66811	140
1	67021	140
1	67151	140
1	67361	140
1	67561	140
1	67731	140
1	67871	140
1	68011	140
1	68321	140
1	68461	140
1	68601	140
1	68721	140
1	68931	140
1	69131	140
1	69331	140
1	69451	140
1	69571	140
1	69701	140
1	69901	140
1	70081	140
1	70251	140
1	70421	140
1	70791	140
1	70921	140
1	71031	140
1	71271	140
1	71551	140
1	71671	140
1	71791	140
1	72121	140
1	72391	140
1	72611	140
1	72721	140
1	72871	140
1	73031	140
1	73211	140
1	73401	140
1	73571	140
1	73771	140
1	74001	140
1	74231	140
1	74341	140
1	74581	140
1	74731	140
1	74921	140
1	75101	140
1	75211	140
1	75441	140
1	75641	140
1	75841	140
1	76081	140
1	76221	140
1	76461	140
1	76701	140
1	76951	140
1	77051	140
1	77231	140
1	77381	140
1	77581	140
1	77711	140
1	77821	140
1	78011	140
1	78151	140
1	78261	140
1	78501	140
1	78801	140
1	78951	140
1	79211	140
1	79551	140
1	79781	140
1	80011	140
1	80131	140
1	80291	140
1	80741	140
1	80921	140
1	81241	140
1	81661	140
1	81861	140
1	82211	140
1	82341	140
1	82511	140
1	82621	140
1	82851	140
1	83141	140
1	83371	140
1	83551	140
1	83751	140
1	83971	140
1	84111	140
1	84221	140
1	84361	140
1	84611	140
1	84771	140
1	84931	140
1	85091	140
1	85291	140
1	85491	140
1	85731	140
1	85841	140
1	86111	140
1	86261	140
1	86421	140
1	86561	140
1	86681	140
1	86821	140
1	87041	140
1	87231	140
1	87351	140
1	87511	140
1	87681	140
1	87871	140
1	87981	140
1	88191	140
1	88341	140
1	88571	140
1	88761	140
1	88881	140
1	88991	140
1	89141	140
1	89251	140
1	89411	140
1	89571	140
1	89791	140
1	90001	140
1	90221	140
1	90431	140
1	90681	140
1	90791	140
1	90951	140
1	91101	140
1	91261	140
1	91371	140
1	91551	140
1	91751	140
1	91901	140
1	92041	140
1	92501	140
1	92656	140
1	92971	140
1	93111	140
1	93261	140
1	93471	140
1	93671	140
1	93771	140
1	93911	140
1	94301	140
1	94441	140
1	94551	140
1	94871	140
1	95091	140
1	95561	140
1	95756	140
1	95961	140
1	96101	140
1	96271	140
1	96551	140
1	96891	140
1	97141	140
1	97391	140
1	97611	140
1	97821	140
1	98011	140
1	98351	140
1	98501	140
1	98711	140
1	98861	140
1	98971	140
1	99091	140
1	99261	140
1	99461	140
1	99721	140
1	99931	140
1	100061	140
1	100351	140
1	100461	140
1	100681	140
1	100871	140
1	101031	140
1	101241	140
1	101561	140
1	101751	140
1	101911	140
1	102151	140
1	102301	140
1	102591	140
1	102721	140
1	102951	140
1	103071	140
1	103201	140
1	103401	140
1	103571	140
1	103741	140
1	104141	140
1	104261	140
1	104551	140
1	104701	140
1	105041	140
1	105291	140
1	105451	140
1	105631	140
1	105871	140
1	106041	140
1	106331	140
1	106681	140
1	106861	140
1	107121	140
1	107271	140
1	107591	140
1	107811	140
1	108231	140
1	108451	140
1	108671	140
1	108911	140
1	109241	140
1	109391	140
1	109621	140
1	109811	140
1	110021	140
1	110371	140
1	110491	140
1	110611	140
1	110761	140
1	111041	140
1	111181	140
1	111321	140
1	111531	140
1	111721	140
1	111861	140
1	112061	140
1	112201	140
1	112301	140
1	112431	140
1	112791	140
1	112901	140
1	113111	140
1	113361	140
1	113581	140
1	113791	140
1	114131	140
1	114271	140
1	114641	140
1	114941	140
1	115171	140
1	115371	140
1	115481	140
1	115691	140
1	115831	140
1	115971	140
1	116081	140
1	116191	140
1	116321	140
1	116571	140
1	116671	140
1	116851	140
1	117031	140
1	117251	140
1	117561	140
1	117761	140
1	117951	140
1	118141	140
1	118311	140
1	118441	140
1	118601	140
1	118801	140
1	118921	140
1	119251	140
1	119591	140
1	119781	140
1	119911	140
1	120111	140
1	120251	140
1	120381	140
1	120581	140
1	120681	140
1	120871	140
1	121111	140
1	121231	140
1	121331	140
1	121521	140
1	121691	140
1	121831	140
1	121991	140
1	122201	140
1	122401	140
1	122501	140
1	122671	140
1	122861	140
1	123061	140
1	123201	140
1	123341	140
1	123541	140
1	123711	140
1	123891	140
1	124091	140
1	124241	140
1	124611	140
1	124761	140
1	124901	140
1	125051	140
1	125271	140
1	125461	140
1	125621	140
1	125811	140
1	125941	140
1	126061	140
1	126351	140
1	126491	140
1	126641	140
1	126821	140
1	126941	140
1	127331	140
1	127771	140
1	127981	140
1	128151	140
1	128311	140
1	128581	140
1	128731	140
1	128901	140
1	129041	140
1	129221	140
1	129371	140
1	129721	140
1	129821	140
1	129941	140
1	130151	140
1	130311	140
1	130491	140
1	130761	140
1	131011	140
1	131151	140
1	131271	140
1	131581	140
1	131771	140
1	131901	140
1	132201	140
1	132351	140
1	132481	140
1	132691	140
1	132861	140
1	133011	140
1	133181	140
1	133281	140
1	133471	140
1	133651	140
1	133761	140
1	134081	140
1	134281	140
1	134461	140
1	134681	140
1	134801	140
1	135091	140
1	135321	140
1	135521	140
1	135641	140
1	135881	140
1	136231	140
1	136391	140
1	136631	140
1	136851	140
1	136971	140
1	137171	140
1	137301	140
1	137421	140
1	137631	140
1	137761	140
1	137901	140
1	138081	140
1	138321	140
1	138571	140
1	138691	140
1	138861	140
1	139021	140
1	139251	140
1	139391	140
1	139571	140
1	139731	140
1	139861	140
1	140081	140
