Chr	Center	Size
1	188	130	
1	404.5	147	
1	691.5	147	
1	806.5	147	
1	934.5	147	
1	1291.5	147	
1	1458.5	147	
1	1780.5	147	
1	1987	150	
1	2121.5	147	
1	2275	142	
1	2403	136	
1	2508	150	
1	2658.5	147	
1	2771	128	
1	3215.5	147	
1	3500	134	
1	3730.5	147	
1	3852	160	
1	4024	158	
1	4228	128	
1	4466.5	147	
1	4646.5	147	
1	4853	142	
1	5194	120	
1	5335.5	147	
1	5455	130	
1	5615.5	147	
1	5738	138	
1	6026.5	147	
1	6149.5	129	
1	6251	128	
1	6453.5	147	
1	6611.5	137	
1	6778	124	
1	7036.5	143	
1	7268.5	147	
1	7383.5	147	
1	7651.5	147	
1	7784.5	149	
1	7909	122	
1	8058	144	
1	8351.5	147	
1	8497.5	147	
1	8644	140	
1	8803.5	147	
1	9035	146	
1	9216.5	147	
1	9462.5	147	
1	9574.5	147	
1	9731	152	
1	10006.5	147	
1	10333.5	129	
1	10495.5	147	
1	10614	152	
1	10781.5	147	
1	10980	130	
1	11146.5	147	
1	11293.5	147	
1	11429.5	147	
1	11627.5	147	
1	11846.5	127	
1	12068	152	
1	12255	134	
1	12545	120	
1	12666.5	143	
1	12776	144	
1	13113.5	147	
1	13754	132	
1	13919.5	147	
1	14151	126	
1	14279.5	147	
1	14407.5	147	
1	14561	142	
1	14826	144	
1	15023.5	147	
1	15149.5	147	
1	15302	160	
1	15497.5	147	
1	15746.5	133	
1	15880	124	
1	16092.5	141	
1	16331.5	147	
1	16559.5	127	
1	16757.5	151	
1	16907	150	
1	17134	132	
1	17322	154	
1	17601.5	147	
1	17769	150	
1	18103.5	129	
1	18225.5	147	
1	18410.5	147	
1	18609.5	147	
1	18752.5	147	
1	18882.5	147	
1	19105.5	147	
1	19265.5	147	
1	19484.5	147	
1	19675	148	
1	19950.5	159	
1	20126.5	147	
1	20234.5	147	
1	20419.5	147	
1	20578.5	147	
1	20881.5	147	
1	21002.5	147	
1	21114.5	147	
1	21235.5	147	
1	21388	128	
1	21513.5	157	
1	21700.5	147	
1	21812.5	147	
1	22277.5	147	
1	22392.5	147	
1	22630.5	147	
1	22746.5	147	
1	22952	156	
1	23096.5	121	
1	23328.5	147	
1	23441.5	125	
1	23642	128	
1	23743	144	
1	23943.5	125	
1	24058.5	147	
1	24213.5	147	
1	24373.5	147	
1	24767.5	125	
1	24923.5	147	
1	25118.5	147	
1	25229.5	137	
1	25383.5	147	
1	25632.5	147	
1	25802.5	147	
1	25954	156	
1	26208	140	
1	26464.5	159	
1	26659.5	139	
1	26828	124	
1	26996.5	125	
1	27211	158	
1	27447.5	147	
1	27742.5	147	
1	27895.5	125	
1	28039.5	147	
1	28245	130	
1	28408.5	147	
1	28560	156	
1	28797.5	147	
1	28957.5	147	
1	29114	152	
1	29263.5	147	
1	29379.5	147	
1	29525	152	
1	29680.5	147	
1	29820.5	155	
1	30318.5	147	
1	30510	136	
1	30674	140	
1	30959.5	147	
