Chr	Center	Size
1	167.5	147	
1	408.5	147	
1	565.5	147	
1	699.5	147	
1	902.5	147	
1	1221.5	147	
1	1335.5	147	
1	1488.5	147	
1	1779	146	
1	1915.5	147	
1	2047.5	147	
1	2170.5	147	
1	2308.5	147	
1	2417	120	
1	2526	142	
1	2740	160	
1	3237.5	147	
1	3518.5	147	
1	3687.5	147	
1	3876.5	155	
1	3988.5	147	
1	4100	132	
1	4255	156	
1	4439	144	
1	4724.5	147	
1	4853.5	131	
1	5124.5	147	
1	5333.5	147	
1	5470.5	125	
1	5579.5	147	
1	5733.5	137	
1	6001	138	
1	6134.5	147	
1	6276.5	147	
1	6466.5	147	
1	6614.5	123	
1	6833	156	
1	6946.5	147	
1	7087.5	147	
1	7289.5	145	
1	7468.5	147	
1	7571.5	147	
1	7759.5	147	
1	7964	144	
1	8086.5	147	
1	8290.5	147	
1	8591.5	147	
1	8709.5	147	
1	8840.5	125	
1	9001	152	
1	9141.5	147	
1	9275.5	147	
1	9398.5	147	
1	9585.5	133	
1	9696.5	149	
1	9993	134	
1	10336.5	147	
1	10489.5	137	
1	10593.5	147	
1	10697.5	147	
1	10814.5	153	
1	11054	148	
1	11300.5	147	
1	11465.5	147	
1	11658.5	147	
1	11814	120	
1	11960.5	147	
1	12076.5	143	
1	12286.5	147	
1	12523.5	151	
1	12665.5	147	
1	12843	122	
1	13094.5	147	
1	13748.5	147	
1	13867.5	147	
1	14098.5	147	
1	14202.5	131	
1	14332.5	147	
1	14453	158	
1	14580.5	149	
1	14806.5	147	
1	14930.5	127	
1	15027	120	
1	15142.5	147	
1	15288.5	147	
1	15477.5	121	
1	15767.5	155	
1	15923.5	157	
1	16051	126	
1	16265.5	155	
1	16536	142	
1	16802.5	147	
1	16944.5	147	
1	17144.5	147	
1	17363.5	147	
1	17545.5	143	
1	17829.5	147	
1	18090.5	121	
1	18202.5	147	
1	18356.5	155	
1	18564	154	
1	18719.5	147	
1	18945.5	147	
1	19142.5	147	
1	19270.5	147	
1	19495.5	147	
1	19659.5	147	
1	19791.5	147	
1	20020.5	147	
1	20160	150	
1	20298.5	147	
1	20435.5	147	
1	20554.5	143	
1	20831.5	147	
1	20970.5	147	
1	21112.5	147	
1	21243.5	147	
1	21348.5	147	
1	21466.5	147	
1	21572	148	
1	21732	156	
1	22124.5	147	
1	22300	158	
1	22649	142	
1	22793	124	
1	22898.5	147	
1	23154	142	
1	23394	148	
1	23524.5	147	
1	23711	152	
1	23965	148	
1	24176.5	147	
1	24287.5	141	
1	24389.5	147	
1	24759.5	147	
1	24876.5	147	
1	25032	120	
1	25198	142	
1	25366.5	147	
1	25535.5	147	
1	25644.5	147	
1	25872.5	147	
1	25984	158	
1	26096.5	147	
1	26237	140	
1	26481.5	147	
1	26698.5	147	
1	26897.5	147	
1	27036	128	
1	27174.5	145	
1	27481.5	147	
1	27652.5	147	
1	27787.5	147	
1	27906.5	147	
1	28029.5	125	
1	28162.5	147	
1	28290.5	147	
1	28408.5	147	
1	28538.5	141	
1	28838.5	147	
1	28968.5	147	
1	29075.5	147	
1	29263	138	
1	29408.5	131	
1	29524.5	147	
1	29700.5	147	
1	29831.5	147	
1	30234.5	147	
1	30344.5	147	
1	30461.5	147	
1	30588.5	147	
1	30735.5	147	
1	30978.5	147	
1	31176.5	157	
1	31295	146	
1	31555.5	121	
1	31686.5	147	
1	31963.5	145	
1	32322.5	147	
1	32462.5	147	
1	32827.5	147	
1	33015.5	145	
1	33151.5	127	
1	33286.5	147	
1	33419.5	147	
1	33568	154	
1	33744.5	147	
1	33858.5	147	
1	33993.5	147	
1	34140.5	147	
1	34310	156	
1	34505	152	
1	34685.5	147	
1	34798	152	
1	35064	156	
1	35218	130	
1	35461.5	147	
1	35579.5	147	
1	35710.5	143	
1	36034.5	147	
1	36150.5	147	
1	36362.5	147	
1	36514.5	147	
1	36690.5	147	
1	36803.5	147	
1	37185.5	131	
1	37305.5	147	
1	37486	146	
1	37682.5	147	
1	37816	120	
1	38096.5	133	
1	38290	148	
1	38438	134	
1	38557	130	
1	38738.5	155	
1	38918.5	153	
1	39032.5	147	
1	39177.5	147	
1	39308.5	147	
1	39522.5	147	
1	39639.5	159	
1	39814.5	147	
1	40013.5	147	
1	40158	150	
1	40326.5	145	
1	40573	120	
1	40709.5	147	
1	40860.5	125	
1	41059.5	147	
1	41207.5	159	
1	41399.5	147	
1	41600.5	147	
1	41715.5	149	
1	42036.5	147	
1	42200.5	147	
1	42306.5	137	
1	42492	128	
1	42611	154	
1	42908.5	149	
1	43065.5	147	
1	43250	144	
1	43374	130	
1	43477.5	147	
1	43601	148	
1	44037.5	147	
1	44194.5	139	
1	44345.5	147	
1	44540.5	147	
1	44685.5	147	
1	44905.5	147	
1	45261	158	
1	45536.5	147	
1	45848.5	129	
1	45972.5	147	
1	46078.5	147	
1	46385	130	
1	46624.5	147	
1	46736.5	147	
1	46888	154	
1	47409.5	147	
1	47909.5	147	
1	48013	148	
1	48232.5	147	
1	48467.5	153	
1	48574.5	147	
1	48682	154	
1	48853	136	
1	48991.5	149	
1	49165.5	147	
1	49303.5	147	
1	49413.5	147	
1	49528	130	
1	49763.5	147	
1	49896.5	147	
1	50005.5	147	
1	50287	158	
1	50454.5	147	
1	50573.5	147	
1	50695.5	147	
1	50852	132	
1	50981	130	
1	51256.5	147	
1	51550.5	127	
1	51845.5	141	
1	52065.5	131	
1	52210.5	147	
1	52351	134	
1	52485.5	147	
1	52720.5	147	
1	52905.5	147	
1	53075.5	147	
1	53255.5	141	
1	53402.5	147	
1	53578	152	
1	53702.5	147	
1	53869.5	135	
1	54127.5	145	
1	54283.5	147	
1	54394	128	
1	54725.5	147	
1	54889.5	147	
1	55123.5	133	
1	55311.5	147	
1	55418.5	121	
1	55540.5	147	
1	55829.5	137	
1	56067.5	147	
1	56309.5	147	
1	56624	134	
1	56746.5	147	
1	56941.5	147	
1	57213.5	147	
1	57419.5	147	
1	57566	120	
1	57770	128	
1	57976	154	
1	58143.5	147	
1	58371.5	147	
1	58632	120	
1	58870.5	123	
1	59026.5	147	
1	59150.5	147	
1	59380	146	
1	59550	158	
1	59763.5	155	
1	59986.5	147	
1	60278.5	145	
1	60447.5	147	
1	60628.5	131	
1	60785.5	147	
1	60894.5	147	
1	61005.5	147	
1	61210.5	147	
1	61345.5	135	
1	61558	160	
1	61726.5	147	
1	61853	158	
1	62034.5	147	
1	62139.5	147	
1	62359.5	147	
1	62614	136	
1	62894.5	137	
1	63038.5	147	
1	63216	136	
1	63409.5	147	
1	63543.5	147	
1	63764.5	147	
1	63873.5	147	
1	64156.5	147	
1	64262.5	147	
1	64415	148	
1	64611.5	127	
1	64715.5	147	
1	64834	158	
1	64950	152	
1	65073.5	147	
1	65207.5	147	
1	65459.5	147	
1	65669.5	159	
1	65812.5	147	
1	65977.5	147	
1	66152	124	
1	66371	158	
1	66512	134	
1	66644	144	
1	66841.5	147	
1	67073.5	147	
1	67191.5	147	
1	67381.5	147	
1	67602.5	147	
1	67734.5	137	
1	67876.5	147	
1	67999.5	147	
1	68296.5	147	
1	68416.5	153	
1	68537.5	149	
1	68735.5	147	
1	68943.5	147	
1	69163.5	135	
1	69272.5	147	
1	69409.5	151	
1	69547.5	147	
1	69691.5	135	
1	69837.5	125	
1	69936.5	147	
1	70071.5	147	
1	70240	124	
1	70341.5	147	
1	70472	158	
1	70695	132	
1	70861.5	127	
1	71001.5	147	
1	71349	130	
1	71656.5	147	
1	71765.5	137	
1	72037	154	
1	72163.5	147	
1	72454	134	
1	72639	158	
1	72822.5	147	
1	72980.5	147	
1	73148.5	147	
1	73431.5	147	
1	73591	146	
1	73712	126	
1	73992	142	
1	74213	146	
1	74370.5	147	
1	74568.5	147	
1	74692.5	147	
1	74892.5	147	
1	75132	150	
1	75466.5	147	
1	75641	158	
1	75899.5	147	
1	76088.5	147	
1	76231.5	147	
1	76444.5	157	
1	76627.5	147	
1	76896.5	147	
1	77051	134	
1	77237	158	
1	77403.5	157	
1	77652.5	147	
1	77768.5	147	
1	77881	132	
1	77996.5	147	
1	78135.5	147	
1	78285.5	141	
1	78432	122	
1	78558.5	149	
1	78824.5	147	
1	78973.5	147	
1	79143.5	147	
1	79260	140	
1	79508.5	141	
1	79763	140	
1	79889.5	147	
1	79992.5	147	
1	80115.5	147	
1	80299.5	125	
1	80724.5	147	
1	80864.5	147	
1	81230.5	147	
1	81666.5	127	
1	81877	150	
1	82119	134	
1	82276	152	
1	82499.5	147	
1	82652.5	147	
1	82832	120	
1	83146	152	
1	83382	126	
1	83508.5	159	
1	83798.5	147	
1	83939.5	147	
1	84081.5	159	
1	84302.5	147	
1	84612.5	147	
1	84779.5	149	
1	84930.5	147	
1	85043.5	147	
1	85152.5	147	
1	85311	138	
1	85483.5	141	
1	85710.5	157	
1	85886	122	
1	86154.5	147	
1	86309	154	
1	86497	150	
1	86655.5	147	
1	86844.5	149	
1	87031.5	147	
1	87203	140	
1	87305.5	147	
1	87413.5	131	
1	87522.5	147	
1	87664	142	
1	87784.5	147	
1	87958.5	125	
1	88134.5	147	
1	88245.5	147	
1	88371.5	129	
1	88571.5	147	
1	88845	158	
1	89018.5	147	
1	89218.5	147	
1	89336.5	147	
1	89473.5	147	
1	89598	122	
1	89791.5	157	
1	89997	156	
1	90179	150	
1	90431.5	147	
1	90715.5	147	
1	90818.5	147	
1	90965	154	
1	91208	156	
1	91330	124	
1	91539.5	147	
1	91772	156	
1	91886.5	151	
1	92018	128	
1	92473.5	147	
1	92608.5	127	
1	92748	152	
1	93004.5	147	
1	93121.5	141	
1	93270	126	
1	93489	154	
1	93680.5	135	
1	93901.5	147	
1	94341	136	
1	94545.5	147	
1	94833.5	147	
1	95160.5	147	
1	95474.5	145	
1	95675.5	153	
1	95882.5	147	
1	95991.5	147	
1	96258.5	141	
1	96588.5	147	
1	96879.5	155	
1	97153.5	147	
1	97410.5	147	
1	97555.5	147	
1	97666.5	147	
1	97845.5	155	
1	98035.5	147	
1	98350	156	
1	98474.5	147	
1	98714.5	151	
1	98824.5	147	
1	98965	154	
1	99078.5	147	
1	99200.5	147	
1	99329.5	147	
1	99461.5	125	
1	99724.5	147	
1	99980.5	147	
1	100092	153	
1	100404	159	
1	100511	130	
1	100692	128	
1	100858	147	
1	100982	155	
1	101190	147	
1	101332	147	
1	101572	141	
1	101748	147	
1	101924	147	
1	102117	124	
1	102288	147	
1	102590	147	
1	102720	147	
1	102980	154	
1	103111	152	
1	103404	147	
1	103580	147	
1	103746	157	
1	104048	147	
1	104165	134	
1	104316	147	
1	104597	136	
1	104800	147	
1	104956	143	
1	105120	145	
1	105294	147	
1	105457	138	
1	105638	147	
1	105867	160	
1	106030	147	
1	106219	148	
1	106416	147	
1	106706	155	
1	106902	153	
1	107061	142	
1	107248	159	
1	107508	147	
1	107618	137	
1	107795	160	
1	108266	147	
1	108408	147	
1	108512	147	
1	108700	147	
1	108894	136	
1	109166	147	
1	109308	147	
1	109416	147	
1	109622	147	
1	109756	125	
1	110010	143	
1	110358	147	
1	110466	141	
1	110612	147	
1	110772	147	
1	111034	134	
1	111222	156	
1	111384	147	
1	111506	142	
1	111674	147	
1	111842	134	
1	112038	138	
1	112210	143	
1	112308	129	
1	112426	147	
1	112767	152	
1	112912	147	
1	113150	137	
1	113320	156	
1	113512	147	
1	113660	147	
1	113822	147	
1	114155	136	
1	114328	147	
1	114674	145	
1	114986	147	
1	115185	134	
1	115432	147	
1	115540	147	
1	115676	147	
1	115806	147	
1	115931	160	
1	116139	142	
1	116272	147	
1	116500	121	
1	116682	131	
1	116826	127	
1	117052	149	
1	117192	147	
1	117358	147	
1	117570	147	
1	117762	138	
1	117992	147	
1	118152	147	
1	118452	147	
1	118608	147	
1	118816	147	
1	118964	136	
1	119180	147	
1	119282	124	
1	119603	124	
1	119755	138	
1	119904	147	
1	120082	147	
1	120222	147	
1	120394	147	
1	120570	153	
1	120780	147	
1	120908	134	
1	121158	158	
1	121322	147	
1	121559	146	
1	121672	147	
1	121790	136	
1	122010	147	
1	122150	147	
1	122370	142	
1	122470	143	
1	122606	147	
1	122758	147	
1	122870	156	
1	122991	154	
1	123134	143	
1	123350	150	
1	123560	140	
1	123722	147	
1	123866	133	
1	124050	147	
1	124162	155	
1	124608	133	
1	124786	147	
1	124942	127	
1	125052	147	
1	125264	147	
1	125486	151	
1	125648	147	
1	125842	147	
1	125970	125	
1	126334	147	
1	126508	147	
1	126620	147	
1	126730	145	
1	126898	153	
1	127314	147	
1	127440	143	
1	127762	147	
1	127870	147	
1	127975	136	
1	128113	148	
1	128292	147	
1	128570	137	
1	128695	140	
1	128798	147	
1	128925	146	
1	129048	147	
1	129206	139	
1	129336	127	
1	129436	147	
1	129672	147	
1	129788	147	
1	129916	137	
1	130150	148	
1	130309	122	
1	130502	147	
1	130750	147	
1	131046	130	
1	131226	159	
1	131346	147	
1	131531	152	
1	131772	141	
1	131952	147	
1	132096	147	
1	132216	147	
1	132382	147	
1	132500	128	
1	132670	147	
1	132891	144	
1	133026	147	
1	133164	141	
1	133350	147	
1	133490	141	
1	133712	147	
1	133816	147	
1	134034	147	
1	134144	147	
1	134272	122	
1	134476	147	
1	134626	148	
1	134743	158	
1	135099	134	
1	135362	147	
1	135505	156	
1	135630	147	
1	135870	147	
1	136202	147	
1	136434	157	
1	136624	147	
1	136894	135	
1	137106	147	
1	137226	147	
1	137328	147	
1	137440	147	
1	137594	147	
1	137700	147	
1	137822	147	
1	137980	147	
1	138106	140	
1	138338	147	
1	138536	142	
1	138718	147	
1	138858	147	
1	139038	147	
1	139260	134	
1	139400	147	
1	139532	155	
1	139718	129	
1	139857	144	
1	140266	147	
1	140404	147	
1	140666	147	
1	140806	147	
1	141095	152	
1	141268	147	
1	141376	147	
1	141540	147	
1	141689	126	
1	141843	130	
1	142008	147	
1	142136	147	
1	142358	147	
1	142642	152	
1	142820	147	
1	142968	147	
1	143400	131	
1	143666	147	
