Chr	Center	Size
1	198.5	147	
1	420.5	131	
1	650.5	147	
1	887	128	
1	1224	136	
1	1458	158	
1	1754.5	135	
1	2021.5	147	
1	2130	150	
1	2258	138	
1	2425.5	147	
1	2553.5	147	
1	2668	126	
1	3255	126	
1	3534.5	129	
1	3858.5	153	
1	4047	124	
1	4219.5	153	
1	4431.5	153	
1	4547.5	147	
1	4662.5	135	
1	4799.5	147	
1	4909.5	155	
1	5134.5	147	
1	5303.5	145	
1	5433.5	121	
1	5586.5	157	
1	5770.5	133	
1	6005.5	147	
1	6175	150	
1	6317.5	147	
1	6457.5	147	
1	6600.5	147	
1	6794.5	147	
1	6910.5	147	
1	7084.5	147	
1	7317	150	
1	7471.5	147	
1	7625	144	
1	7761	154	
1	7919.5	147	
1	8029	120	
1	8371.5	147	
1	8504	140	
1	8622.5	137	
1	8796.5	147	
1	8954.5	147	
1	9062	138	
1	9292	134	
1	9491.5	147	
1	9617.5	147	
1	9743.5	147	
1	10008	160	
1	10319	160	
1	10487	142	
1	10640	156	
1	10787.5	147	
1	10968.5	147	
1	11134.5	121	
1	11330.5	155	
1	11447.5	147	
1	11637.5	145	
1	11835.5	147	
1	12007.5	147	
1	12186	132	
1	12290.5	147	
1	12548.5	147	
1	12664.5	147	
1	12849	126	
1	13063.5	143	
1	13710.5	147	
1	13901.5	147	
1	14145	136	
1	14304.5	147	
1	14457.5	147	
1	14623.5	147	
1	14848.5	147	
1	15058.5	147	
1	15179.5	133	
1	15346.5	147	
1	15471	154	
1	15758.5	157	
1	15904	146	
1	16090.5	159	
1	16252.5	141	
1	16523.5	139	
1	16708.5	131	
1	16813.5	147	
1	16984.5	147	
1	17141.5	147	
1	17339.5	147	
1	17568.5	143	
1	17740.5	147	
1	18108.5	133	
1	18236.5	147	
1	18370.5	147	
1	18522.5	147	
1	18641.5	151	
1	18851.5	131	
1	19104	132	
1	19288	138	
1	19410.5	147	
1	19523.5	147	
1	19666.5	147	
1	19796.5	131	
1	20000	160	
1	20128.5	147	
1	20236.5	153	
1	20430.5	147	
1	20544.5	143	
1	20986.5	147	
1	21224.5	147	
1	21412.5	147	
1	21591	160	
1	21771	142	
1	22193.5	147	
1	22392.5	147	
1	22645.5	147	
1	22790.5	147	
1	22941.5	129	
1	23146	150	
1	23288.5	159	
1	23459	150	
1	23649.5	147	
1	23778.5	121	
1	23908.5	147	
1	24011.5	147	
1	24217	144	
1	24323.5	147	
1	24760.5	147	
1	24952	156	
1	25070	144	
1	25221.5	131	
1	25345	144	
1	25620.5	147	
1	25839.5	147	
1	25972	146	
1	26075.5	147	
1	26243.5	147	
1	26429.5	147	
1	26658	158	
1	26814.5	139	
1	27003.5	127	
1	27187.5	147	
1	27519	126	
1	27725.5	147	
1	27855.5	147	
1	27955.5	129	
1	28054	134	
1	28254.5	147	
1	28454.5	143	
1	28603.5	147	
1	28897.5	153	
1	29084.5	123	
1	29290.5	147	
1	29426	144	
1	29562	142	
1	29684	124	
1	29822.5	147	
1	30295.5	147	
1	30399.5	147	
1	30508	142	
1	30679	150	
1	30981.5	147	
1	31147.5	147	
1	31344	134	
1	31524.5	153	
1	31638	154	
1	31988	144	
1	32405.5	139	
1	32548.5	123	
1	32841.5	147	
1	32968	156	
1	33167.5	157	
1	33319.5	145	
1	33452.5	147	
1	33602	152	
1	33790.5	121	
1	33960.5	147	
1	34118.5	147	
1	34271.5	147	
1	34396.5	147	
1	34602.5	145	
1	34746.5	125	
1	34855.5	147	
1	35003	156	
1	35254.5	147	
1	35371.5	147	
1	35521.5	143	
1	35718.5	147	
1	36025.5	147	
1	36179.5	147	
1	36386	128	
1	36509	150	
1	36714	142	
1	36888	146	
1	37167	144	
1	37292.5	147	
1	37483	134	
1	37725	130	
1	37832.5	125	
1	38006.5	147	
1	38115	148	
1	38250.5	147	
1	38411.5	147	
1	38621	152	
1	38756.5	147	
1	38930.5	147	
1	39054.5	151	
1	39281.5	131	
1	39511	138	
1	39640.5	147	
1	39825	138	
1	39979	146	
1	40124	156	
1	40327.5	155	
1	40559	120	
1	40656.5	127	
1	40854.5	151	
1	40966	122	
1	41083.5	129	
1	41285	124	
1	41384.5	147	
1	41510	130	
1	41641	122	
1	41988.5	147	
1	42094.5	147	
1	42277.5	123	
1	42389.5	147	
1	42576.5	143	
1	42724.5	147	
1	42886.5	127	
1	43036.5	147	
1	43220	144	
1	43378	150	
1	43566.5	149	
1	43700.5	137	
1	44027.5	147	
1	44216.5	147	
1	44344.5	147	
1	44539.5	125	
1	44674.5	147	
1	44963	160	
1	45225.5	155	
1	45389.5	147	
1	45574.5	147	
1	45860.5	133	
1	46081	128	
1	46391.5	147	
1	46511.5	147	
1	46630.5	137	
1	46856	122	
1	47366.5	129	
1	47923.5	159	
1	48073.5	147	
1	48194.5	147	
1	48435.5	121	
1	48529	122	
1	48720.5	147	
1	48831	138	
1	49000.5	147	
1	49174.5	147	
1	49307	158	
1	49516.5	147	
1	49779	126	
1	49996.5	157	
1	50182.5	129	
1	50394.5	147	
1	50625.5	147	
1	50772	132	
1	50903	150	
1	51276.5	149	
1	51483	128	
1	51589.5	147	
1	51824.5	159	
1	51958.5	147	
1	52084.5	147	
1	52208.5	121	
1	52372.5	147	
1	52540.5	151	
1	52765.5	147	
1	52897.5	147	
1	53068.5	147	
1	53278	152	
1	53505	150	
1	53668	148	
1	53929	146	
1	54091.5	137	
1	54306	156	
1	54450	132	
1	54711.5	147	
1	54903.5	147	
1	55131.5	147	
1	55258.5	129	
