Chr	Center	Size
1	186	152	
1	393.5	147	
1	648.5	159	
1	896	146	
1	1262.5	147	
1	1457.5	157	
1	1769	160	
1	2056.5	147	
1	2247.5	147	
1	2406	150	
1	2513.5	147	
1	2669.5	147	
1	2827.5	147	
1	3233	150	
1	3517	140	
1	3789.5	147	
1	3944.5	149	
1	4069.5	147	
1	4247	144	
1	4441	158	
1	4678	152	
1	4858.5	147	
1	5178.5	125	
1	5330	148	
1	5489.5	147	
1	5598.5	147	
1	5761	146	
1	5992.5	147	
1	6153.5	147	
1	6275.5	147	
1	6474.5	149	
1	6670.5	147	
1	6908.5	145	
1	7044	160	
1	7300.5	147	
1	7402.5	135	
1	7591	132	
1	7762	154	
1	7927.5	147	
1	8037.5	147	
1	8352.5	123	
1	8506	122	
1	8649	126	
1	8790	156	
1	8937.5	149	
1	9087	150	
1	9236	134	
1	9539.5	147	
1	9680	144	
1	10007	138	
1	10337.5	151	
1	10461.5	147	
1	10604	122	
1	10781	158	
1	11008.5	121	
1	11124.5	137	
1	11285.5	147	
1	11443.5	147	
1	11664.5	147	
1	11855	140	
1	12043	120	
1	12245	146	
1	12523	136	
1	12662.5	147	
1	12855	156	
1	13126.5	147	
1	13765	150	
1	13888.5	147	
1	14119	152	
1	14265.5	149	
1	14413	128	
1	14565.5	135	
1	14815.5	151	
1	15099.5	147	
1	15291.5	147	
1	15423.5	147	
1	15738.5	157	
1	15931.5	147	
1	16121	134	
1	16309.5	149	
1	16517.5	147	
1	16691.5	147	
1	16807	148	
1	16926.5	147	
1	17157	132	
1	17340.5	129	
1	17537.5	159	
1	17789.5	147	
1	18163.5	147	
1	18366.5	121	
1	18484.5	147	
1	18596.5	147	
1	18788.5	145	
1	19080.5	141	
1	19246.5	147	
1	19419.5	147	
1	19653.5	133	
1	19796.5	147	
1	20050	130	
1	20218.5	145	
1	20410.5	147	
1	20568	120	
1	20912.5	147	
1	21052	144	
1	21209	134	
1	21398.5	143	
1	21543.5	147	
1	21749	144	
1	22212.5	141	
1	22334	158	
1	22653.5	147	
1	22810	142	
1	22937.5	135	
1	23093.5	147	
1	23297.5	147	
1	23406.5	147	
1	23658	150	
1	23926.5	147	
1	24192	160	
1	24376.5	147	
1	24741.5	145	
1	24941	144	
1	25048.5	147	
1	25153	136	
1	25253.5	139	
1	25369.5	155	
1	25586	152	
1	25925.5	149	
1	26126.5	141	
1	26230.5	143	
1	26419	128	
1	26671.5	147	
1	26855.5	159	
1	26999.5	147	
1	27186.5	147	
1	27455	146	
1	27739.5	147	
1	27909.5	147	
1	28042.5	147	
1	28284.5	147	
1	28426	154	
1	28532.5	141	
1	28833	138	
1	28947.5	147	
1	29071.5	147	
1	29174.5	147	
1	29281	126	
1	29404.5	137	
1	29571.5	147	
1	29688.5	147	
1	29822.5	159	
1	30320.5	147	
1	30470.5	147	
1	30713	154	
1	30964	144	
1	31183	148	
1	31287	124	
1	31499.5	147	
1	31609.5	147	
1	31997.5	147	
1	32397.5	147	
1	32510.5	147	
1	32834	154	
1	32967	136	
1	33086.5	147	
1	33242.5	147	
1	33349.5	147	
1	33524	150	
1	33662.5	147	
1	33860.5	133	
1	34022	158	
1	34278.5	147	
1	34407.5	147	
1	34615.5	147	
1	34733	152	
1	35013.5	147	
1	35126.5	141	
1	35266	158	
1	35465.5	147	
1	35595.5	147	
1	35725.5	147	
1	36046.5	147	
1	36149.5	127	
1	36275.5	147	
1	36400	150	
1	36548.5	147	
1	36663.5	147	
1	36835.5	135	
1	37117.5	127	
1	37298	150	
1	37511.5	147	
1	37641.5	147	
1	37836.5	153	
1	38069.5	147	
1	38267.5	147	
1	38398	120	
1	38613.5	147	
1	38751	148	
1	38932.5	147	
1	39047.5	147	
1	39270.5	147	
1	39450.5	147	
1	39654	128	
1	39771.5	147	
1	39984	158	
1	40151.5	143	
1	40313.5	147	
1	40572.5	147	
1	40693.5	127	
1	40871	146	
1	41042.5	147	
1	41246	128	
1	41398.5	147	
1	41503.5	147	
1	41704.5	147	
1	42046.5	147	
1	42211.5	147	
1	42378.5	121	
1	42581.5	147	
1	42693.5	147	
1	42871.5	141	
1	43026.5	121	
1	43235	140	
1	43435.5	147	
1	43563.5	127	
1	43688	150	
1	43976.5	135	
1	44225	138	
1	44409	128	
1	44522.5	141	
1	44650.5	147	
1	44953.5	139	
1	45220.5	147	
1	45338.5	147	
1	45556.5	155	
1	45850.5	147	
1	46092.5	133	
1	46378.5	147	
1	46616	146	
1	46796.5	147	
1	47361	150	
1	47914	142	
1	48068.5	147	
1	48187	156	
1	48436.5	147	
1	48549.5	147	
1	48664.5	147	
1	48790	140	
1	48997	138	
1	49167	138	
1	49268.5	139	
