Chr	Center	Size
1	190.5	151	
1	396.5	151	
1	651	148	
1	880	148	
1	1254	144	
1	1472.5	147	
1	1767	156	
1	1970.5	147	
1	2092	150	
1	2242.5	145	
1	2406.5	143	
1	2530.5	137	
1	2662	142	
1	2773	152	
1	3231	140	
1	3515	148	
1	3736	152	
1	3872.5	143	
1	4027	152	
1	4232.5	155	
1	4456	136	
1	4687.5	145	
1	4844.5	153	
1	5169	156	
1	5329.5	143	
1	5452	154	
1	5592.5	141	
1	5755.5	149	
1	5995	152	
1	6162	158	
1	6288	156	
1	6479	138	
1	6623.5	139	
1	6792.5	147	
1	6938	144	
1	7069.5	137	
1	7321	140	
1	7436.5	133	
1	7601	134	
1	7755	146	
1	7932	136	
1	8080.5	147	
1	8338.5	143	
1	8517.5	151	
1	8631.5	149	
1	8792	146	
1	8941.5	149	
1	9051	150	
1	9251.5	147	
1	9490.5	153	
1	9598	144	
1	9710.5	157	
1	10011	148	
1	10343.5	141	
1	10484.5	153	
1	10616	142	
1	10799.5	145	
1	10963	140	
1	11136.5	145	
1	11279	150	
1	11415	150	
1	11642.5	147	
1	11836.5	143	
1	12045.5	147	
1	12229.5	143	
1	12532.5	147	
1	12652.5	143	
1	12859.5	155	
1	13074.5	151	
1	13750.5	149	
1	13897	150	
1	14130	144	
1	14274.5	135	
1	14423.5	149	
1	14569.5	155	
1	14813.5	149	
1	15013	136	
1	15177	144	
1	15307.5	149	
1	15477.5	143	
1	15747	140	
1	15920.5	157	
1	16104	146	
1	16293.5	157	
1	16529	154	
1	16779	148	
1	16916	150	
1	17116	142	
1	17328	158	
1	17557	148	
1	17781.5	137	
1	18086	150	
1	18208.5	139	
1	18358.5	137	
1	18521	154	
1	18655	160	
1	18878.5	151	
1	19072.5	145	
1	19244.5	149	
1	19473.5	147	
1	19649.5	143	
1	19763	160	
1	20005.5	155	
1	20127.5	145	
1	20249.5	147	
1	20398	150	
1	20564	144	
1	20900	156	
1	21049	138	
1	21252	142	
1	21406	148	
1	21553.5	149	
1	21748.5	155	
1	22211.5	135	
1	22342.5	141	
1	22640.5	137	
1	22799.5	135	
1	22935.5	151	
1	23142	160	
1	23319.5	151	
1	23426	150	
1	23622.5	143	
1	23726.5	147	
1	23947.5	149	
1	24104	140	
1	24220.5	139	
1	24358.5	141	
1	24757	140	
1	24953	148	
1	25104	156	
1	25224.5	149	
1	25368	158	
1	25603.5	147	
1	25980	148	
1	26091.5	133	
1	26228	144	
1	26447.5	151	
1	26685	144	
1	26859	154	
1	27009	158	
1	27193	152	
1	27451	152	
1	27755	154	
1	27908	148	
1	28072	160	
1	28247	136	
1	28423.5	145	
1	28542.5	151	
1	28853.5	139	
1	28966.5	151	
1	29079	160	
1	29192.5	155	
1	29325	148	
1	29570	154	
1	29699.5	159	
1	29817	146	
1	30307	158	
1	30496	148	
1	30692.5	141	
1	30963	146	
1	31175.5	145	
1	31310.5	141	
1	31525	160	
1	31643	154	
1	31990.5	145	
1	32381.5	143	
1	32848.5	143	
1	32991	154	
1	33109.5	151	
1	33366	150	
1	33494.5	145	
1	33609	142	
1	33717.5	145	
1	33866.5	149	
1	34004.5	149	
1	34111	140	
1	34318	156	
1	34471	152	
1	34583	146	
1	34754	138	
1	35033	142	
1	35186	132	
1	35303	152	
1	35478.5	143	
1	35619.5	155	
1	35743.5	149	
1	36019.5	147	
1	36156	138	
1	36333	156	
1	36454.5	145	
1	36568	142	
1	36699.5	145	
1	36851.5	131	
1	37137.5	147	
1	37298.5	143	
1	37462.5	149	
1	37640.5	145	
1	37845	146	
1	38072.5	143	
1	38251	150	
1	38371.5	153	
1	38594	150	
1	38755	148	
1	38930.5	151	
1	39088	152	
1	39298.5	157	
1	39501.5	153	
1	39641	152	
1	39777.5	147	
1	39997	150	
1	40136	146	
1	40341.5	147	
1	40557	152	
1	40693	142	
1	40903.5	153	
1	41037	152	
1	41243	154	
1	41380	158	
1	41517	144	
1	41701.5	131	
1	42033	132	
1	42231	152	
1	42371.5	143	
1	42658	160	
1	42893	134	
1	43004	144	
1	43250	146	
1	43423.5	153	
1	43562	156	
1	43688	136	
1	43990.5	157	
1	44192	144	
1	44307	140	
1	44410.5	135	
1	44546	150	
1	44669.5	153	
1	44948.5	141	
1	45210	152	
1	45333.5	145	
1	45562.5	133	
1	45842	140	
1	46073.5	147	
1	46366	160	
1	46518.5	133	
1	46672.5	139	
1	46826.5	153	
1	47369.5	143	
1	47917	146	
1	48022.5	147	
1	48190	146	
1	48454	152	
1	48559.5	143	
1	48694	146	
1	48839	144	
1	48999	154	
1	49169.5	135	
1	49297	146	
1	49483.5	147	
1	49744	142	
1	49954.5	147	
1	50207.5	155	
1	50325.5	149	
1	50432	150	
1	50619.5	143	
1	50740.5	139	
1	50846.5	153	
1	50961.5	145	
1	51248.5	125	
1	51498	144	
1	51640.5	147	
1	51824	140	
1	52000.5	153	
1	52203.5	133	
1	52368	152	
1	52494	148	
1	52749.5	147	
1	52867	136	
1	53122.5	149	
1	53281	148	
1	53417	142	
1	53678	150	
1	53936.5	145	
1	54116	156	
1	54276	152	
1	54448	152	
1	54714.5	143	
1	54881	146	
1	55129	148	
1	55285.5	137	
1	55399	130	
1	55600.5	149	
1	55841.5	157	
1	56085.5	149	
1	56280	150	
1	56611.5	149	
1	56725	142	
1	56909.5	143	
1	57186	150	
1	57392	152	
1	57507.5	147	
1	57617	142	
1	57809	150	
1	57991.5	143	
1	58143	136	
1	58337.5	147	
1	58662	158	
1	58862.5	157	
1	58991	148	
1	59123	148	
1	59374.5	157	
1	59546.5	147	
1	59761.5	149	
1	60017.5	141	
1	60293.5	147	
1	60475.5	135	
1	60682.5	145	
1	60800.5	149	
1	60922	150	
1	61073.5	149	
1	61246	148	
1	61375	150	
1	61601.5	147	
1	61810.5	149	
1	62039.5	143	
1	62163	140	
1	62298	158	
1	62638.5	147	
1	62895	150	
1	63104	146	
1	63229	154	
1	63404	136	
1	63579	146	
1	63685	138	
1	63809.5	137	
1	64090.5	145	
1	64217	154	
1	64368	154	
1	64539	146	
1	64654.5	147	
1	64789.5	151	
1	65045	156	
1	65334.5	135	
1	65511	146	
1	65831.5	147	
1	65961	138	
1	66138	140	
1	66334.5	151	
1	66499.5	143	
1	66635.5	151	
1	66808	138	
1	67013	146	
1	67152	156	
1	67356.5	151	
1	67568	144	
1	67731	138	
1	67870	144	
1	68011	134	
1	68329.5	147	
1	68449.5	143	
1	68593	146	
1	68726	144	
1	68929.5	153	
1	69129.5	155	
1	69331	144	
1	69462.5	147	
1	69569.5	155	
1	69695	152	
1	69893.5	139	
1	70074.5	151	
1	70240.5	145	
1	70424.5	155	
1	70684	136	
1	70796.5	135	
1	70906.5	143	
1	71044	144	
1	71361	156	
1	71557	142	
1	71670.5	151	
