Chr	Center	Size
1	192.5	147	
1	395	132	
1	637.5	147	
1	870.5	145	
1	1263	136	
1	1449	144	
1	1760.5	131	
1	1963.5	147	
1	2075	126	
1	2218	122	
1	2432	132	
1	2602.5	147	
1	2741.5	129	
1	3245.5	139	
1	3482.5	153	
1	3751	154	
1	3878.5	133	
1	4023.5	147	
1	4233.5	147	
1	4450	156	
1	4671	140	
1	4832	140	
1	5177.5	147	
1	5332.5	147	
1	5467	136	
1	5577	126	
1	5746	138	
1	6006.5	133	
1	6157.5	147	
1	6294.5	147	
1	6483.5	157	
1	6614.5	149	
1	6792.5	157	
1	6940.5	147	
1	7075.5	149	
1	7310.5	159	
1	7440.5	135	
1	7599.5	147	
1	7748	142	
1	7938	132	
1	8051	130	
1	8330	140	
1	8506	156	
1	8627.5	147	
1	8805	122	
1	8935.5	141	
1	9047	136	
1	9256	148	
1	9494	144	
1	9738	148	
1	10030.5	131	
1	10312	158	
1	10509.5	147	
1	10620.5	159	
1	10794	128	
1	10960.5	135	
1	11141	128	
1	11260.5	135	
1	11425	134	
1	11647.5	143	
1	11834.5	157	
1	12048.5	147	
1	12241.5	149	
1	12551.5	147	
1	12681.5	147	
1	12877.5	147	
1	13063	146	
1	13761.5	147	
1	13916.5	127	
1	14124	158	
1	14274.5	155	
1	14425.5	123	
1	14583.5	131	
1	14816.5	141	
1	15017.5	139	
1	15164	156	
1	15301	148	
1	15475	150	
1	15746.5	147	
1	15932	128	
1	16105	126	
1	16293	132	
1	16546	120	
1	16755	160	
1	16907	146	
1	17120	140	
1	17324.5	159	
1	17560	154	
1	17791	156	
1	18109.5	147	
1	18216.5	151	
1	18368	146	
1	18629	136	
1	18757	146	
1	18887.5	139	
1	19059	148	
1	19230.5	139	
1	19457.5	147	
1	19642.5	147	
1	19762.5	135	
1	19991.5	147	
1	20126.5	153	
1	20244.5	147	
1	20401	140	
1	20566	160	
1	20906.5	147	
1	21066.5	147	
1	21260	120	
1	21395.5	147	
1	21571.5	147	
1	21767	154	
1	22198	142	
1	22351.5	131	
1	22648	142	
1	22803	150	
1	22940	128	
1	23136	136	
1	23323.5	147	
1	23435	130	
1	23622	138	
1	23724.5	145	
1	23929.5	147	
1	24096.5	121	
1	24227	140	
1	24365.5	147	
1	24759.5	149	
1	24941.5	153	
1	25073.5	147	
1	25201.5	147	
1	25367	152	
1	25599.5	129	
1	25865.5	147	
1	25977.5	147	
1	26092.5	125	
1	26240.5	139	
1	26422.5	147	
1	26682	142	
1	26845.5	145	
1	27012	136	
1	27195	152	
1	27445	134	
1	27762.5	143	
1	27908.5	135	
1	28061.5	153	
1	28257.5	147	
1	28420	122	
1	28528.5	125	
1	28856	144	
1	29033.5	147	
1	29171.5	147	
1	29299.5	147	
1	29415.5	155	
1	29574.5	147	
1	29690	132	
1	29798.5	121	
1	30298.5	141	
1	30497.5	147	
1	30710	152	
1	30962	140	
1	31178	150	
1	31303.5	151	
1	31466.5	147	
1	31619.5	147	
1	31991.5	145	
1	32369	136	
1	32482	144	
1	32836	124	
1	33005	138	
1	33114.5	139	
1	33284	136	
1	33397	128	
1	33503.5	149	
1	33616.5	133	
1	33860.5	147	
1	34016	146	
1	34124.5	145	
1	34321.5	131	
1	34549	152	
1	34764.5	131	
1	35024	138	
1	35179.5	147	
1	35296	150	
1	35481	156	
1	35628	144	
1	35741	160	
1	36020.5	135	
1	36160.5	151	
1	36320	140	
1	36439.5	125	
1	36566.5	131	
1	36680.5	143	
1	36864	128	
1	37154.5	147	
1	37303	144	
1	37460.5	147	
1	37597.5	147	
1	37839	154	
1	38086.5	159	
1	38275.5	151	
1	38394.5	147	
1	38586.5	145	
1	38743.5	147	
1	38935	148	
1	39076.5	143	
1	39299.5	157	
1	39492.5	137	
1	39652	146	
