Chr	Center	Size
1	190.5	135	
1	413.5	147	
1	660	144	
1	888	120	
1	1258.5	151	
1	1470.5	151	
1	1763	140	
1	1969	152	
1	2146.5	147	
1	2510	156	
1	2658	130	
1	2793.5	147	
1	3229.5	159	
1	3528.5	147	
1	3756.5	147	
1	3886.5	139	
1	4029	160	
1	4271.5	147	
1	4463	122	
1	4678	150	
1	4851	150	
1	5170.5	143	
1	5331.5	131	
1	5481.5	153	
1	5598.5	147	
1	5779	156	
1	5977	150	
1	6172.5	149	
1	6282.5	147	
1	6445.5	147	
1	6602	130	
1	6800.5	153	
1	6939.5	147	
1	7078.5	151	
1	7320	142	
1	7470.5	147	
1	7620	120	
1	7752	150	
1	7940.5	147	
1	8062.5	147	
1	8343.5	153	
1	8512.5	135	
1	8620	156	
1	8770	136	
1	8947.5	147	
1	9066.5	159	
1	9247.5	125	
1	9485.5	159	
1	9607	152	
1	9737.5	147	
1	10018.5	147	
1	10347.5	153	
1	10491	144	
1	10780	142	
1	10976.5	147	
1	11126.5	147	
1	11286	144	
1	11413	140	
1	11652.5	131	
1	11827.5	141	
1	12047.5	149	
1	12250.5	135	
1	12525.5	151	
1	12648.5	147	
1	12867	136	
1	13070	152	
1	13768.5	147	
1	13893	124	
1	14130.5	147	
1	14279	140	
1	14418.5	157	
1	14579	128	
1	14814.5	137	
1	15018.5	137	
1	15196	120	
1	15299	126	
1	15460.5	123	
1	15754	158	
1	15907.5	155	
1	16109	142	
1	16292.5	147	
1	16529	142	
1	16758.5	147	
1	16912.5	157	
1	17113	158	
1	17341.5	145	
1	17561.5	155	
1	17782.5	147	
1	18063.5	147	
1	18172	152	
1	18366.5	147	
1	18518.5	121	
1	18745.5	147	
1	18885.5	143	
1	19077.5	159	
1	19231	160	
1	19471.5	147	
1	19644.5	137	
1	19777.5	147	
1	20009	132	
1	20138.5	147	
1	20265.5	147	
1	20390	136	
1	20546	152	
1	20905.5	121	
1	21051.5	147	
1	21163.5	147	
1	21279.5	147	
1	21388.5	147	
1	21544.5	135	
1	21751	132	
1	22218	156	
1	22348.5	147	
1	22649.5	147	
1	22787.5	157	
1	22952	144	
1	23096.5	147	
1	23299.5	123	
1	23445.5	127	
1	23600	160	
1	23754.5	147	
1	23941	154	
1	24066.5	147	
1	24215.5	147	
1	24338	136	
1	24757.5	137	
1	24955.5	147	
1	25095.5	123	
1	25211.5	157	
1	25385.5	139	
1	25631.5	147	
1	25880.5	147	
1	26083.5	155	
1	26235	142	
1	26477.5	147	
1	26697.5	129	
1	26868.5	123	
1	27012.5	141	
1	27196.5	153	
1	27451.5	149	
1	27749.5	147	
1	27902.5	147	
1	28115.5	147	
1	28284.5	147	
1	28423	136	
1	28558.5	147	
1	28843.5	147	
1	28955.5	147	
1	29114.5	147	
1	29220.5	147	
1	29333.5	121	
1	29443.5	147	
1	29560.5	147	
1	29700.5	147	
1	29803.5	147	
1	30287.5	139	
1	30484	128	
1	30695	146	
1	30973.5	147	
1	31169.5	131	
1	31324	156	
1	31522	134	
1	31647	138	
1	31998.5	147	
1	32448	138	
1	32847.5	147	
1	32999.5	143	
1	33109.5	141	
1	33270	144	
1	33497.5	147	
