chr	center	size
1	400	124.787
1	653	128.475
1	884	131.761
1	1366	25.4098
1	1762	127.813
1	1991	126.12
1	2184	58.0982
1	2406	128.185
1	2592	73.0149
1	2780	129.152
1	3244	132.401
1	3514	127.422
1	3796	82.5151
1	4022	138.305
1	4230	125.295
1	4451	124.28
1	4765	55.2873
1	5167	140.239
1	5329	125.736
1	5540	86.7021
1	5752	126.771
1	5990	127.688
1	6158	123.056
1	6287	124.513
1	6484	132.928
1	6704	47.0416
1	6938	138.346
1	7068	129.262
1	7371	89.599
1	7676	69.925
1	7937	131.213
1	8075	124.192
1	8507	141.01
1	8871	74.3185
1	9196	82.8283
1	9601	122.872
1	10007	137.865
1	10342	128.805
1	10559	99.7104
1	10786	131.275
1	10957	133.118
1	11138	128.003
1	11354	68.3103
1	11640	133.09
1	11832	141.207
1	12044	126.984
1	12238	131.407
1	12585	89.6708
1	12854	132.17
1	13071	130.62
1	13766	122.923
1	13901	120.879
1	14120	134.819
1	14294	116.651
1	14548	112.88
1	14815	128.141
1	15001	127.418
1	15166	134.892
1	15387	41.5749
1	15747	127.392
1	15916	126.716
1	16185	52.0218
1	16526	119.607
1	16840	88.9635
1	17109	127.21
1	17328	125.068
1	17552	127.022
1	17785	127.183
1	18148	90.7577
1	18415	73.9672
1	18701	99.7899
1	18996	45.7041
1	19346	12.1283
1	19708	94.2022
1	20002	122.737
1	20182	90.3241
1	20474	59.8236
1	20947	100.402
1	21202	101.493
1	21479	62.716
1	21749	133.375
1	22199	129.104
1	22341	125.36
1	22638	127.006
1	22893	81.5411
1	23131	132.421
1	23365	104.408
1	23674	93.0007
1	23941	122.867
1	24100	139.015
1	24222	119.849
1	24361	131.056
1	24753	122.401
1	25032	78.8858
1	25317	62.9553
1	25594	124.874
1	25937	100.553
1	26164	78.2437
1	26448	133.708
1	26674	123.522
1	26859	125.246
1	27008	135.31
1	27201	130.085
1	27447	131.502
1	27842	74.1038
1	28065	126.648
1	28255	135.275
1	28472	101.201
1	28975	123.688
1	29316	117.225
1	29695	126.838
1	30312	147.452
1	30501	127.551
1	30694	138.423
1	30956	128.669
1	31226	88.5736
1	31577	97.4247
1	31998	126.801
1	32432	108.475
1	32996	123.044
1	33310	105.984
1	33617	117.675
1	33859	124.373
1	34059	98.603
1	34325	132.095
1	34512	103.822
1	34759	138.845
1	35031	126.772
1	35243	103.975
1	35620	139.903
1	36017	130.287
1	36242	57.1448
1	36462	133.903
1	36646	84.4468
1	36839	124.633
1	37177	103.914
1	37409	70.3593
1	37636	131.834
1	37841	132.398
1	38072	128.318
1	38304	107.549
1	38670	56.9742
1	38936	131.637
1	39084	117.053
1	39297	128.276
1	39591	98.561
1	39926	14.2932
1	40122	137.708
1	40337	132.763
