Chr	Center	Size
1	160.5	147	
1	234.5	147	
1	397.5	147	
1	647	154	
1	861.5	147	
1	1220.5	147	
1	1495.5	147	
1	1764.5	153	
1	1968.5	147	
1	2054.5	147	
1	2159.5	147	
1	2236.5	147	
1	2440.5	147	
1	2571.5	147	
1	2671	128	
1	2780.5	147	
1	3242	150	
1	3517	136	
1	3707.5	147	
1	3853.5	147	
1	3932.5	147	
1	4022	142	
1	4234.5	147	
1	4445.5	149	
1	4697.5	147	
1	4825.5	129	
1	5172	126	
1	5409.5	147	
1	5488.5	147	
1	5587.5	147	
1	5752	150	
1	6023.5	147	
1	6205.5	141	
1	6300	134	
1	6397.5	147	
1	6496.5	147	
1	6616	120	
1	6793.5	147	
1	6983.5	147	
1	7112.5	157	
1	7299.5	147	
1	7472.5	147	
1	7550.5	147	
1	7794.5	147	
1	7912.5	131	
1	8103	150	
1	8337.5	159	
1	8543	150	
1	8644	142	
1	8796	156	
1	8930.5	147	
1	9042.5	131	
1	9254	150	
1	9513	158	
1	9612	152	
1	9736.5	139	
1	10024	130	
1	10353.5	131	
1	10498	156	
1	10593.5	147	
1	10761.5	147	
1	10839.5	147	
1	10932	152	
1	11014.5	147	
1	11178.5	147	
1	11291.5	129	
1	11432	130	
1	11643.5	121	
1	11746.5	147	
1	11846	150	
1	12041	148	
1	12229.5	159	
1	12530.5	147	
1	12664.5	147	
1	12871	140	
1	12992.5	147	
1	13094.5	147	
1	13763.5	143	
1	13864.5	147	
1	14123.5	149	
1	14268	148	
1	14375.5	147	
1	14455.5	147	
1	14585	128	
1	14824	148	
1	14998	150	
1	15165	136	
1	15261.5	147	
1	15357.5	147	
1	15467	142	
1	15724	160	
1	15917.5	147	
1	16109	148	
1	16281.5	157	
1	16550.5	147	
1	16777.5	149	
1	16893	134	
1	16967.5	147	
1	17138.5	121	
1	17352.5	137	
1	17547.5	155	
1	17812.5	147	
1	18126.5	147	
1	18203.5	147	
1	18378.5	147	
1	18489.5	147	
1	18569.5	147	
1	18671.5	147	
1	18784.5	147	
1	18897.5	147	
1	19049.5	147	
1	19218.5	135	
1	19294.5	147	
1	19464	140	
1	19538.5	147	
1	19670	158	
1	19773.5	147	
1	20002.5	131	
1	20123	128	
1	20200.5	147	
1	20282	150	
1	20420.5	147	
1	20545.5	143	
1	20629.5	147	
1	20854.5	147	
1	20954.5	147	
1	21106	134	
1	21261.5	147	
1	21394.5	147	
1	21551.5	159	
1	21765.5	147	
1	22200	120	
1	22345	154	
1	22629	134	
1	22765.5	147	
1	22908.5	137	
1	23163.5	147	
1	23335.5	147	
1	23436.5	147	
1	23636.5	147	
1	23734.5	147	
1	23967.5	147	
1	24088.5	151	
1	24226.5	133	
1	24369.5	147	
1	24757	152	
1	24927.5	147	
1	25001.5	147	
1	25101.5	121	
1	25219.5	147	
1	25404.5	147	
1	25591.5	147	
1	25867.5	147	
1	25965.5	147	
1	26056	130	
1	26241.5	159	
1	26472.5	121	
1	26709.5	147	
1	26895.5	147	
1	27006.5	147	
1	27229.5	147	
1	27479.5	147	
1	27761	130	
1	27885	142	
1	28099	128	
1	28246.5	159	
1	28338.5	147	
1	28456.5	145	
1	28534	134	
1	28848	132	
1	28923.5	147	
1	29066.5	147	
1	29200.5	147	
1	29309.5	147	
1	29398.5	151	
1	29477.5	147	
1	29553.5	147	
1	29627.5	147	
1	29795	140	
1	30295	158	
1	30384.5	147	
1	30474.5	147	
1	30549.5	147	
1	30723.5	147	
1	30960	152	
1	31204.5	147	
1	31344.5	147	
1	31501	138	
1	31628.5	147	
1	32002	122	
1	32376.5	147	
1	32510.5	125	
1	32837	142	
1	32949.5	147	
1	33038.5	147	
1	33121.5	147	
1	33284.5	147	
1	33366.5	149	
1	33464.5	147	
1	33543.5	147	
1	33702	136	
1	33813	152	
1	33933.5	147	
1	34035.5	147	
1	34311.5	147	
1	34412.5	147	
1	34511.5	147	
1	34599.5	147	
1	34783.5	147	
1	35057.5	127	
1	35153.5	147	
1	35235	158	
1	35484.5	147	
1	35597.5	147	
1	35677.5	147	
1	35782.5	147	
1	36018.5	149	
1	36158.5	147	
1	36331.5	147	
1	36428.5	147	
1	36550.5	147	
1	36631.5	147	
1	36715.5	159	
1	36814.5	147	
1	37147.5	147	
1	37294.5	137	
1	37469.5	147	
1	37635.5	147	
1	37828.5	147	
1	38069	130	
1	38251.5	147	
1	38386.5	147	
1	38600.5	147	
1	38696.5	147	
1	38785.5	147	
1	38924.5	147	
1	39043.5	143	
1	39326.5	147	
1	39489.5	149	
1	39628.5	147	
1	39773	120	
1	39987.5	147	
1	40076.5	147	
1	40171	140	
1	40338.5	147	
1	40564.5	147	
1	40682	144	
1	40900	130	
1	40990	148	
1	41075.5	147	
1	41237.5	143	
1	41451.5	147	
1	41551.5	147	
1	41710.5	147	
1	42042.5	131	
1	42233.5	147	
1	42373	120	
1	42598.5	147	
1	42890.5	147	
1	42998.5	157	
1	43212	130	
1	43415	120	
1	43537.5	147	
1	43634	122	
1	43719.5	147	
1	43989	156	
1	44223	130	
1	44353.5	147	
1	44512.5	147	
1	44593.5	147	
1	44683	152	
1	44980.5	147	
1	45207	160	
1	45343.5	147	
1	45560.5	147	
