Chr	Center	Size
1	172.5	149	
1	398.5	155	
1	657.5	147	
1	908.5	147	
1	1254.5	151	
1	1472.5	147	
1	1768	160	
1	1981.5	155	
1	2081	154	
1	2233.5	151	
1	2402.5	155	
1	2532.5	153	
1	2669.5	135	
1	2776	134	
1	3238.5	147	
1	3514.5	147	
1	3732.5	149	
1	3867	140	
1	4020	152	
1	4229.5	141	
1	4457	156	
1	4683	158	
1	4835	156	
1	5173	120	
1	5341.5	133	
1	5469.5	157	
1	5589.5	143	
1	5757.5	149	
1	6008.5	147	
1	6165.5	147	
1	6289.5	147	
1	6487.5	147	
1	6617	124	
1	6783.5	141	
1	6942	158	
1	7074	134	
1	7321.5	153	
1	7451.5	147	
1	7603	148	
1	7747	148	
1	7945	154	
1	8070	132	
1	8339	150	
1	8500	142	
1	8644.5	147	
1	8786	128	
1	8936.5	135	
1	9051	152	
1	9237	154	
1	9489.5	145	
1	9615	148	
1	9711.5	141	
1	10004.5	121	
1	10340.5	145	
1	10488	134	
1	10594.5	147	
1	10814.5	143	
1	10939.5	147	
1	11148.5	135	
1	11288.5	137	
1	11421.5	137	
1	11633	148	
1	11830	128	
1	12042.5	145	
1	12248	158	
1	12523	148	
1	12648.5	137	
1	12851	122	
1	13073	124	
1	13734.5	147	
1	13895.5	137	
1	14129.5	157	
1	14287.5	147	
1	14429.5	147	
1	14569.5	149	
1	14811.5	149	
1	15001.5	123	
1	15174.5	147	
1	15306.5	159	
1	15464.5	135	
1	15740.5	149	
1	15927.5	151	
1	16127.5	147	
1	16289	156	
1	16528	152	
1	16778.5	147	
1	16909	146	
1	17128.5	149	
1	17342.5	147	
1	17563.5	147	
1	17783	152	
1	18078.5	159	
1	18213.5	147	
1	18357.5	149	
1	18536.5	135	
1	18646.5	147	
1	18756.5	143	
1	18886.5	137	
1	19081.5	147	
1	19255.5	157	
1	19504.5	147	
1	19664.5	147	
1	19779.5	145	
1	20008.5	139	
1	20140.5	129	
1	20235.5	153	
1	20388.5	147	
1	20567.5	147	
1	20862.5	147	
1	21034	156	
1	21152	154	
1	21263.5	159	
1	21405.5	139	
1	21529	126	
1	21783.5	147	
1	22220.5	147	
1	22341	150	
1	22679.5	147	
1	22809.5	147	
1	22934	130	
1	23141	134	
1	23313.5	151	
1	23435	124	
1	23624	154	
1	23730	144	
1	23945	152	
1	24109.5	147	
1	24215	156	
1	24373.5	141	
1	24760.5	147	
1	24960.5	131	
1	25107	150	
1	25219.5	147	
1	25374.5	145	
1	25606.5	155	
1	25860	150	
1	25985.5	129	
1	26083.5	155	
1	26243.5	147	
1	26427.5	147	
1	26705.5	147	
1	26858	146	
1	26994	146	
1	27204	148	
1	27452	140	
1	27755.5	149	
1	27901.5	135	
1	28069.5	147	
1	28263.5	147	
1	28413	160	
1	28534	150	
1	28851	142	
1	28972.5	129	
1	29102.5	147	
1	29179.5	139	
1	29335.5	147	
1	29447.5	147	
1	29583	138	
1	29738.5	147	
1	29823	156	
1	30300.5	155	
1	30499	150	
1	30696.5	149	
1	30952.5	145	
1	31179.5	147	
1	31313.5	147	
1	31517.5	155	
1	31653.5	133	
1	32014.5	147	
1	32370	140	
1	32473.5	131	
1	32853	154	
1	32999.5	147	
1	33124.5	137	
1	33283.5	131	
1	33380	134	
1	33501	154	
1	33616.5	147	
1	33728	130	
1	33870	132	
1	33996.5	147	
1	34110.5	131	
1	34347.5	147	
1	34473	156	
1	34577	154	
1	34746.5	147	
1	35026.5	147	
1	35185	138	
1	35304.5	153	
1	35470.5	149	
1	35633.5	145	
1	35743.5	145	
1	36004.5	147	
1	36168	158	
1	36353	138	
1	36473.5	147	
1	36571.5	147	
1	36700	130	
1	36842	132	
1	37145	156	
1	37330.5	147	
1	37470	130	
1	37634	154	
1	37847.5	147	
1	38066.5	149	
1	38269	146	
1	38365.5	147	
1	38592	124	
1	38743.5	149	
1	38938.5	147	
1	39078.5	147	
1	39305.5	153	
1	39498	134	
1	39648.5	151	
1	39775	148	
1	39990	120	
1	40122.5	125	
1	40323	150	
1	40570.5	159	
1	40695.5	153	
1	40904	154	
1	41026.5	147	
1	41266.5	147	
1	41383	134	
1	41525.5	139	
1	41695	150	
1	42032	126	
1	42228	144	
1	42373.5	147	
1	42541	128	
1	42648	152	
1	42882.5	145	
1	43038.5	147	
1	43237.5	147	
1	43416	150	
1	43543.5	147	
1	43696	134	
1	43993.5	147	
1	44211.5	121	
1	44299.5	135	
1	44414.5	147	
1	44549.5	147	
1	44681.5	145	
1	44956	146	
1	45205.5	125	
1	45313.5	147	
1	45558	142	
1	45842.5	149	
1	46062.5	125	
1	46358	154	
1	46515	144	
1	46688.5	147	
1	46848.5	147	
1	47358	128	
1	47921	120	
1	48003.5	125	
1	48191.5	137	
1	48454.5	127	
1	48568.5	129	
1	48677.5	147	
1	48854.5	147	
1	49001.5	147	
1	49164.5	137	
1	49289.5	147	
1	49480.5	157	
1	49749.5	147	
1	49960	154	
1	50210.5	147	
1	50325.5	147	
1	50422.5	123	
1	50636.5	147	
1	50726.5	147	
1	50863.5	145	
1	50956.5	127	
1	51262	128	
1	51507.5	133	
1	51640.5	147	
1	51821.5	139	
1	52010.5	135	
1	52101.5	145	
1	52208.5	147	
1	52380	122	
1	52493.5	145	
1	52740.5	149	
1	52875.5	137	
1	53120	136	
1	53267.5	147	
1	53425.5	147	
1	53534	146	
1	53673.5	139	
1	53937	148	
1	54106.5	153	
1	54292	132	
1	54449	148	
1	54727.5	147	
1	54882.5	129	
1	55130.5	151	
1	55321.5	157	
1	55423.5	147	
1	55599.5	149	
1	55835.5	147	
1	56088	124	
1	56269	130	
1	56619.5	147	
1	56697.5	147	
1	56910.5	139	
1	57185	152	
1	57387	132	
1	57496	152	
1	57617.5	135	
1	57796	160	
1	57994	130	
1	58152	158	
1	58343	132	
1	58662	152	
1	58870.5	147	
1	59020.5	147	
1	59121	140	
1	59386.5	123	
1	59549.5	149	
1	59773	154	
1	60027.5	127	
1	60283.5	157	
1	60489.5	145	
1	60687.5	147	
1	60790.5	147	
1	60920.5	143	
1	61048.5	147	
1	61251.5	147	
1	61389	140	
1	61575	140	
1	61692	148	
1	61806.5	147	
1	62034.5	137	
1	62154.5	145	
1	62294.5	153	
1	62626.5	149	
1	62890	144	
1	63108.5	147	
1	63228	152	
1	63407	134	
1	63582.5	147	
1	63692.5	153	
1	63809	154	
1	64088	148	
1	64229	144	
1	64364	148	
1	64542	150	
1	64660	126	
1	64788	158	
1	64931.5	139	
1	65052.5	147	
1	65156	134	
1	65331.5	143	
1	65517.5	147	
1	65622	150	
1	65794.5	153	
1	65973.5	137	
1	66145	156	
1	66331.5	147	
1	66491	156	
1	66649	138	
1	66800	150	
1	67017.5	131	
1	67151	144	
1	67366	160	
1	67574	138	
1	67723.5	147	
1	67868	144	
1	67993.5	129	
1	68318	134	
1	68460.5	147	
1	68608.5	147	
1	68723.5	147	
1	68933.5	147	
1	69122.5	133	
1	69323.5	155	
1	69446.5	151	
1	69578.5	147	
1	69698.5	147	
1	69913.5	131	
1	70069.5	135	
1	70259.5	147	
1	70431	146	
1	70691.5	151	
1	70791.5	147	
1	70930.5	129	
1	71050.5	147	
1	71273.5	131	
1	71369.5	149	
1	71525.5	131	
1	71669	132	
1	71794.5	129	
1	72044.5	147	
1	72147.5	147	
1	72365	132	
1	72472.5	155	
1	72627.5	155	
1	72741	122	
1	72875	126	
1	73042	146	
1	73210.5	149	
1	73392	152	
1	73576	144	
1	73748	138	
1	74003.5	147	
1	74225.5	139	
1	74339.5	147	
1	74588.5	147	
1	74717.5	149	
1	74929.5	147	
1	75099	150	
1	75219	138	
1	75435.5	147	
1	75629.5	153	
1	75850	146	
1	76083	150	
1	76226.5	159	
1	76457.5	143	
1	76699.5	149	
1	76948.5	149	
1	77089	138	
1	77244	158	
1	77414.5	147	
1	77597	156	
1	77711.5	141	
1	77819.5	143	
1	77923.5	139	
1	78066.5	147	
1	78154	132	
1	78265	126	
1	78497.5	147	
1	78579.5	149	
1	78816.5	147	
1	78957.5	147	
1	79138.5	147	
1	79273	142	
1	79534	156	
1	79778	152	
1	80011	154	
1	80143	158	
1	80303	152	
1	80743.5	155	
1	80928	154	
1	81241	146	
1	81662.5	147	
1	81866.5	147	
1	82114	124	
1	82233.5	147	
1	82341.5	139	
1	82499	146	
1	82628	128	
1	82838.5	141	
1	83129	140	
1	83374.5	153	
1	83574.5	147	
1	83759.5	129	
1	83973	130	
1	84094.5	153	
1	84208.5	145	
1	84356.5	147	
1	84594	148	
1	84780.5	147	
1	84931	122	
1	85084	156	
1	85291	136	
1	85492.5	151	
1	85598	134	
1	85723.5	147	
1	85842.5	151	
1	85970.5	147	
1	86105	156	
1	86275.5	147	
1	86430.5	151	
1	86558.5	149	
1	86691.5	139	
1	86824.5	143	
1	87045	142	
1	87232	152	
1	87355.5	137	
1	87516.5	159	
1	87697	140	
1	87887.5	147	
1	87987	140	
1	88173.5	137	
1	88351.5	145	
1	88561.5	147	
1	88767	152	
1	88872	134	
1	88998.5	137	
1	89139.5	147	
1	89246.5	147	
1	89415.5	155	
1	89593	138	
1	89791	132	
1	89991.5	149	
1	90226.5	129	
1	90438	130	
1	90686.5	137	
1	90790	150	
1	90932.5	157	
1	91099	156	
1	91253	130	
1	91351.5	151	
1	91561.5	137	
1	91730.5	155	
1	91896.5	137	
1	92042.5	123	
1	92506.5	147	
1	92635.5	147	
1	92744.5	147	
1	92978.5	147	
1	93103.5	133	
1	93259	150	
1	93481	144	
1	93677.5	123	
1	93779.5	125	
1	93917	158	
1	94284	154	
1	94446	148	
1	94541.5	147	
1	94867.5	145	
1	95101	142	
1	95453	156	
1	95568	144	
1	95676.5	137	
1	95794.5	121	
1	95963.5	147	
1	96107.5	125	
1	96259.5	153	
1	96551	150	
1	96893	126	
1	97133	130	
1	97407.5	147	
1	97619.5	157	
1	97800.5	125	
1	98012	138	
1	98359.5	147	
1	98488.5	147	
1	98715.5	147	
1	98824.5	147	
1	98972.5	155	
1	99087	158	
1	99265	144	
1	99455	160	
1	99717	132	
1	99938.5	147	
1	100073	152	
1	100368	132	
1	100474	139	
1	100680	141	
1	100862	126	
1	101006	137	
1	101108	147	
1	101246	145	
1	101566	139	
1	101761	150	
1	101915	142	
1	102150	151	
1	102298	157	
1	102598	140	
1	102716	143	
1	102946	153	
1	103050	135	
1	103168	132	
1	103388	153	
1	103584	154	
1	103730	144	
1	104132	159	
1	104262	147	
1	104550	151	
1	104694	139	
1	105000	157	
1	105110	124	
1	105284	127	
1	105440	131	
1	105620	147	
1	105850	122	
1	106035	148	
1	106250	155	
1	106358	144	
1	106688	135	
1	106858	155	
1	107129	154	
1	107268	139	
1	107578	136	
1	107802	136	
1	108233	144	
1	108466	147	
1	108672	127	
1	108896	129	
1	109220	147	
1	109346	147	
1	109616	133	
1	109814	143	
1	110014	147	
1	110364	134	
1	110478	147	
1	110631	130	
1	110738	144	
1	111028	138	
1	111194	145	
1	111321	148	
1	111544	147	
1	111714	145	
1	111858	147	
1	112041	144	
1	112236	158	
1	112326	147	
1	112443	134	
1	112782	138	
1	112902	147	
1	113118	147	
1	113232	147	
1	113364	147	
1	113583	134	
1	113748	147	
1	113828	147	
1	114140	141	
1	114276	147	
1	114645	140	
1	114938	147	
1	115176	148	
1	115365	138	
1	115497	158	
1	115676	141	
1	115824	155	
1	115950	139	
1	116026	147	
1	116102	147	
1	116216	147	
1	116332	157	
1	116576	147	
1	116674	146	
1	116850	129	
1	117026	147	
1	117239	132	
1	117348	157	
1	117549	148	
1	117764	158	
1	117948	155	
1	118127	148	
1	118294	147	
1	118458	147	
1	118601	152	
1	118784	143	
1	118920	147	
1	119028	147	
1	119202	147	
1	119282	147	
1	119582	148	
1	119770	153	
1	119920	136	
1	120124	147	
1	120237	140	
1	120374	153	
1	120572	144	
1	120688	148	
1	120870	145	
1	121103	140	
1	121230	147	
1	121326	145	
1	121514	137	
1	121690	145	
1	121844	147	
1	121970	139	
1	122204	155	
1	122364	147	
1	122492	147	
1	122662	153	
1	122790	127	
1	122902	154	
1	123078	147	
1	123218	155	
1	123348	138	
1	123520	130	
1	123696	147	
1	123886	147	
1	124092	144	
1	124218	149	
1	124638	147	
1	124756	157	
1	124908	125	
1	125054	142	
1	125298	147	
1	125458	132	
1	125628	151	
1	125827	150	
1	125948	145	
1	126054	147	
1	126276	147	
1	126412	130	
1	126510	147	
1	126664	159	
1	126832	147	
1	126952	129	
1	127307	136	
1	127428	150	
1	127771	130	
1	127883	128	
1	127999	132	
1	128162	126	
1	128295	132	
1	128556	125	
1	128736	137	
1	128870	147	
1	129038	143	
1	129216	158	
1	129356	156	
1	129695	142	
1	129837	148	
1	129934	147	
1	130146	143	
1	130330	144	
1	130508	147	
1	130768	147	
1	131012	142	
1	131136	147	
1	131261	156	
1	131587	150	
1	131763	148	
1	131881	140	
1	131978	147	
1	132196	155	
1	132348	148	
1	132485	138	
1	132688	147	
1	132860	151	
1	133014	151	
1	133176	147	
1	133294	136	
1	133454	137	
1	133606	147	
1	133758	147	
1	134058	147	
1	134152	147	
1	134282	151	
1	134447	144	
1	134676	121	
1	134810	143	
1	135088	155	
1	135326	147	
1	135523	148	
1	135642	147	
1	135884	142	
1	136222	151	
1	136390	156	
1	136640	128	
1	136846	153	
1	136970	147	
1	137160	155	
1	137296	136	
1	137398	138	
1	137621	146	
1	137768	132	
1	137898	149	
1	138087	144	
1	138329	120	
1	138598	147	
1	138700	147	
1	138870	147	
1	139034	135	
1	139262	152	
1	139378	139	
1	139580	153	
1	139730	130	
1	139863	134	
1	140072	147	
1	140302	148	
1	140452	156	
1	140678	147	
1	140834	158	
1	141082	147	
1	141216	156	
1	141376	147	
1	141580	149	
1	141724	154	
1	141822	145	
1	142051	154	
1	142328	153	
1	142523	158	
1	142686	127	
1	142846	147	
1	143010	155	
1	143392	151	
1	143661	142	
1	143780	155	
1	143938	147	
1	144422	147	
1	144628	147	
1	144732	144	
1	144972	145	
1	145127	146	
1	145275	120	
1	145394	147	
1	145592	146	
1	145708	136	
1	145975	136	
1	146164	142	
1	146276	153	
1	146509	136	
1	146616	151	
1	146890	147	
1	147108	146	
1	147342	138	
1	147466	147	
1	147658	147	
1	147874	133	
1	148096	147	
1	148198	147	
1	148388	155	
1	148716	147	
1	148898	147	
1	149206	150	
1	149406	147	
1	149558	143	
1	149794	155	
1	149934	148	
1	150172	147	
1	150314	152	
1	150412	157	
1	150591	144	
1	150738	147	
1	150952	123	
1	151119	150	
1	151250	154	
1	151362	130	
1	151506	149	
1	151694	147	
1	151854	152	
1	152051	122	
1	152156	147	
1	152372	149	
1	152576	143	
1	152837	148	
1	153148	154	
1	153328	156	
1	153478	122	
1	153663	154	
1	153902	147	
1	154022	153	
1	154212	147	
1	154352	141	
1	154545	148	
1	154669	158	
1	154914	154	
1	155058	147	
1	155150	135	
1	155326	152	
1	155498	141	
1	155736	147	
1	155898	134	
1	156124	150	
1	156326	147	
1	156510	150	
1	156622	140	
1	157016	147	
1	157108	147	
1	157248	157	
1	157384	147	
1	157477	132	
1	157681	158	
1	157859	150	
1	158088	145	
1	158237	144	
1	158541	156	
1	158662	140	
1	158820	147	
1	158978	145	
1	159095	122	
1	159302	138	
1	159394	143	
1	159518	146	
1	159659	132	
1	159784	155	
1	159918	144	
1	160088	157	
1	160174	147	
1	160511	132	
1	160817	144	
1	160990	155	
1	161269	120	
1	161417	156	
1	161561	150	
1	161746	123	
1	161915	158	
1	162066	147	
1	162336	145	
1	162552	147	
1	162742	153	
1	163048	159	
1	163256	147	
1	163434	143	
1	163636	149	
1	163724	123	
1	163940	158	
1	164126	147	
1	164258	141	
1	164448	139	
1	164632	149	
1	164780	143	
1	164882	137	
1	165038	155	
1	165237	144	
1	165515	158	
1	165650	156	
1	165790	137	
1	165900	153	
1	166094	149	
1	166202	147	
1	166594	147	
1	166730	147	
1	166841	128	
1	167050	147	
1	167146	147	
1	167256	147	
1	167408	157	
1	167644	142	
1	167962	153	
1	168174	147	
1	168384	143	
1	168500	137	
1	168721	142	
1	168908	133	
1	169048	133	
1	169340	147	
1	169512	132	
1	169622	150	
1	169820	147	
1	170094	145	
1	170206	137	
1	170366	147	
1	170470	148	
1	170707	138	
1	170854	154	
1	171080	147	
1	171400	121	
1	171541	154	
1	171668	122	
1	171920	160	
1	172038	149	
1	172318	150	
1	172474	136	
1	172688	120	
1	172812	152	
1	172984	157	
1	173147	152	
1	173318	153	
1	173695	136	
1	173922	147	
1	174254	152	
1	174378	147	
1	174512	141	
1	174642	147	
1	174807	160	
1	174918	149	
1	175220	147	
1	175350	147	
1	175554	147	
1	175721	134	
1	176004	143	
1	176315	146	
1	176466	158	
1	176664	149	
1	176834	147	
1	176991	154	
1	177189	134	
1	177400	147	
1	177520	154	
1	177690	145	
1	177898	147	
1	178012	132	
1	178182	147	
1	178531	140	
1	178650	127	
1	178906	157	
1	179216	124	
1	179422	135	
1	179602	143	
1	179770	134	
1	179916	128	
1	180078	151	
1	180250	157	
1	180456	147	
1	180546	152	
1	180741	158	
1	180830	159	
1	181072	147	
1	181236	130	
1	181336	157	
1	181498	147	
1	181769	140	
1	181929	142	
1	182051	136	
1	182391	158	
1	182568	134	
1	182686	140	
1	182824	141	
1	182932	147	
1	183260	152	
1	183474	150	
1	183602	159	
1	183746	153	
