Chr	Center	Size
1	186.5	151	
1	398.5	127	
1	669.5	121	
1	884	146	
1	1250.5	147	
1	1488.5	147	
1	1770.5	141	
1	1973.5	147	
1	2086	120	
1	2227.5	143	
1	2413	136	
1	2539	142	
1	2733.5	147	
1	3233	144	
1	3520.5	153	
1	3729.5	127	
1	3871	148	
1	4026.5	159	
1	4231	152	
1	4455.5	153	
1	4678.5	157	
1	4858.5	147	
1	5180	144	
1	5327.5	147	
1	5450	152	
1	5582.5	155	
1	5756.5	147	
1	6003.5	147	
1	6153.5	155	
1	6292.5	159	
1	6484	142	
1	6610.5	149	
1	6794.5	147	
1	6939	136	
1	7074.5	133	
1	7307.5	157	
1	7442.5	147	
1	7589.5	159	
1	7771.5	147	
1	7923.5	127	
1	8095.5	147	
1	8339.5	139	
1	8513	154	
1	8626	150	
1	8764.5	147	
1	8942.5	145	
1	9062.5	141	
1	9239.5	147	
1	9504.5	147	
1	9596.5	147	
1	9706.5	151	
1	9992.5	157	
1	10359.5	147	
1	10491.5	147	
1	10611.5	153	
1	10793	134	
1	10966.5	147	
1	11144	128	
1	11237.5	125	
1	11313.5	147	
1	11430.5	159	
1	11633	152	
1	11831.5	131	
1	12035	160	
1	12227.5	131	
1	12528.5	147	
1	12640.5	147	
1	12869.5	147	
1	13098.5	147	
1	13740.5	147	
1	13893.5	147	
1	14120	144	
1	14270	144	
1	14414.5	159	
1	14580.5	147	
1	14823.5	151	
1	15008	134	
1	15171	156	
1	15287	154	
1	15495.5	147	
1	15761.5	147	
1	15925.5	143	
1	16113.5	149	
1	16286.5	143	
1	16521.5	141	
1	16761.5	131	
1	16852	120	
1	16941.5	147	
1	17129.5	143	
1	17345.5	147	
1	17545.5	139	
1	17784.5	133	
1	18087	160	
1	18205.5	147	
1	18348.5	129	
1	18537.5	147	
1	18629	150	
1	18721	160	
1	18801.5	147	
1	18894.5	157	
1	19066.5	147	
1	19251.5	147	
1	19470	146	
1	19632.5	133	
1	19746	132	
1	20009.5	155	
1	20114	134	
1	20266	160	
1	20388.5	147	
1	20563.5	147	
1	20921.5	147	
1	21043.5	143	
1	21146.5	147	
1	21259.5	147	
1	21408	144	
1	21553.5	147	
1	21760	146	
1	22192	136	
1	22370.5	123	
1	22640	128	
1	22823	132	
1	22917.5	129	
1	23153.5	147	
1	23308.5	151	
1	23463.5	147	
1	23619	142	
1	23711.5	143	
1	23961.5	147	
1	24106.5	147	
1	24214.5	147	
1	24354.5	147	
1	24762	146	
1	24949	132	
1	25109	132	
1	25234	150	
1	25368	150	
1	25601	136	
1	25885.5	121	
1	25961.5	147	
1	26093.5	147	
1	26223.5	147	
1	26459.5	149	
1	26688.5	159	
1	26854	146	
1	27001.5	159	
1	27158.5	147	
1	27466.5	157	
1	27750.5	133	
1	27901	152	
1	28073	132	
1	28246.5	159	
1	28419.5	147	
1	28567	150	
1	28838.5	147	
1	28958.5	147	
1	29097.5	141	
1	29193.5	151	
1	29287.5	147	
1	29422	124	
1	29582	154	
1	29698.5	137	
1	29810	134	
1	30310.5	147	
1	30480	122	
1	30698.5	147	
1	30973.5	147	
1	31163.5	141	
1	31318.5	147	
1	31522.5	147	
1	31645.5	159	
1	31997.5	147	
1	32382	134	
1	32460.5	147	
1	32830	160	
1	32987.5	147	
1	33089.5	147	
1	33260.5	147	
1	33380.5	147	
1	33500.5	127	
1	33577.5	147	
1	33698	132	
1	33792.5	147	
1	33872	122	
1	33992	152	
1	34101	154	
1	34312.5	147	
1	34488	158	
1	34583	146	
1	34762	160	
1	35034.5	153	
1	35193.5	147	
1	35288	138	
1	35483	126	
1	35635.5	147	
1	35750	136	
1	35990.5	147	
1	36085.5	133	
1	36168.5	137	
1	36348.5	147	
1	36438.5	155	
1	36564.5	147	
1	36697.5	159	
1	36852.5	147	
1	37145.5	147	
1	37302	144	
1	37475.5	147	
1	37642.5	155	
1	37842.5	147	
1	38086.5	147	
1	38266.5	147	
1	38341.5	147	
1	38606.5	131	
1	38746.5	151	
1	38935.5	131	
1	39075	158	
1	39310.5	147	
1	39539.5	147	
1	39650.5	147	
1	39766.5	147	
1	39974.5	147	
1	40128	128	
1	40341.5	147	
1	40534.5	147	
1	40697	142	
1	40918.5	127	
1	41028.5	155	
1	41253.5	147	
1	41380.5	139	
1	41524.5	147	
1	41667	158	
1	42039.5	155	
1	42226	154	
1	42378.5	147	
1	42533.5	147	
1	42616.5	157	
1	42867.5	131	
1	43004	130	
1	43251	124	
1	43424	152	
1	43551.5	147	
1	43703	154	
1	43990.5	139	
1	44196.5	147	
1	44305	130	
1	44419.5	147	
1	44557.5	147	
1	44667.5	147	
1	44955.5	147	
1	45219.5	139	
1	45343.5	143	
1	45535.5	153	
1	45834.5	147	
1	46064.5	147	
1	46375	128	
1	46529.5	147	
1	46680.5	135	
1	46834	130	
1	47369.5	147	
1	47913	148	
1	48026.5	159	
1	48191.5	153	
1	48405.5	147	
1	48490.5	147	
1	48605.5	133	
