Chr	Center	Size
1	198.5	147	
1	420.5	131	
1	650.5	147	
1	887	128	
1	1224	136	
1	1310.5	147	
1	1458	158	
1	1754.5	135	
1	1846.5	147	
1	1933.5	147	
1	2021.5	147	
1	2130	150	
1	2262.5	147	
1	2345.5	147	
1	2425.5	147	
1	2553.5	147	
1	2668	126	
1	2752.5	133	
1	3255	126	
1	3525.5	147	
1	3768.5	147	
1	3858.5	153	
1	4047	124	
1	4141.5	147	
1	4219.5	153	
1	4431.5	153	
1	4662.5	135	
1	4830.5	147	
1	4909.5	155	
1	5134.5	147	
1	5303.5	145	
1	5433.5	121	
1	5586.5	157	
1	5770.5	133	
1	6005.5	147	
1	6175	150	
1	6317.5	147	
1	6507.5	147	
1	6639.5	147	
1	6839.5	147	
1	6975.5	147	
1	7084.5	147	
1	7317	150	
1	7471.5	147	
1	7623	140	
1	7761	154	
1	8015.5	147	
1	8125.5	147	
1	8371.5	147	
1	8504	140	
1	8622.5	137	
1	8796.5	147	
1	8954.5	147	
1	9062	138	
1	9298.5	147	
1	9491.5	147	
1	9617.5	147	
1	9743.5	147	
1	10008	160	
1	10319	160	
1	10487	142	
1	10640	156	
1	10787.5	147	
1	10870.5	147	
1	10968.5	147	
1	11134.5	121	
1	11326.5	147	
1	11431.5	147	
1	11637.5	145	
1	11835.5	147	
1	12039.5	147	
1	12186	132	
1	12548.5	147	
1	12664.5	147	
1	12849	126	
1	13055	126	
1	13710.5	147	
1	13812.5	147	
1	13901.5	147	
1	14056	160	
1	14145	136	
1	14244.5	147	
1	14365.5	147	
1	14457.5	147	
1	14559.5	147	
1	14848.5	147	
1	15058.5	147	
1	15179.5	133	
1	15346.5	147	
1	15471	154	
1	15763.5	147	
1	15904	146	
1	16096.5	147	
1	16320.5	147	
1	16523.5	139	
1	16813.5	147	
1	16910.5	147	
1	17141.5	147	
1	17339.5	147	
1	17563.5	133	
1	17740.5	147	
1	17824.5	147	
1	18116	148	
1	18236.5	147	
1	18370.5	147	
1	18522.5	147	
1	18641.5	151	
1	18754.5	147	
1	18851.5	131	
1	19021.5	147	
1	19096.5	147	
1	19283.5	147	
1	19410.5	147	
1	19523.5	147	
1	19666.5	147	
1	19796.5	131	
1	20000	160	
1	20128.5	147	
1	20236.5	153	
1	20430.5	147	
1	20544.5	143	
1	20893.5	147	
1	20986.5	147	
1	21224.5	147	
1	21302.5	147	
1	21412.5	147	
1	21591	160	
1	21771	142	
1	22193.5	147	
1	22363.5	147	
1	22698.5	147	
1	22790.5	147	
1	22896.5	147	
1	23146	150	
1	23282.5	147	
1	23377.5	147	
1	23457.5	147	
1	23568.5	147	
1	23649.5	147	
1	23778.5	121	
1	23908.5	147	
1	24011.5	147	
1	24115.5	147	
1	24217	144	
1	24323.5	147	
1	24425.5	147	
1	24760.5	147	
1	24844.5	147	
1	24952	156	
1	25070	144	
1	25221.5	131	
1	25345	144	
1	25620.5	147	
1	25890.5	147	
1	25972	146	
1	26075.5	147	
1	26243.5	147	
1	26429.5	147	
1	26658	158	
1	26814.5	139	
1	26911.5	147	
1	27003.5	127	
1	27187.5	147	
1	27469.5	147	
1	27725.5	147	
1	27855.5	147	
1	27955.5	129	
1	28054	134	
1	28254.5	147	
1	28456.5	147	
1	28549.5	147	
1	28805.5	147	
1	28897.5	153	
1	28994.5	147	
1	29084.5	123	
1	29158	130	
1	29319.5	147	
1	29426	144	
1	29562	142	
1	29684	124	
1	29822.5	147	
1	30295.5	147	
1	30399.5	147	
1	30508	142	
1	30679	150	
1	30981.5	147	
1	31147.5	147	
1	31344	134	
1	31524.5	153	
1	31638	154	
1	31988	144	
1	32344.5	147	
1	32480.5	155	
1	32786.5	147	
1	32874.5	147	
1	32968	156	
1	33085.5	147	
1	33167.5	157	
1	33318.5	147	
1	33416.5	147	
1	33505	128	
1	33602	152	
1	33709.5	147	
1	33790.5	121	
1	33891.5	147	
1	34024.5	147	
1	34138.5	147	
1	34396.5	147	
1	34494.5	147	
1	34602.5	145	
1	34746.5	125	
1	35003	156	
1	35156.5	147	
1	35254.5	147	
1	35328.5	147	
1	35521.5	143	
1	35629.5	147	
1	35718.5	147	
1	35997.5	147	
1	36093.5	147	
1	36179.5	147	
1	36298.5	147	
1	36386	128	
1	36509	150	
1	36714	142	
1	36812.5	147	
1	36888	146	
1	37167	144	
1	37262.5	147	
1	37425	128	
1	37636.5	147	
1	37716.5	147	
1	37832.5	125	
1	38115	148	
1	38250.5	147	
1	38391.5	147	
1	38547.5	147	
1	38623.5	147	
1	38756.5	147	
1	38959.5	147	
1	39042.5	127	
1	39116.5	147	
1	39281.5	131	
1	39511	138	
1	39640.5	147	
1	39749.5	129	
1	40045.5	145	
1	40124	156	
1	40327.5	155	
1	40571.5	145	
1	40752.5	147	
1	40854.5	151	
1	40953.5	147	
1	41074.5	147	
1	41199.5	147	
1	41285	124	
1	41384.5	147	
1	41510	130	
1	41641	122	
1	41988.5	147	
1	42094.5	147	
1	42197	120	
1	42277.5	123	
1	42361.5	147	
1	42576.5	143	
1	42724.5	147	
1	42886.5	127	
1	42975.5	147	
1	43220	144	
1	43376.5	147	
1	43481.5	147	
1	43566.5	149	
1	43700.5	137	
1	44027.5	147	
1	44216.5	147	
1	44344.5	147	
1	44432.5	147	
1	44539.5	125	
1	44674.5	147	
1	44951	136	
1	45225.5	155	
1	45308.5	147	
1	45389.5	147	
1	45574.5	147	
1	45860.5	133	
1	46081	128	
1	46391.5	147	
1	46511.5	147	
1	46635.5	147	
