Chr	Center	Size
1	181	152	
1	398.5	139	
1	657.5	149	
1	883.5	151	
1	1248.5	143	
1	1459.5	149	
1	1764.5	155	
1	1992	134	
1	2094	150	
1	2241	148	
1	2410.5	153	
1	2526.5	153	
1	2662.5	143	
1	2773.5	149	
1	3240.5	157	
1	3512	152	
1	3732.5	143	
1	3870.5	137	
1	4011.5	147	
1	4230	138	
1	4444	160	
1	4667.5	135	
1	4848	138	
1	5161.5	147	
1	5331	144	
1	5459	136	
1	5585	136	
1	5750.5	145	
1	5989.5	135	
1	6157	144	
1	6285	148	
1	6484	148	
1	6622.5	151	
1	6786	134	
1	6940	160	
1	7071.5	139	
1	7318	154	
1	7437.5	147	
1	7605	156	
1	7755.5	149	
1	7939.5	151	
1	8078	142	
1	8335.5	143	
1	8512.5	153	
1	8634	132	
1	8793.5	157	
1	8939	160	
1	9052	150	
1	9243	150	
1	9491	148	
1	9602	148	
1	9712	138	
1	10010.5	151	
1	10335.5	153	
1	10485.5	143	
1	10612	144	
1	10788.5	145	
1	10959	146	
1	11137	150	
1	11280.5	151	
1	11421.5	145	
1	11641.5	153	
1	11828	152	
1	12049.5	139	
1	12232.5	151	
1	12525.5	143	
1	12655.5	151	
1	12850	148	
1	13074.5	153	
1	13763.5	137	
1	13897	144	
1	14123	154	
1	14272	146	
1	14426.5	151	
1	14568	148	
1	14819.5	151	
1	15007	152	
1	15166.5	155	
1	15302.5	149	
1	15474.5	155	
1	15745	146	
1	15912	150	
1	16108.5	127	
1	16291.5	145	
1	16525	140	
1	16774	150	
1	16910	138	
1	17113.5	143	
1	17330.5	147	
1	17545	148	
1	17786	144	
1	18084	150	
1	18205	154	
1	18356	150	
1	18522.5	147	
1	18649.5	145	
1	18764.5	137	
1	18883.5	143	
1	19072	148	
1	19239.5	139	
1	19466	140	
1	19658	154	
1	19774.5	143	
1	20002	144	
1	20135.5	147	
1	20246.5	143	
1	20393.5	147	
1	20564.5	137	
1	20900	144	
1	21047	138	
1	21158	144	
1	21252.5	147	
1	21403.5	147	
1	21562.5	147	
1	21750	148	
1	22199	150	
1	22345	150	
1	22639	146	
1	22805.5	153	
1	22939.5	151	
1	23134	152	
1	23317	128	
1	23435.5	137	
1	23622	146	
1	23727	150	
1	23938	136	
1	24104	156	
1	24224	134	
1	24362.5	149	
1	24750	146	
1	24951.5	159	
1	25098	136	
1	25224.5	143	
1	25379	148	
1	25598.5	141	
1	25877.5	123	
1	25982	148	
1	26091.5	145	
1	26225.5	137	
1	26452	150	
1	26675.5	145	
1	26856.5	143	
1	27014	158	
1	27200	152	
1	27447	154	
1	27748	148	
1	27902	142	
1	28068	148	
1	28255	150	
1	28418	154	
1	28529.5	153	
1	28856.5	133	
1	28970	148	
1	29089	146	
1	29193.5	147	
1	29320	152	
