Chr	Center	Size
1	186	152	
1	393.5	147	
1	642.5	147	
1	896	146	
1	1262.5	147	
1	1457.5	157	
1	1769	160	
1	1969.5	147	
1	2056.5	147	
1	2247.5	147	
1	2406	150	
1	2513.5	147	
1	2669.5	147	
1	2796.5	147	
1	3233	150	
1	3517	140	
1	3690.5	147	
1	3789.5	147	
1	3883.5	153	
1	4035.5	147	
1	4247	144	
1	4441	158	
1	4678	152	
1	4858.5	147	
1	5178.5	125	
1	5330.5	147	
1	5489.5	147	
1	5598.5	147	
1	5761	146	
1	5992.5	147	
1	6153.5	147	
1	6275.5	147	
1	6474.5	149	
1	6573.5	147	
1	6670.5	147	
1	6807	160	
1	6908.5	145	
1	7044	160	
1	7300.5	147	
1	7402.5	135	
1	7503.5	147	
1	7591	132	
1	7762	154	
1	7874.5	147	
1	7960.5	147	
1	8037.5	147	
1	8352.5	123	
1	8506	122	
1	8638.5	147	
1	8790	156	
1	8937.5	149	
1	9087	150	
1	9236	134	
1	9453.5	147	
1	9539.5	147	
1	9680	144	
1	10007	138	
1	10337.5	151	
1	10461.5	147	
1	10604	122	
1	10781	158	
1	10915.5	147	
1	11008.5	121	
1	11124.5	137	
1	11285.5	147	
1	11443.5	147	
1	11664.5	147	
1	11855	140	
1	12043	120	
1	12245	146	
1	12523	136	
1	12662.5	147	
1	12855	156	
1	13052.5	147	
1	13126.5	147	
1	13765	150	
1	13888.5	147	
1	14119	152	
1	14265.5	149	
1	14413	128	
1	14565.5	135	
1	14815.5	151	
1	14998.5	147	
1	15099.5	147	
1	15203.5	147	
1	15291.5	147	
1	15423.5	147	
1	15738.5	157	
1	15931.5	147	
1	16121	134	
1	16309.5	149	
1	16517.5	147	
1	16807	148	
1	16895.5	147	
1	17149.5	147	
1	17340.5	129	
1	17537.5	159	
1	17789.5	147	
1	18163.5	147	
1	18366.5	121	
1	18520.5	147	
1	18596.5	147	
1	18685.5	147	
1	18788.5	145	
1	18874.5	147	
1	19080.5	141	
1	19246.5	147	
1	19419.5	147	
1	19653.5	133	
1	19737.5	147	
1	20050	130	
1	20138.5	147	
1	20267.5	147	
1	20410.5	147	
1	20488.5	147	
1	20568	120	
1	20912.5	147	
1	21052	144	
1	21209	134	
1	21309.5	147	
1	21398.5	143	
1	21543.5	147	
1	21749	144	
1	22212.5	141	
1	22334	158	
1	22653.5	147	
1	22810	142	
1	22937.5	135	
1	23163.5	147	
1	23297.5	147	
1	23406.5	147	
1	23659.5	147	
1	23736.5	147	
1	23926.5	147	
1	24098.5	155	
1	24192	160	
1	24298.5	147	
1	24376.5	147	
1	24741.5	145	
1	24941	144	
1	25048.5	147	
1	25153	136	
1	25253.5	139	
1	25361	138	
1	25586	152	
1	25925.5	149	
1	26065.5	147	
1	26230.5	143	
1	26419	128	
1	26671.5	147	
1	26855.5	159	
1	26999.5	147	
1	27186.5	147	
1	27455	146	
1	27739.5	147	
1	27909.5	147	
1	28042.5	147	
1	28284.5	147	
1	28426	154	
1	28532.5	141	
1	28833	138	
1	28947.5	147	
1	29071.5	147	
1	29174.5	147	
1	29281	126	
1	29404.5	137	
1	29630.5	147	
1	29822.5	159	
1	30320.5	147	
1	30470.5	147	
1	30713	154	
1	30964	144	
1	31183	148	
1	31287	124	
1	31499.5	147	
1	31609.5	147	
1	31997.5	147	
1	32397.5	147	
1	32510.5	147	
1	32834	154	
1	32972.5	147	
1	33086.5	147	
1	33242.5	147	
1	33349.5	147	
1	33428.5	147	
1	33524	150	
1	33662.5	147	
1	33751.5	147	
1	33860.5	133	
1	34022	158	
1	34121	142	
1	34278.5	147	
1	34407.5	147	
1	34515.5	147	
1	34615.5	147	
1	34733	152	
1	35042.5	147	
1	35129.5	147	
1	35266	158	
1	35347.5	147	
1	35465.5	147	
1	35563.5	147	
1	35643.5	147	
1	35725.5	147	
1	36046.5	147	
1	36149.5	127	
1	36275.5	147	
1	36400	150	
1	36548.5	147	
1	36663.5	147	
1	36835.5	135	
1	37171.5	147	
1	37298	150	
1	37397.5	147	
1	37511.5	147	
1	37641.5	147	
1	37836.5	153	
1	38069.5	147	
1	38267.5	147	
1	38398	120	
1	38613.5	147	
1	38751	148	
1	38932.5	147	
1	39047.5	147	
1	39270.5	147	
1	39450.5	147	
1	39564.5	147	
1	39654	128	
1	39771.5	147	
1	39989.5	147	
1	40151.5	143	
1	40313.5	147	
1	40572.5	147	
1	40693.5	127	
1	40871	146	
1	40950.5	147	
1	41042.5	147	
1	41246	128	
1	41398.5	147	
1	41503.5	147	
1	41704.5	147	
1	42023.5	147	
1	42211.5	147	
1	42378.5	121	
1	42581.5	147	
1	42871.5	141	
1	43026.5	121	
1	43235	140	
1	43435.5	147	
