chr	center	width
1	192	125
1	372	121
1	651	121
1	807	149
1	913	134
1	1277	111
1	1455	147
1	1767	116
1	1987	141
1	2088	120
1	2277	144
1	2389	159
1	2510	159
1	2667	118
1	2766	117
1	3211	136
1	3497	146
1	3726	160
1	3840	129
1	4024	156
1	4227	128
1	4463	151
1	4629	110
1	4706	104
1	4809	124
1	5176	143
1	5356	147
1	5461	128
1	5593	111
1	5747	132
1	5958	136
1	6152	122
1	6262	160
1	6449	124
1	6550	123
1	6648	112
1	6779	124
1	6922	143
1	7036	149
1	7311	110
1	7396	124
1	7485	115
1	7628	107
1	7768	126
1	7906	158
1	8063	119
1	8288	117
1	8518	151
1	8646	122
1	8786	116
1	8924	114
1	9030	151
1	9186	107
1	9302	155
1	9484	143
1	9594	141
1	9718	130
1	10011	157
1	10327	129
1	10517	108
1	10616	137
1	10772	143
1	10960	157
1	11132	156
1	11303	129
1	11449	134
1	11602	159
1	11843	126
1	12079	138
1	12258	138
1	12529	140
1	12665	152
1	12788	119
1	12883	109
1	13045	159
1	13736	148
1	13875	149
1	14142	152
1	14292	147
1	14403	135
1	14563	126
1	14832	159
1	15002	130
1	15237	115
1	15324	121
1	15486	138
1	15733	159
1	15893	104
1	16073	145
1	16261	108
1	16561	126
1	16825	136
1	16929	152
1	17127	135
1	17322	150
1	17582	115
1	17769	152
1	18106	134
1	18212	106
1	18327	128
1	18465	108
1	18564	136
1	18691	148
1	18839	115
1	19094	142
1	19249	127
1	19452	120
1	19677	150
1	19783	146
1	19984	111
1	20112	121
1	20248	129
1	20363	127
1	20545	146
1	20908	151
1	21047	155
1	21197	136
1	21296	125
1	21390	118
1	21516	121
1	21605	124
1	21801	118
1	22218	141
1	22395	141
1	22636	158
1	22797	119
1	22952	153
1	23096	108
1	23246	100
1	23340	121
1	23459	158
1	23626	148
1	23744	148
1	23967	133
1	24084	151
1	24235	129
1	24403	122
1	24763	124
1	24956	117
1	25128	118
1	25208	101
1	25389	149
1	25608	125
1	25863	123
1	25963	145
1	26082	110
1	26189	135
1	26299	146
1	26463	158
1	26659	136
1	26830	121
1	26986	147
1	27189	137
1	27445	116
1	27719	143
1	27893	124
1	28043	157
1	28266	144
1	28406	144
1	28569	132
1	28900	150
1	29006	103
1	29081	100
1	29192	119
1	29366	120
1	29477	111
1	29593	159
1	29714	112
1	29815	155
1	30310	144
1	30524	116
1	30675	123
1	30960	146
1	31159	147
1	31324	126
1	31528	153
1	31656	151
1	31977	124
1	32371	101
1	32464	142
1	32861	141
1	32956	113
1	33109	153
1	33322	135
1	33491	124
1	33628	147
1	33730	141
1	33868	119
1	34011	156
1	34141	106
1	34317	137
1	34495	140
1	34591	130
1	34792	154
1	35063	146
1	35174	128
1	35274	123
1	35445	118
1	35534	116
1	35623	103
1	35726	159
1	36023	137
1	36147	159
1	36283	119
1	36378	106
1	36459	105
1	36552	131
1	36685	103
1	36835	121
1	37157	126
1	37330	143
1	37438	128
1	37626	105
1	37876	147
1	38070	134
1	38225	137
1	38339	138
1	38601	158
1	38756	157
1	38944	137
1	39109	150
1	39302	138
1	39460	138
1	39614	149
1	39725	120
1	39807	109
1	39987	115
1	40114	132
1	40315	152
1	40673	160
1	40956	123
1	41088	123
1	41259	121
1	41371	107
1	41541	138
1	41722	102
1	42017	108
1	42181	141
1	42348	144
1	42524	140
1	42643	133
1	42899	125
1	43029	132
1	43215	157
1	43396	125
1	43503	109
1	43593	103
1	43704	139
1	43989	109
1	44232	134
1	44355	101
1	44451	142
1	44585	112
1	44692	118
1	44970	149
1	45182	104
1	45319	102
1	45552	135
1	45828	117
1	46081	118
1	46391	137
1	46490	133
