chr	center	width
1	192	148
1	394	143
1	655	128
1	885	159
1	1245	137
1	1466	142
1	1771	153
1	1986	123
1	2092	131
1	2241	143
1	2415	150
1	2524	149
1	2661	156
1	2778	145
1	3230	148
1	3504	135
1	3725	153
1	3874	149
1	4025	156
1	4225	148
1	4450	155
1	4667	127
1	4856	138
1	5168	145
1	5332	146
1	5473	154
1	5592	134
1	5757	137
1	6164	143
1	6289	136
1	6465	134
1	6612	138
1	6786	124
1	6923	144
1	7060	143
1	7310	141
1	7431	148
1	7597	150
1	7761	150
1	7934	145
1	8065	159
1	8323	138
1	8634	153
1	8793	160
1	8934	145
1	9039	144
1	9242	158
1	9492	131
1	9598	138
1	9716	155
1	9991	143
1	10338	124
1	10480	153
1	10611	130
1	10804	142
1	10962	140
1	11138	154
1	11271	132
1	11418	146
1	11645	125
1	11835	147
1	12058	114
1	12250	151
1	12516	142
1	12651	156
1	12861	152
1	13076	160
1	13753	127
1	13894	138
1	14122	151
1	14266	153
1	14412	137
1	14574	149
1	14814	153
1	15013	156
1	15167	137
1	15308	132
1	15467	150
1	15744	147
1	15930	154
1	16114	159
1	16289	148
1	16516	126
1	16787	146
1	16903	136
1	17106	154
1	17331	146
1	17545	145
1	17778	145
1	18081	131
1	18191	146
1	18364	139
1	18512	145
1	18651	155
1	18761	142
1	18890	153
1	19063	157
1	19239	138
1	19468	154
1	19648	153
1	19754	145
1	20001	143
1	20122	132
1	20240	155
1	20381	141
1	20567	131
1	20909	134
1	21042	146
1	21155	119
1	21255	123
1	21398	137
1	21557	152
1	22199	140
1	22353	153
1	22625	149
1	22796	160
1	22935	137
1	23146	140
1	23305	154
1	23436	137
1	23612	143
1	23725	140
1	23959	152
1	24101	141
1	24216	147
1	24359	135
1	24768	154
1	24961	130
1	25104	141
1	25222	141
1	25378	124
1	25602	151
1	25864	128
1	25976	122
1	26083	151
1	26207	100
1	26441	132
1	26682	131
1	26851	128
1	27004	135
1	27187	154
1	27454	137
1	27762	151
1	27904	124
1	28075	160
1	28250	129
1	28423	133
