chr	center	width
1	144	107
1	232	120
1	362	155
1	595	119
1	695	124
1	849	151
1	1225	142
1	1343	127
1	1456	114
1	1764	143
1	1908	131
1	2049	138
1	2224	130
1	2370	160
1	2514	122
1	2604	121
1	2721	122
1	3270	116
1	3496	134
1	3597	101
1	3703	124
1	3859	137
1	4016	109
1	4109	103
1	4254	158
1	4454	160
1	4617	124
1	4707	114
1	4853	129
1	5129	146
1	5230	121
1	5341	144
1	5475	144
1	5577	120
1	5734	135
1	5991	117
1	6156	136
1	6254	109
1	6343	114
1	6439	142
1	6614	127
1	6838	148
1	6977	156
1	7090	101
1	7291	144
1	7402	117
1	7586	123
1	7751	160
1	7954	125
1	8048	109
1	8312	103
1	8430	102
1	8523	102
1	8604	108
1	8709	140
1	8837	115
1	9003	148
1	9130	140
1	9264	148
1	9471	103
1	9583	123
1	9693	154
1	9983	126
1	10330	136
1	10517	110
1	10616	113
1	10815	154
1	10952	152
1	11132	135
1	11256	112
1	11433	160
1	11656	145
1	11802	100
1	11953	109
1	12078	101
1	12294	150
1	12499	122
1	12634	123
1	12719	108
1	12860	125
1	13100	148
1	13720	102
1	13869	150
1	14145	124
1	14235	111
1	14342	125
1	14435	126
1	14585	136
1	14802	150
1	14929	130
1	15029	134
1	15160	125
1	15266	147
1	15414	121
1	15684	154
1	15805	132
1	15923	156
1	16102	121
1	16272	159
1	16521	159
1	16771	159
1	16956	140
1	17148	150
1	17333	116
1	17548	150
1	17717	124
1	17822	159
1	18093	150
1	18226	157
1	18371	153
1	18472	111
1	18562	106
1	18696	110
1	18868	157
1	19051	122
1	19150	142
1	19249	106
1	19469	143
1	19657	155
1	19770	154
1	20035	149
1	20159	124
1	20297	108
1	20419	109
1	20569	128
1	20851	105
1	20947	142
1	21053	143
1	21211	139
1	21311	122
1	21511	154
1	21739	159
1	22190	119
1	22301	149
1	22403	126
1	22649	148
1	22791	123
1	22907	121
1	23021	159
1	23164	121
1	23322	120
1	23419	142
1	23601	139
1	23711	144
1	23875	111
1	23969	143
1	24130	109
1	24290	146
1	24774	120
1	24964	157
1	25195	145
1	25313	115
1	25564	140
1	25672	122
1	25904	146
1	26095	153
1	26236	139
1	26439	140
1	26677	113
1	26769	117
1	26904	151
1	27041	134
1	27173	136
1	27418	117
1	27506	103
1	27745	117
1	27930	145
1	28031	123
1	28276	134
1	28388	150
1	28519	108
1	28843	100
1	28951	112
1	29062	122
1	29163	121
1	29316	122
1	29404	127
1	29583	139
1	29715	112
1	29819	142
1	30322	142
1	30526	111
1	30660	120
1	30745	119
1	30922	114
1	31173	154
1	31295	152
1	31554	124
1	31665	110
1	31976	120
1	32364	119
1	32445	104
1	32526	117
1	32807	106
1	32969	151
1	33097	106
1	33267	159
1	33406	129
1	33564	155
1	33747	145
1	33852	117
1	33950	120
1	34063	121
1	34237	109
1	34327	118
1	34508	144
1	34768	144
1	35051	126
1	35217	127
1	35355	115
1	35478	142
1	35631	139
1	35751	121
1	36078	154
1	36200	116
1	36381	102
1	36545	159
1	36662	145
1	36785	132
1	37110	109
1	37191	115
1	37282	101
1	37503	128
1	37633	144
1	37817	119
1	38076	150
1	38281	126
1	38369	125
1	38464	110
1	38542	108
1	38643	140
1	38752	119
1	38959	108
1	39049	115
1	39154	114
1	39314	145
1	39510	148
1	39640	154
1	39775	155
1	39964	103
1	40075	122
1	40169	123
1	40326	140
1	40560	137
1	40665	115
1	40870	149
1	41024	114
1	41130	100
1	41266	151
1	41373	141
1	41592	152
1	41708	140
1	42019	145
1	42167	146
1	42279	137
1	42404	158
1	42593	141
1	42718	109
1	42906	155
1	43050	123
1	43246	142
1	43373	121
1	43537	124
1	43674	112
1	43970	142
1	44193	137
1	44350	150
1	44464	103
1	44557	111
1	44648	112
1	44903	141
1	45242	151
1	45348	138
1	45549	145
1	45842	144
1	46017	108
1	46390	116
1	46570	158
1	46673	108
1	46840	114
1	47296	118
1	47407	153
1	47981	105
1	48118	120
1	48220	120
1	48418	145
1	48551	157
1	48675	143
1	48783	136
1	48910	123
1	49187	105
1	49330	137
1	49431	100
1	49524	129
1	49751	123
1	49938	155
1	50226	101
1	50329	115
1	50426	138
1	50581	119
1	50688	154
1	50855	145
1	50979	132
1	51264	155
1	51521	122
1	51611	107
1	51845	152
1	51959	121
1	52074	150
1	52205	160
1	52348	127
1	52481	110
1	52566	124
1	52704	126
1	52804	111
1	52911	132
1	53075	144
1	53264	123
1	53484	121
1	53622	130
1	53719	100
1	53880	156
1	54147	145
1	54414	114
1	54508	116
1	54706	117
1	54886	150
1	55097	135
1	55200	115
1	55336	155
1	55557	117
1	55831	140
1	56038	106
1	56154	152
1	56292	156
1	56625	152
1	56764	107
1	56948	128
1	57118	144
1	57236	132
1	57365	102
1	57456	121
1	57564	121
1	57769	128
1	57980	139
1	58139	146
1	58366	156
1	58680	153
1	58861	120
1	59023	102
1	59103	110
1	59397	158
1	59548	159
1	59767	149
1	59988	131
1	60085	133
1	60351	140
1	60462	153
1	60608	121
1	60708	126
1	60797	103
1	60908	155
1	61100	101
1	61241	147
1	61344	127
1	61564	148
1	61699	110
1	61861	124
1	62030	107
1	62134	144
1	62296	144
1	62630	157
1	62912	100
1	63111	158
1	63298	144
1	63433	153
1	63606	119
1	63690	106
1	63781	113
1	64058	116
1	64173	160
1	64409	142
1	64511	114
1	64621	160
1	64732	136
1	64835	119
1	64951	146
1	65111	127
1	65271	101
1	65372	118
1	65554	160
1	65666	159
1	65811	138
1	65908	113
1	66009	107
1	66148	121
1	66256	101
1	66337	110
1	66513	143
1	66651	146
1	66829	106
1	66982	101
1	67062	116
1	67167	148
1	67350	160
1	67578	132
1	67747	108
1	67836	109
1	67993	157
1	68229	143
1	68328	108
1	68513	106
1	68692	130
1	68794	119
1	68943	155
1	69165	138
1	69294	140
1	69399	125
1	69498	116
1	69586	126
1	69685	122
1	69812	131
1	69908	138
1	70075	147
1	70223	129
1	70340	146
1	70452	151
1	70690	107
1	70860	127
1	71023	110
1	71231	111
1	71346	128
1	71531	131
1	71625	103
1	71757	141
1	72032	103
1	72158	159
1	72268	113
1	72365	130
1	72478	131
1	72652	132
1	72844	148
1	72990	124
1	73261	120
1	73415	113
1	73498	104
1	73590	141
1	73714	105
1	73825	105
1	73991	144
1	74100	104
1	74191	109
1	74302	144
1	74400	104
1	74576	158
1	74704	143
1	74935	100
1	75040	109
1	75126	112
1	75235	112
1	75357	147
1	75462	139
1	75640	155
1	75804	103
1	76051	150
1	76207	130
1	76455	133
1	76666	112
1	76799	109
1	76965	103
1	77067	104
1	77252	145
1	77379	111
1	77458	112
1	77559	135
1	77794	150
1	77897	139
1	78023	113
1	78135	159
1	78271	159
1	78431	121
1	78553	138
1	78784	115
1	78908	138
1	79014	115
1	79129	159
1	79256	136
1	79518	119
1	79756	151
1	79886	140
1	80092	116
1	80237	104
1	80326	109
1	80705	101
1	80801	147
1	80956	160
1	81249	102
1	81661	123
1	81884	125
1	82114	121
1	82277	153
1	82475	140
1	82631	155
1	82813	141
1	82929	143
1	83146	154
1	83385	117
1	83520	138
1	83702	100
1	83785	115
1	83986	131
1	84091	135
1	84184	102
1	84297	157
1	84431	109
1	84599	115
1	84782	155
1	84888	100
1	84976	111
1	85086	107
1	85171	103
1	85306	150
1	85482	143
1	85613	123
1	85802	150
1	85931	139
1	86113	145
1	86261	108
1	86394	134
1	86542	104
1	86658	144
1	86844	156
1	87002	149
1	87109	146
1	87285	124
1	87493	156
1	87653	126
1	87740	101
1	87897	136
1	88023	124
1	88162	158
1	88380	144
1	88562	146
1	88731	152
1	88845	159
1	89011	106
1	89124	144
1	89243	107
1	89327	121
1	89430	152
1	89600	126
1	89789	154
1	89996	147
1	90240	142
1	90431	151
1	90717	141
1	90829	127
1	90951	134
1	91100	112
1	91206	152
1	91332	124
1	91423	110
1	91529	138
1	91763	148
1	91884	156
1	92020	126
1	92489	139
1	92667	139
1	92981	151
1	93136	116
1	93267	135
1	93499	125
1	93681	131
1	93823	119
1	93912	113
1	94332	114
1	94427	113
1	94529	122
1	94902	144
1	95057	119
1	95163	145
1	95420	110
1	95538	113
1	95643	100
1	95759	120
1	95995	149
1	96104	114
1	96258	148
1	96566	141
1	96807	132
1	96917	131
1	97150	145
1	97405	153
1	97626	112
1	97809	153
1	98009	147
1	98350	152
1	98503	102
1	98589	109
1	98696	120
1	98807	139
1	98974	123
1	99121	101
1	99254	141
1	99460	125
1	99744	145
1	99864	117
1	99965	123
1	100086	145
1	100313	120
1	100409	129
1	100518	131
1	100688	133
1	100861	129
1	100959	130
1	101083	148
1	101211	144
1	101551	115
1	101764	143
1	101910	122
1	102137	127
1	102241	157
1	102583	139
1	102681	102
1	102769	116
1	102979	138
1	103131	141
1	103384	109
1	103589	122
1	103737	127
1	104097	118
1	104212	111
1	104311	144
1	104594	144
1	104763	114
1	104952	139
1	105081	112
1	105290	158
1	105459	145
1	105635	144
1	105872	136
1	106030	157
1	106256	144
1	106388	147
1	106706	125
1	106840	146
1	107034	144
1	107144	107
1	107297	115
1	107519	121
1	107612	133
1	107776	117
1	108218	151
1	108414	119
1	108528	125
1	108673	115
1	108899	143
1	109161	124
1	109268	117
1	109410	145
1	109604	144
1	109828	159
1	110018	147
1	110343	115
1	110443	108
1	110639	154
1	110755	112
1	111022	155
1	111211	148
1	111374	125
1	111507	149
1	111712	104
1	111846	145
1	112037	145
1	112210	142
1	112316	152
1	112427	119
1	112760	146
1	112947	140
1	113071	109
1	113158	113
1	113258	116
1	113348	101
1	113580	129
1	113680	110
1	113765	114
1	113853	122
1	114168	108
1	114263	129
1	114570	143
1	114677	113
1	114956	158
1	115132	154
1	115249	146
1	115376	102
1	115458	119
1	115553	118
1	115662	137
1	115758	120
1	115842	109
1	115957	103
1	116070	137
1	116177	116
1	116309	120
1	116470	136
1	116572	142
1	116719	103
1	116825	122
1	117031	119
1	117300	116
1	117584	113
1	117780	110
1	117985	157
1	118112	151
1	118376	148
1	118479	133
1	118616	154
1	118809	140
1	118907	115
1	119018	156
1	119178	108
1	119280	129
1	119607	127
1	119750	136
1	119911	128
1	120093	124
1	120258	129
1	120373	149
1	120569	149
1	120697	133
1	120825	107
1	120919	113
1	121042	114
1	121147	146
1	121346	145
1	121557	143
1	121686	120
1	121774	123
1	121890	118
1	122006	160
1	122192	115
1	122375	108
1	122497	111
1	122583	119
1	122673	110
1	122774	146
1	122893	114
1	122993	149
1	123121	114
1	123230	155
1	123345	149
1	123516	112
1	123596	100
1	123696	148
1	123879	114
1	124053	155
1	124214	119
1	124608	160
1	124759	106
1	124932	153
1	125045	118
1	125283	102
1	125465	124
1	125636	126
1	125803	108
1	125908	100
1	126045	144
1	126224	118
1	126339	116
1	126504	140
1	126622	123
1	126815	103
1	126911	129
1	127315	129
1	127441	141
1	127789	156
1	127997	137
1	128107	106
1	128274	110
1	128363	124
1	128585	136
1	128704	123
1	128811	105
1	128907	131
1	129034	159
1	129207	153
1	129349	135
1	129654	102
1	129738	122
1	129916	126
1	130024	116
1	130140	146
1	130309	120
1	130534	133
1	130747	142
1	131045	143
1	131215	139
1	131320	149
1	131580	151
1	131769	144
1	131865	116
1	131963	149
1	132076	127
1	132179	116
1	132382	106
1	132477	121
1	132671	156
1	132869	128
1	132988	153
1	133192	149
1	133308	111
1	133489	136
1	133622	106
1	133724	159
1	133835	146
1	134082	157
1	134183	109
1	134282	141
1	134534	109
1	134633	116
1	134744	151
1	135109	158
1	135293	153
1	135501	158
1	135632	134
1	135893	100
1	136192	131
1	136294	101
1	136389	104
1	136508	111
1	136616	160
1	136794	114
1	136895	131
1	137065	111
1	137181	106
1	137310	157
1	137435	143
1	137649	107
1	137738	125
1	137874	155
1	138036	142
1	138138	137
1	138315	104
1	138634	159
1	138878	110
1	139033	151
1	139279	101
1	139371	134
1	139539	142
1	139715	129
1	139855	143
1	139953	124
1	140158	129
1	140273	158
1	140390	145
1	140491	101
1	140721	109
1	140813	119
1	141047	113
1	141181	149
1	141337	115
1	141609	152
1	141766	112
1	142096	114
1	142283	127
1	142380	104
1	142484	157
1	142639	151
1	142800	106
1	142955	159
1	143392	120
1	143693	157
1	143892	155
