chr	center	width
1	190	143
1	406	147
1	649	150
1	883	159
1	1262	157
1	1451	157
1	1748	127
1	1984	113
1	2083	144
1	2243	143
1	2397	145
1	2529	138
1	2666	129
1	2769	145
1	3228	145
1	3509	126
1	3733	160
1	3868	146
1	4034	137
1	4223	141
1	4458	140
1	4693	148
1	4840	155
1	5159	147
1	5331	146
1	5448	155
1	5585	133
1	5751	135
1	6002	136
1	6145	128
1	6287	157
1	6469	137
1	6619	133
1	6793	141
1	6944	130
1	7077	137
1	7308	145
1	7425	132
1	7598	118
1	7754	134
1	7925	144
1	8069	141
1	8336	133
1	8516	146
1	8626	151
1	8792	128
1	8945	160
1	9061	156
1	9261	141
1	9489	129
1	9594	143
1	9720	138
1	10011	147
1	10346	148
1	10484	153
1	10619	153
1	10798	134
1	10969	148
1	11137	144
1	11268	125
1	11410	146
1	11637	141
1	11837	138
1	12039	152
1	12236	133
1	12525	159
1	12645	151
1	12854	159
1	13067	155
1	13757	154
1	13902	138
1	14127	144
1	14279	123
1	14428	150
1	14583	150
1	14811	132
1	15008	129
1	15172	133
1	15302	136
1	15476	154
1	15741	121
1	15919	152
1	16104	147
1	16300	153
1	16527	156
1	16779	141
1	16918	141
1	17115	156
1	17320	148
1	17559	149
1	17779	139
1	18082	128
1	18208	137
1	18359	130
1	18520	159
1	18652	158
1	18877	148
1	19068	154
1	19243	147
1	19475	157
1	19659	126
1	19752	133
1	20017	142
1	20125	133
1	20256	145
1	20397	141
1	20555	140
1	20888	154
1	21046	131
1	21138	131
1	21251	148
1	21403	153
1	21559	136
1	21766	111
1	22213	140
1	22342	146
1	22638	140
1	22795	124
1	22943	141
1	23147	153
1	23325	145
1	23453	112
1	23621	142
1	23735	131
1	23947	148
1	24106	125
1	24214	131
1	24353	147
1	24758	141
1	24955	146
1	25106	158
1	25227	160
1	25350	147
1	25610	134
1	25879	128
1	25980	145
1	26092	126
1	26224	147
1	26445	147
1	26682	133
1	26873	136
1	27009	160
1	27201	151
1	27458	149
1	27758	142
1	27905	138
1	28077	158
1	28244	153
1	28427	134
1	28547	156
1	28853	135
1	28969	155
1	29086	113
1	29198	152
1	29328	147
1	29431	100
1	29571	156
1	29702	158
1	29816	142
1	30321	158
1	30497	148
1	30684	154
1	30962	149
1	31184	158
1	31305	153
1	31498	132
1	31647	145
1	31997	138
1	32385	127
1	32485	125
1	32836	149
1	32996	148
1	33105	154
1	33258	136
1	33363	151
1	33487	144
1	33609	141
1	33730	115
1	33870	138
1	33989	135
1	34105	147
1	34302	160
1	34466	148
1	34579	142
1	34757	147
1	35046	140
1	35178	121
1	35302	153
1	35479	143
1	35611	138
1	35742	151
1	36001	153
1	36158	129
1	36334	159
1	36459	147
1	36565	143
1	36697	140
1	36845	123
1	37142	159
1	37297	135
1	37462	152
1	37640	152
1	37849	151
1	38062	142
1	38259	142
1	38372	127
1	38594	139
1	38766	138
1	38939	126
1	39089	159
1	39489	134
1	39640	151
1	39780	137
1	39990	147
1	40133	139
1	40326	153
1	40552	140
1	40689	149
1	40896	144
1	41035	154
1	41249	143
1	41523	151
1	41699	131
1	42020	124
1	42228	148
1	42374	155
1	42548	122
1	42662	157
1	42862	128
1	43004	145
1	43250	139
1	43426	158
1	43689	121
1	43993	160
1	44192	146
1	44295	123
1	44401	135
1	44554	139
1	44667	133
1	44961	142
1	45202	155
1	45342	150
1	45568	144
1	45843	140
1	46078	133
1	46371	151
1	46515	119
1	46675	140
1	46828	148
1	47359	140
1	47916	143
1	48033	134
1	48186	146
1	48460	138
1	48573	102
1	48703	146
1	48830	152
1	48992	148
1	49158	158
1	49295	143
1	49497	149
1	49747	138
1	49971	154
