chr	center	width
1	227	153
1	395	154
1	652	140
1	860	137
1	1215	155
1	1473	115
1	1750	152
1	1992	105
1	2086	144
1	2243	113
1	2448	128
1	2536	118
1	2663	141
1	2768	106
1	3245	149
1	3514	139
1	3753	147
1	3851	111
1	4020	122
1	4214	145
1	4440	158
1	4676	136
1	4825	149
1	5177	127
1	5292	104
1	5370	115
1	5461	105
1	5538	108
1	5641	148
1	5770	149
1	6004	134
1	6212	124
1	6297	108
1	6498	131
1	6599	113
1	6722	102
1	6811	110
1	6961	107
1	7083	101
1	7334	138
1	7434	144
1	7559	159
1	7774	102
1	7949	140
1	8084	152
1	8350	144
1	8540	157
1	8797	147
1	8904	126
1	9010	144
1	9122	148
1	9264	135
1	9475	120
1	9601	117
1	9681	107
1	9769	102
1	10019	142
1	10343	149
1	10498	156
1	10620	155
1	10784	147
1	10943	137
1	11138	113
1	11295	151
1	11427	136
1	11654	144
1	11851	148
1	12040	144
1	12228	157
1	12559	115
1	12676	112
1	12856	146
1	13095	144
1	13781	109
1	13891	104
1	14150	104
1	14273	152
1	14401	143
1	14537	146
1	14822	140
1	15018	151
1	15165	135
1	15333	150
1	15456	150
1	15739	135
1	15838	113
1	15929	119
1	16119	152
1	16281	145
1	16512	111
1	16773	147
1	16905	111
1	17141	114
1	17350	148
1	17558	137
1	17790	103
1	18074	153
1	18202	159
1	18348	128
1	18581	106
1	18684	117
1	18787	122
1	18908	105
1	19056	137
1	19221	157
1	19472	149
1	19724	119
1	19818	126
1	20013	114
1	20122	141
1	20299	131
1	20422	152
1	20533	133
1	20895	141
1	21033	108
1	21135	154
1	21247	122
1	21344	108
1	21419	101
1	21557	148
1	21751	159
1	22216	141
1	22323	146
1	22643	143
1	22775	158
1	22917	137
1	23062	122
1	23170	156
1	23277	120
1	23405	138
1	23542	119
1	23661	127
1	23776	140
1	23944	147
1	24093	137
1	24227	135
1	24333	152
1	24761	135
1	24941	104
1	25092	112
1	25194	143
1	25296	109
1	25380	104
1	25592	139
1	25842	120
1	25943	146
1	26049	153
1	26237	139
1	26426	147
1	26672	142
1	26872	118
1	26984	157
1	27192	120
1	27475	122
1	27784	106
1	27896	118
1	28089	142
1	28251	156
1	28380	133
1	28519	146
1	28851	124
1	28958	134
1	29052	113
1	29164	132
1	29279	132
1	29370	125
1	29555	142
1	29663	116
1	29803	102
1	30314	101
1	30516	155
1	30718	153
1	30954	151
1	31154	131
1	31253	103
1	31346	103
1	31490	129
1	31588	110
1	31693	106
1	32004	117
1	32407	123
1	32508	119
1	32837	134
1	32968	138
1	33067	118
1	33245	138
1	33372	142
1	33545	153
1	33682	119
1	33833	116
1	33954	105
1	34059	150
1	34336	108
1	34459	107
1	34563	118
1	34774	160
1	35042	144
1	35212	155
1	35320	121
1	35421	146
1	35533	116
1	35630	123
1	35747	108
1	36005	143
1	36144	158
1	36308	147
1	36447	106
1	36576	106
1	36700	148
1	36827	106
1	37125	128
1	37292	149
1	37461	151
1	37633	142
1	37839	139
1	38105	121
1	38263	153
1	38376	151
1	38570	156
1	38748	118
1	38933	120
1	39048	128
1	39303	121
1	39508	157
1	39615	103
1	39763	121
1	39996	132
1	40093	122
1	40186	117
1	40332	160
1	40579	159
1	40694	119
1	40910	119
1	41070	149
1	41247	112
1	41418	130
1	41518	117
1	41678	120
1	42038	124
1	42226	105
1	42375	124
1	42540	114
1	42620	108
1	42879	141
1	42977	134
1	43076	126
1	43193	137
1	43294	116
1	43414	124
1	43496	100
1	43600	113
1	43705	121
1	43990	126
1	44134	112
1	44220	126
1	44339	155
1	44465	133
1	44577	119
1	44682	144
1	44964	160
1	45170	131
1	45287	115
1	45381	124
1	45549	159
1	45827	140
1	46107	145
1	46379	149
1	46512	160
1	46671	129
1	46813	106
1	47392	159
1	47965	112
1	48167	147
1	48449	104
1	48541	131
1	48724	111
1	48839	141
1	49032	145
1	49148	160
1	49262	152
1	49460	140
1	49736	139
1	49950	142
1	50170	108
1	50257	105
1	50404	146
1	50621	135
