Chr	Center	Size
1	201	140
1	381	140
1	661	140
1	881	140
1	1231	140
1	1461	140
1	1771	140
1	1881	140
1	2051	140
1	2231	140
1	2341	140
1	2471	140
1	2541	140
1	2701	140
1	3231	140
1	3531	140
1	3751	140
1	3871	140
1	4041	140
1	4221	140
1	4451	140
1	4671	140
1	4841	140
1	5181	140
1	5371	140
1	5551	140
1	5781	140
1	6001	140
1	6191	140
1	6501	140
1	6611	140
1	6801	140
1	6961	140
1	7071	140
1	7391	140
1	7581	140
1	7761	140
1	7941	140
1	8081	140
1	8361	140
1	8561	140
1	8671	140
1	8791	140
1	8931	140
1	9031	140
1	9261	140
1	9581	140
1	9711	140
1	10011	140
1	10361	140
1	10501	140
1	10611	140
1	10801	140
1	10951	140
1	11031	140
1	11151	140
1	11271	140
1	11411	140
1	11631	140
1	11741	140
1	11851	140
1	12041	140
1	12241	140
1	12541	140
1	12661	140
1	12861	140
1	13061	140
1	13801	140
1	13891	140
1	14131	140
1	14271	140
1	14421	140
1	14561	140
1	14821	140
1	14991	140
1	15091	140
1	15191	140
1	15301	140
1	15471	140
1	15741	140
1	15901	140
1	16121	140
1	16271	140
1	16541	140
1	16781	140
1	16891	140
1	17121	140
1	17341	140
1	17541	140
1	17791	140
1	18101	140
1	18181	140
1	18371	140
1	18661	140
1	18731	140
1	19061	140
1	19131	140
1	19241	140
1	19371	140
1	19461	140
1	19571	140
1	19741	140
1	20031	140
1	20131	140
1	20256	140
1	20401	140
1	20471	140
1	20541	140
1	20911	140
1	20981	140
1	21141	140
1	21341	140
1	21411	140
1	21521	140
1	21751	140
1	22231	140
1	22341	140
1	22651	140
1	22791	140
1	22901	140
1	23151	140
1	23411	140
1	23641	140
1	23741	140
1	23941	140
1	24111	140
1	24201	140
1	24361	140
1	24771	140
1	24941	140
1	25121	140
1	25191	140
1	25371	140
1	25581	140
1	25941	140
1	26071	140
1	26231	140
1	26461	140
1	26681	140
1	26781	140
1	26861	140
1	26991	140
1	27211	140
1	27451	140
1	27761	140
1	27871	140
1	28071	140
1	28276	140
1	28491	140
1	28931	140
1	29081	140
1	29191	140
1	29321	140
1	29561	140
1	29661	140
1	29811	140
1	30311	140
1	30491	140
1	30701	140
1	30971	140
1	31181	140
1	31301	140
1	31581	140
1	32001	140
1	32391	140
1	32861	140
1	33031	140
1	33351	140
1	33571	140
1	33701	140
1	33821	140
1	34081	140
1	34361	140
1	34541	140
1	34761	140
1	35041	140
1	35221	140
1	35491	140
1	35601	140
1	35751	140
1	36081	140
1	36151	140
1	36341	140
1	36421	140
1	36531	140
1	36671	140
1	36841	140
1	37151	140
1	37301	140
1	37461	140
1	37621	140
1	37831	140
1	38071	140
1	38251	140
1	38361	140
1	38581	140
1	38651	140
1	38721	140
1	38941	140
1	39061	140
1	39211	140
1	39311	140
1	39526	140
1	39611	140
1	39771	140
1	40011	140
1	40091	140
1	40321	140
1	40581	140
1	40661	140
1	40901	140
1	41031	140
1	41261	140
1	41411	140
1	41511	140
1	41701	140
1	42021	140
1	42281	140
1	42351	140
1	42621	140
1	42961	140
1	43231	140
1	43451	140
1	43551	140
1	43661	140
1	44001	140
1	44211	140
1	44341	140
1	44581	140
1	44651	140
1	44971	140
1	45241	140
1	45311	140
1	45561	140
1	45831	140
1	46081	140
1	46371	140
1	46521	140
1	46671	140
1	46841	140
1	47371	140
1	47971	140
1	48041	140
1	48171	140
1	48441	140
1	48591	140
1	48721	140
1	48801	140
1	49011	140
