Chr	Center	Size
1	181	140
1	391	140
1	661	140
1	871	140
1	1251	140
1	1461	140
1	1761	140
1	1981	140
1	2061	140
1	2241	140
1	2401	140
1	2541	140
1	2711	140
1	3231	140
1	3521	140
1	3741	140
1	3881	140
1	4031	140
1	4221	140
1	4451	140
1	4671	140
1	4841	140
1	5181	140
1	5331	140
1	5481	140
1	5571	140
1	5751	140
1	5991	140
1	6181	140
1	6271	140
1	6491	140
1	6621	140
1	6811	140
1	6941	140
1	7071	140
1	7341	140
1	7421	140
1	7591	140
1	7751	140
1	7931	140
1	8071	140
1	8331	140
1	8521	140
1	8631	140
1	8791	140
1	8931	140
1	9041	140
1	9231	140
1	9511	140
1	9591	140
1	9701	140
1	10021	140
1	10331	140
1	10511	140
1	10621	140
1	10791	140
1	10951	140
1	11141	140
1	11281	140
1	11411	140
1	11641	140
1	11841	140
1	12051	140
1	12241	140
1	12531	140
1	12661	140
1	12861	140
1	13061	140
1	13761	140
1	13891	140
1	14131	140
1	14271	140
1	14421	140
1	14591	140
1	14821	140
1	15021	140
1	15161	140
1	15311	140
1	15471	140
1	15741	140
1	15921	140
1	16121	140
1	16271	140
1	16531	140
1	16771	140
1	16891	140
1	17131	140
1	17331	140
1	17561	140
1	17781	140
1	18101	140
1	18351	140
1	18531	140
1	18751	140
1	18881	140
1	19071	140
1	19241	140
1	19471	140
1	19661	140
1	19761	140
1	20061	140
1	20251	140
1	20401	140
1	20561	140
1	20901	140
1	21111	140
1	21221	140
1	21401	140
1	21551	140
1	21761	140
1	22211	140
1	22341	140
1	22651	140
1	22801	140
1	22931	140
1	23131	140
1	23301	140
1	23411	140
1	23701	140
1	23951	140
1	24131	140
1	24211	140
1	24361	140
1	24761	140
1	24951	140
1	25101	140
1	25241	140
1	25371	140
1	25611	140
1	25911	140
1	26091	140
1	26221	140
1	26451	140
1	26671	140
1	26841	140
1	27011	140
1	27201	140
1	27441	140
1	27761	140
1	27901	140
1	28061	140
1	28251	140
1	28431	140
1	28511	140
1	28871	140
1	28941	140
1	29091	140
1	29191	140
1	29391	140
1	29581	140
1	29701	140
1	30311	140
1	30501	140
1	30701	140
1	30971	140
1	31171	140
1	31291	140
1	31611	140
1	31991	140
1	32371	140
1	32471	140
1	32841	140
1	33031	140
1	33101	140
1	33281	140
1	33511	140
1	33581	140
1	33691	140
1	33861	140
1	34031	140
1	34111	140
1	34321	140
1	34521	140
1	34761	140
1	35041	140
1	35201	140
1	35281	140
1	35481	140
1	35641	140
1	35741	140
1	36031	140
1	36151	140
1	36321	140
1	36461	140
1	36561	140
1	36701	140
1	36841	140
1	37151	140
1	37311	140
1	37461	140
1	37631	140
1	37841	140
1	38071	140
1	38271	140
1	38381	140
1	38601	140
1	38761	140
1	38931	140
1	39081	140
1	39311	140
1	39511	140
1	39651	140
1	39771	140
1	40011	140
1	40141	140
1	40341	140
1	40561	140
1	40681	140
1	40901	140
1	41051	140
1	41251	140
1	41391	140
1	41501	140
1	41701	140
1	42031	140
1	42231	140
1	42361	140
1	42621	140
1	42891	140
1	43011	140
1	43241	140
1	43421	140
1	43561	140
1	43691	140
1	43991	140
1	44261	140
1	44381	140
1	44581	140
1	44661	140
1	44951	140
1	45231	140
1	45331	140
1	45561	140
1	45831	140
1	46081	140
1	46361	140
1	46521	140
1	46671	140
1	46821	140
1	47361	140
1	47911	140
1	48021	140
1	48191	140
1	48451	140
1	48551	140
1	48711	140
1	48821	140
1	49001	140
1	49171	140
1	49291	140
1	49491	140
1	49731	140
1	49961	140
1	50231	140
1	50391	140
1	50621	140
1	50761	140
1	50831	140
1	50941	140
1	51241	140
