Chr	Center	Size
1	191	140
1	401	140
1	661	140
1	881	140
1	1251	140
1	1461	140
1	1771	140
1	1981	140
1	2101	140
1	2251	140
1	2411	140
1	2531	140
1	2671	140
1	2781	140
1	3241	140
1	3521	140
1	3741	140
1	3871	140
1	4021	140
1	4231	140
1	4461	140
1	4671	140
1	4851	140
1	5171	140
1	5331	140
1	5461	140
1	5591	140
1	5761	140
1	5991	140
1	6161	140
1	6281	140
1	6481	140
1	6621	140
1	6791	140
1	6941	140
1	7071	140
1	7331	140
1	7441	140
1	7601	140
1	7751	140
1	7941	140
1	8071	140
1	8341	140
1	8521	140
1	8641	140
1	8801	140
1	8941	140
1	9041	140
1	9251	140
1	9501	140
1	9611	140
1	9701	140
1	10011	140
1	10331	140
1	10471	140
1	10611	140
1	10791	140
1	10961	140
1	11141	140
1	11271	140
1	11421	140
1	11641	140
1	11831	140
1	12051	140
1	12241	140
1	12521	140
1	12651	140
1	12861	140
1	13071	140
1	13761	140
1	13901	140
1	14121	140
1	14281	140
1	14421	140
1	14571	140
1	14821	140
1	15011	140
1	15161	140
1	15301	140
1	15461	140
1	15751	140
1	15921	140
1	16111	140
1	16301	140
1	16521	140
1	16771	140
1	16901	140
1	17131	140
1	17341	140
1	17551	140
1	17791	140
1	18081	140
1	18201	140
1	18361	140
1	18531	140
1	18671	140
1	18741	140
1	18881	140
1	19071	140
1	19241	140
1	19471	140
1	19651	140
1	19771	140
1	20001	140
1	20131	140
1	20241	140
1	20401	140
1	20571	140
1	20911	140
1	21051	140
1	21141	140
1	21261	140
1	21401	140
1	21561	140
1	21761	140
1	22201	140
1	22341	140
1	22631	140
1	22801	140
1	22941	140
1	23131	140
1	23311	140
1	23421	140
1	23621	140
1	23731	140
1	23941	140
1	24101	140
1	24221	140
1	24361	140
1	24761	140
1	24951	140
1	25101	140
1	25231	140
1	25381	140
1	25601	140
1	25881	140
1	25991	140
1	26091	140
1	26231	140
1	26461	140
1	26691	140
1	26851	140
1	27011	140
1	27201	140
1	27451	140
1	27751	140
1	27911	140
1	28071	140
1	28251	140
1	28411	140
1	28541	140
1	28851	140
1	28971	140
1	29101	140
1	29201	140
1	29321	140
1	29421	140
1	29581	140
1	29701	140
1	29821	140
1	30301	140
1	30501	140
1	30701	140
1	30961	140
1	31161	140
1	31311	140
1	31521	140
1	31651	140
1	31991	140
1	32371	140
1	32481	140
1	32851	140
1	32981	140
1	33111	140
1	33271	140
1	33371	140
1	33501	140
1	33611	140
1	33731	140
1	33861	140
1	34011	140
1	34111	140
1	34321	140
1	34481	140
1	34581	140
1	34781	140
1	35031	140
1	35181	140
1	35301	140
1	35481	140
1	35621	140
1	35751	140
1	36021	140
1	36171	140
1	36321	140
1	36451	140
1	36561	140
1	36701	140
1	36841	140
1	37151	140
1	37311	140
1	37471	140
1	37641	140
1	37841	140
1	38081	140
1	38251	140
1	38371	140
1	38601	140
1	38741	140
1	38921	140
1	39081	140
1	39301	140
1	39511	140
1	39651	140
1	39771	140
1	39991	140
1	40141	140
1	40331	140
1	40561	140
1	40701	140
1	40901	140
1	41031	140
1	41241	140
1	41381	140
1	41521	140
1	41701	140
1	42031	140
1	42231	140
1	42361	140
1	42541	140
1	42651	140
1	42891	140
1	43001	140
1	43251	140
1	43431	140
1	43561	140
1	43691	140
1	44001	140
1	44191	140
1	44311	140
1	44411	140
1	44541	140
1	44671	140
1	44951	140
1	45211	140
1	45341	140
1	45561	140
1	45841	140
1	46071	140
1	46361	140
1	46521	140
1	46671	140
1	46821	140
1	47371	140
1	47911	140
1	48031	140
1	48181	140
1	48451	140
1	48561	140
1	48681	140
1	48841	140
1	49001	140
1	49171	140
1	49291	140
1	49491	140
1	49741	140
1	49961	140
1	50211	140
1	50331	140
1	50431	140
1	50621	140
1	50751	140
1	50831	140
1	50961	140
1	51241	140
1	51501	140
1	51631	140
1	51841	140
1	52001	140
1	52101	140
1	52211	140
1	52381	140
1	52501	140
1	52751	140
1	52871	140
1	53111	140
1	53281	140
1	53411	140
1	53521	140
1	53681	140
1	53941	140
1	54121	140
1	54271	140
1	54451	140
1	54711	140
1	54881	140
1	55131	140
1	55281	140
1	55401	140
1	55601	140
1	55841	140
1	56081	140
1	56271	140
1	56611	140
1	56711	140
1	56921	140
1	57191	140
1	57381	140
1	57501	140
1	57621	140
1	57811	140
1	57991	140
1	58151	140
1	58341	140
1	58661	140
1	58871	140
1	58991	140
1	59131	140
1	59381	140
1	59551	140
1	59761	140
